year,income_now,income_first,is_first_job,job_major,satis_overall,satis_growth,health,life_satis,happy_last_month,quit_reason_first,move_reason_1,changed_job,income_change_pct,income_up,income_down
2020,210.0,150.0,2.0,1.0,3.0,4.0,4.0,5.0,6.0,1.0,1.0,1.0,40.0,1,0
2020,300.0,180.0,2.0,7.0,5.0,5.0,5.0,7.0,7.0,4.0,,1.0,66.66666666666666,1,0
2020,210.0,190.0,2.0,1.0,3.0,3.0,4.0,5.0,5.0,4.0,,1.0,10.526315789473683,1,0
2020,80.0,100.0,2.0,6.0,3.0,4.0,3.0,6.0,5.0,12.0,1.0,1.0,-20.0,0,1
2020,240.0,199.0,2.0,1.0,4.0,3.0,4.0,5.0,5.0,11.0,,1.0,20.603015075376884,1,0
2020,200.0,196.0,2.0,7.0,3.0,4.0,5.0,3.0,4.0,4.0,,1.0,2.0408163265306123,1,0
2020,169.0,120.0,2.0,1.0,4.0,4.0,4.0,5.0,5.0,1.0,5.0,1.0,40.833333333333336,1,0
2020,190.0,230.0,2.0,1.0,4.0,2.0,4.0,5.0,6.0,10.0,,1.0,-17.391304347826086,0,1
2020,230.0,190.0,2.0,3.0,4.0,3.0,5.0,5.0,4.0,4.0,,1.0,21.052631578947366,1,0
2020,270.0,160.0,2.0,5.0,2.0,2.0,4.0,6.0,3.0,1.0,3.0,1.0,68.75,1,0
2020,190.0,160.0,2.0,5.0,4.0,5.0,4.0,6.0,5.0,11.0,1.0,1.0,18.75,1,0
2020,230.0,170.0,2.0,5.0,3.0,2.0,2.0,4.0,4.0,1.0,,1.0,35.294117647058826,1,0
2020,200.0,176.0,2.0,7.0,3.0,3.0,3.0,5.0,6.0,14.0,1.0,1.0,13.636363636363635,1,0
2020,72.0,80.0,2.0,1.0,4.0,4.0,5.0,5.0,6.0,5.0,,1.0,-10.0,0,1
2020,250.0,120.0,2.0,1.0,4.0,3.0,3.0,4.0,4.0,11.0,,1.0,108.33333333333333,1,0
2020,50.0,70.0,2.0,7.0,4.0,4.0,3.0,5.0,5.0,1.0,,1.0,-28.57142857142857,0,1
2020,250.0,225.0,2.0,3.0,4.0,4.0,5.0,7.0,7.0,1.0,,1.0,11.11111111111111,1,0
2020,160.0,220.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,1.0,,1.0,-27.27272727272727,0,1
2020,230.0,210.0,2.0,1.0,1.0,1.0,5.0,5.0,5.0,11.0,4.0,1.0,9.523809523809524,1,0
2020,179.0,150.0,2.0,1.0,4.0,4.0,5.0,7.0,6.0,5.0,,1.0,19.333333333333332,1,0
2020,135.0,85.0,2.0,1.0,3.0,2.0,5.0,7.0,5.0,9.0,1.0,1.0,58.82352941176471,1,0
2020,200.0,70.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,11.0,5.0,1.0,185.71428571428572,1,0
2020,170.0,160.0,2.0,1.0,3.0,4.0,3.0,4.0,4.0,5.0,,1.0,6.25,1,0
2020,150.0,50.0,2.0,1.0,3.0,4.0,2.0,4.0,6.0,11.0,,1.0,200.0,1,0
2020,80.0,80.0,2.0,3.0,4.0,4.0,3.0,7.0,7.0,11.0,,1.0,0.0,0,0
2020,170.0,100.0,2.0,1.0,5.0,5.0,4.0,5.0,5.0,14.0,,1.0,70.0,1,0
2020,170.0,150.0,2.0,3.0,3.0,4.0,4.0,5.0,6.0,12.0,,1.0,13.333333333333334,1,0
2020,250.0,120.0,2.0,1.0,4.0,4.0,4.0,7.0,6.0,1.0,3.0,1.0,108.33333333333333,1,0
2020,350.0,250.0,2.0,1.0,4.0,5.0,3.0,7.0,6.0,11.0,,1.0,40.0,1,0
2020,235.0,150.0,2.0,6.0,3.0,1.0,5.0,7.0,6.0,11.0,,1.0,56.666666666666664,1,0
2020,250.0,250.0,2.0,1.0,2.0,2.0,5.0,3.0,4.0,5.0,1.0,1.0,0.0,0,0
2020,260.0,240.0,2.0,1.0,2.0,2.0,3.0,5.0,5.0,10.0,1.0,1.0,8.333333333333332,1,0
2020,283.0,200.0,2.0,1.0,2.0,2.0,4.0,4.0,3.0,5.0,1.0,1.0,41.5,1,0
2020,72.0,54.0,2.0,1.0,3.0,2.0,3.0,3.0,4.0,1.0,,1.0,33.33333333333333,1,0
2020,245.0,130.0,2.0,1.0,3.0,1.0,4.0,3.0,2.0,3.0,2.0,1.0,88.46153846153845,1,0
2020,265.0,60.0,2.0,1.0,5.0,3.0,4.0,6.0,7.0,11.0,,1.0,341.66666666666663,1,0
2020,340.0,310.0,2.0,1.0,3.0,3.0,3.0,5.0,4.0,11.0,10.0,1.0,9.67741935483871,1,0
2020,260.0,240.0,2.0,1.0,3.0,2.0,4.0,5.0,3.0,11.0,10.0,1.0,8.333333333333332,1,0
2020,183.0,240.0,2.0,1.0,4.0,5.0,4.0,6.0,6.0,5.0,,1.0,-23.75,0,1
2020,300.0,260.0,2.0,6.0,4.0,4.0,5.0,6.0,5.0,1.0,,1.0,15.384615384615385,1,0
2020,150.0,200.0,2.0,1.0,3.0,2.0,4.0,4.0,4.0,11.0,5.0,1.0,-25.0,0,1
2020,260.0,280.0,2.0,1.0,4.0,2.0,3.0,5.0,5.0,5.0,1.0,1.0,-7.142857142857142,0,1
2020,220.0,190.0,2.0,1.0,3.0,2.0,3.0,6.0,6.0,1.0,,1.0,15.789473684210526,1,0
2020,250.0,200.0,2.0,1.0,4.0,5.0,5.0,6.0,7.0,7.0,,1.0,25.0,1,0
2020,290.0,200.0,2.0,1.0,3.0,2.0,3.0,4.0,4.0,1.0,,1.0,45.0,1,0
2020,230.0,100.0,2.0,1.0,2.0,1.0,4.0,5.0,3.0,5.0,6.0,1.0,130.0,1,0
2020,180.0,165.0,2.0,1.0,3.0,2.0,2.0,6.0,4.0,3.0,3.0,1.0,9.090909090909092,1,0
2020,60.0,50.0,2.0,1.0,5.0,1.0,5.0,7.0,7.0,8.0,5.0,1.0,20.0,1,0
2020,210.0,150.0,2.0,1.0,4.0,4.0,3.0,6.0,5.0,10.0,,1.0,40.0,1,0
2020,201.0,180.0,2.0,1.0,3.0,2.0,2.0,4.0,5.0,2.0,,1.0,11.666666666666666,1,0
2020,50.0,200.0,2.0,1.0,4.0,3.0,5.0,6.0,5.0,1.0,5.0,1.0,-75.0,0,1
2020,300.0,180.0,2.0,1.0,4.0,4.0,4.0,5.0,4.0,1.0,,1.0,66.66666666666666,1,0
2020,380.0,180.0,2.0,1.0,1.0,1.0,5.0,6.0,4.0,7.0,,1.0,111.11111111111111,1,0
2020,280.0,120.0,2.0,7.0,4.0,3.0,4.0,6.0,7.0,11.0,,1.0,133.33333333333331,1,0
2020,190.0,180.0,2.0,6.0,3.0,4.0,4.0,6.0,5.0,7.0,14.0,1.0,5.555555555555555,1,0
2020,120.0,250.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,-1.0,5.0,1.0,-52.0,0,1
2020,240.0,250.0,2.0,1.0,2.0,2.0,3.0,5.0,5.0,13.0,10.0,1.0,-4.0,0,1
2020,196.0,100.0,2.0,1.0,5.0,5.0,5.0,6.0,7.0,11.0,5.0,1.0,96.0,1,0
2020,185.0,234.0,2.0,1.0,4.0,2.0,5.0,5.0,5.0,11.0,1.0,1.0,-20.94017094017094,0,1
2020,225.0,180.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,,1.0,25.0,1,0
2020,220.0,190.0,2.0,1.0,4.0,3.0,4.0,5.0,3.0,1.0,,1.0,15.789473684210526,1,0
2020,130.0,170.0,2.0,1.0,4.0,2.0,4.0,5.0,6.0,11.0,5.0,1.0,-23.52941176470588,0,1
2020,200.0,200.0,2.0,1.0,3.0,2.0,4.0,3.0,5.0,11.0,5.0,1.0,0.0,0,0
2020,185.0,80.0,2.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,5.0,1.0,131.25,1,0
2020,199.0,180.0,2.0,3.0,4.0,4.0,4.0,7.0,6.0,11.0,,1.0,10.555555555555555,1,0
2020,171.0,160.0,2.0,3.0,3.0,3.0,4.0,5.0,5.0,1.0,,1.0,6.875000000000001,1,0
2020,140.0,190.0,2.0,7.0,3.0,3.0,4.0,6.0,5.0,1.0,2.0,1.0,-26.31578947368421,0,1
2020,190.0,200.0,2.0,1.0,3.0,1.0,2.0,3.0,3.0,11.0,5.0,1.0,-5.0,0,1
2020,270.0,200.0,2.0,1.0,4.0,1.0,4.0,6.0,6.0,1.0,2.0,1.0,35.0,1,0
2020,290.0,180.0,2.0,1.0,4.0,1.0,2.0,2.0,3.0,1.0,,1.0,61.111111111111114,1,0
2020,245.0,230.0,2.0,5.0,4.0,5.0,3.0,4.0,4.0,1.0,,1.0,6.521739130434782,1,0
2020,190.0,175.0,2.0,1.0,2.0,2.0,3.0,6.0,7.0,1.0,5.0,1.0,8.571428571428571,1,0
2020,290.0,290.0,2.0,1.0,3.0,3.0,3.0,4.0,4.0,11.0,,1.0,0.0,0,0
2020,190.0,200.0,2.0,7.0,5.0,5.0,5.0,7.0,3.0,14.0,,1.0,-5.0,0,1
2020,210.0,200.0,2.0,2.0,5.0,5.0,5.0,4.0,5.0,4.0,,1.0,5.0,1,0
2020,260.0,200.0,2.0,1.0,2.0,4.0,2.0,4.0,3.0,1.0,2.0,1.0,30.0,1,0
2020,270.0,240.0,2.0,7.0,4.0,5.0,4.0,6.0,5.0,11.0,,1.0,12.5,1,0
2020,168.0,160.0,2.0,3.0,4.0,3.0,3.0,3.0,5.0,1.0,,1.0,5.0,1,0
2020,220.0,170.0,2.0,1.0,4.0,4.0,4.0,5.0,7.0,10.0,,1.0,29.411764705882355,1,0
2020,90.0,75.0,2.0,3.0,5.0,5.0,3.0,7.0,4.0,4.0,,1.0,20.0,1,0
2020,250.0,220.0,2.0,9.0,1.0,1.0,3.0,4.0,7.0,10.0,1.0,1.0,13.636363636363635,1,0
2020,140.0,250.0,2.0,6.0,3.0,3.0,4.0,5.0,4.0,14.0,,1.0,-44.0,0,1
2020,50.0,70.0,2.0,6.0,4.0,4.0,4.0,5.0,3.0,8.0,14.0,1.0,-28.57142857142857,0,1
2020,250.0,180.0,2.0,1.0,5.0,4.0,5.0,7.0,6.0,1.0,,1.0,38.88888888888889,1,0
2020,230.0,174.0,2.0,1.0,4.0,5.0,4.0,7.0,6.0,4.0,,1.0,32.18390804597701,1,0
2020,70.0,140.0,2.0,7.0,3.0,3.0,3.0,4.0,4.0,1.0,5.0,1.0,-50.0,0,1
2020,230.0,220.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,10.0,,1.0,4.545454545454546,1,0
2020,290.0,280.0,2.0,3.0,4.0,3.0,3.0,7.0,7.0,1.0,,1.0,3.571428571428571,1,0
2020,220.0,180.0,2.0,1.0,4.0,3.0,3.0,5.0,5.0,11.0,,1.0,22.22222222222222,1,0
2020,250.0,200.0,2.0,5.0,2.0,2.0,5.0,3.0,5.0,11.0,,1.0,25.0,1,0
2020,190.0,150.0,2.0,1.0,4.0,3.0,3.0,5.0,5.0,6.0,,1.0,26.666666666666668,1,0
2020,210.0,190.0,2.0,3.0,4.0,3.0,5.0,7.0,7.0,8.0,,1.0,10.526315789473683,1,0
2020,260.0,140.0,2.0,2.0,4.0,1.0,3.0,4.0,4.0,13.0,1.0,1.0,85.71428571428571,1,0
2020,50.0,200.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,1.0,14.0,1.0,-75.0,0,1
2020,150.0,200.0,2.0,7.0,2.0,4.0,4.0,3.0,5.0,2.0,5.0,1.0,-25.0,0,1
2020,250.0,200.0,2.0,3.0,2.0,1.0,4.0,7.0,6.0,8.0,3.0,1.0,25.0,1,0
2020,210.0,210.0,2.0,3.0,5.0,4.0,1.0,1.0,1.0,1.0,,1.0,0.0,0,0
2020,230.0,190.0,2.0,3.0,3.0,3.0,5.0,7.0,5.0,1.0,5.0,1.0,21.052631578947366,1,0
2020,290.0,120.0,2.0,3.0,5.0,5.0,5.0,6.0,5.0,11.0,,1.0,141.66666666666669,1,0
2020,180.0,200.0,2.0,1.0,3.0,3.0,4.0,5.0,5.0,7.0,,1.0,-10.0,0,1
2020,150.0,100.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,,1.0,50.0,1,0
2020,250.0,220.0,2.0,3.0,4.0,4.0,5.0,5.0,5.0,1.0,,1.0,13.636363636363635,1,0
2020,450.0,160.0,2.0,2.0,3.0,3.0,5.0,5.0,3.0,1.0,3.0,1.0,181.25,1,0
2020,200.0,160.0,2.0,2.0,3.0,3.0,5.0,4.0,5.0,1.0,,1.0,25.0,1,0
2020,280.0,370.0,2.0,2.0,4.0,3.0,5.0,6.0,6.0,11.0,,1.0,-24.324324324324326,0,1
2020,200.0,170.0,2.0,6.0,4.0,4.0,3.0,4.0,6.0,4.0,,1.0,17.647058823529413,1,0
2020,70.0,220.0,2.0,3.0,4.0,3.0,4.0,6.0,3.0,1.0,,1.0,-68.18181818181817,0,1
2020,200.0,180.0,2.0,2.0,2.0,4.0,4.0,5.0,5.0,3.0,14.0,1.0,11.11111111111111,1,0
2020,61.0,150.0,2.0,7.0,3.0,2.0,5.0,7.0,5.0,1.0,10.0,1.0,-59.333333333333336,0,1
2020,180.0,180.0,2.0,2.0,3.0,4.0,5.0,6.0,5.0,11.0,,1.0,0.0,0,0
2020,250.0,200.0,2.0,2.0,5.0,5.0,4.0,6.0,6.0,11.0,,1.0,25.0,1,0
2020,190.0,250.0,2.0,2.0,5.0,5.0,5.0,7.0,7.0,11.0,5.0,1.0,-24.0,0,1
2020,200.0,174.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,1.0,,1.0,14.942528735632186,1,0
2020,275.0,250.0,2.0,2.0,4.0,4.0,4.0,5.0,4.0,11.0,,1.0,10.0,1,0
2020,63.0,80.0,2.0,6.0,5.0,5.0,3.0,5.0,4.0,11.0,5.0,1.0,-21.25,0,1
2020,330.0,230.0,2.0,2.0,4.0,4.0,3.0,5.0,4.0,11.0,,1.0,43.47826086956522,1,0
2020,196.0,188.0,2.0,2.0,3.0,5.0,4.0,5.0,5.0,11.0,,1.0,4.25531914893617,1,0
2020,200.0,200.0,2.0,5.0,3.0,4.0,3.0,7.0,7.0,1.0,,1.0,0.0,0,0
2020,179.0,80.0,2.0,1.0,4.0,4.0,4.0,6.0,4.0,1.0,,1.0,123.75,1,0
2020,360.0,250.0,2.0,1.0,4.0,3.0,3.0,2.0,4.0,11.0,,1.0,44.0,1,0
2020,200.0,100.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,13.0,,1.0,100.0,1,0
2020,320.0,200.0,2.0,9.0,4.0,4.0,3.0,2.0,3.0,4.0,,1.0,60.0,1,0
2020,170.0,200.0,2.0,9.0,3.0,2.0,4.0,4.0,4.0,4.0,2.0,1.0,-15.0,0,1
2020,280.0,240.0,2.0,7.0,4.0,2.0,4.0,5.0,3.0,5.0,,1.0,16.666666666666664,1,0
2020,223.0,220.0,2.0,9.0,4.0,4.0,4.0,4.0,4.0,10.0,,1.0,1.3636363636363635,1,0
2020,275.0,220.0,2.0,1.0,4.0,3.0,3.0,6.0,5.0,1.0,,1.0,25.0,1,0
2020,200.0,200.0,2.0,2.0,4.0,4.0,3.0,6.0,6.0,1.0,,1.0,0.0,0,0
2020,80.0,120.0,2.0,1.0,4.0,2.0,4.0,5.0,4.0,8.0,8.0,1.0,-33.33333333333333,0,1
2020,330.0,180.0,2.0,2.0,4.0,4.0,3.0,4.0,3.0,11.0,,1.0,83.33333333333334,1,0
2020,220.0,230.0,2.0,2.0,4.0,4.0,4.0,5.0,5.0,11.0,,1.0,-4.3478260869565215,0,1
2020,150.0,300.0,2.0,3.0,4.0,3.0,5.0,4.0,6.0,10.0,8.0,1.0,-50.0,0,1
2020,230.0,150.0,2.0,2.0,5.0,4.0,5.0,7.0,6.0,1.0,2.0,1.0,53.333333333333336,1,0
2020,325.0,250.0,2.0,2.0,4.0,3.0,5.0,6.0,7.0,5.0,,1.0,30.0,1,0
2020,270.0,260.0,2.0,3.0,4.0,4.0,3.0,4.0,5.0,11.0,,1.0,3.8461538461538463,1,0
2020,250.0,250.0,2.0,1.0,3.0,1.0,1.0,1.0,7.0,5.0,1.0,1.0,0.0,0,0
2020,240.0,180.0,2.0,-1.0,3.0,5.0,5.0,5.0,6.0,1.0,1.0,1.0,33.33333333333333,1,0
2020,105.0,180.0,2.0,1.0,3.0,4.0,3.0,5.0,3.0,1.0,,1.0,-41.66666666666667,0,1
2020,200.0,200.0,2.0,2.0,3.0,4.0,3.0,4.0,4.0,5.0,,1.0,0.0,0,0
2020,210.0,200.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,14.0,,1.0,5.0,1,0
2020,600.0,390.0,2.0,2.0,5.0,5.0,3.0,6.0,5.0,11.0,,1.0,53.84615384615385,1,0
2020,236.0,180.0,2.0,1.0,4.0,3.0,4.0,5.0,6.0,1.0,,1.0,31.11111111111111,1,0
2020,250.0,233.0,2.0,2.0,3.0,4.0,2.0,3.0,6.0,5.0,,1.0,7.296137339055794,1,0
2020,280.0,230.0,2.0,2.0,4.0,4.0,4.0,7.0,6.0,4.0,1.0,1.0,21.73913043478261,1,0
2020,300.0,175.0,2.0,2.0,4.0,5.0,4.0,6.0,5.0,1.0,,1.0,71.42857142857143,1,0
2020,72.0,60.0,2.0,3.0,3.0,4.0,3.0,4.0,7.0,3.0,,1.0,20.0,1,0
2020,180.0,180.0,2.0,1.0,4.0,2.0,3.0,5.0,4.0,12.0,,1.0,0.0,0,0
2020,350.0,60.0,2.0,9.0,5.0,3.0,5.0,6.0,6.0,11.0,,1.0,483.3333333333333,1,0
2020,350.0,330.0,2.0,1.0,3.0,3.0,2.0,7.0,7.0,11.0,2.0,1.0,6.0606060606060606,1,0
2020,240.0,250.0,2.0,1.0,5.0,5.0,3.0,7.0,4.0,5.0,,1.0,-4.0,0,1
2020,240.0,190.0,2.0,1.0,4.0,4.0,5.0,7.0,7.0,1.0,1.0,1.0,26.31578947368421,1,0
2020,310.0,150.0,2.0,2.0,3.0,2.0,4.0,5.0,5.0,11.0,7.0,1.0,106.66666666666667,1,0
2020,270.0,240.0,2.0,2.0,4.0,4.0,4.0,6.0,6.0,4.0,,1.0,12.5,1,0
2020,280.0,320.0,2.0,1.0,3.0,4.0,3.0,5.0,5.0,11.0,2.0,1.0,-12.5,0,1
2020,166.0,205.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,-19.024390243902438,0,1
2020,180.0,70.0,2.0,3.0,4.0,4.0,3.0,7.0,5.0,5.0,,1.0,157.14285714285714,1,0
2020,200.0,230.0,2.0,1.0,4.0,1.0,2.0,7.0,7.0,5.0,,1.0,-13.043478260869565,0,1
2020,230.0,300.0,2.0,2.0,3.0,3.0,4.0,5.0,7.0,2.0,,1.0,-23.333333333333332,0,1
2020,229.0,185.0,2.0,2.0,4.0,3.0,5.0,5.0,5.0,4.0,,1.0,23.783783783783786,1,0
2020,160.0,80.0,2.0,2.0,4.0,4.0,4.0,5.0,3.0,8.0,,1.0,100.0,1,0
2020,180.0,120.0,2.0,1.0,4.0,3.0,5.0,7.0,6.0,2.0,,1.0,50.0,1,0
2020,270.0,250.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,11.0,3.0,1.0,8.0,1,0
2020,195.0,180.0,2.0,2.0,4.0,2.0,3.0,5.0,6.0,10.0,8.0,1.0,8.333333333333332,1,0
2020,230.0,180.0,2.0,2.0,4.0,4.0,4.0,7.0,6.0,4.0,,1.0,27.77777777777778,1,0
2020,300.0,180.0,2.0,3.0,2.0,2.0,1.0,5.0,6.0,11.0,,1.0,66.66666666666666,1,0
2020,180.0,180.0,2.0,9.0,1.0,1.0,3.0,4.0,3.0,7.0,1.0,1.0,0.0,0,0
2020,250.0,160.0,2.0,6.0,3.0,3.0,3.0,7.0,4.0,1.0,3.0,1.0,56.25,1,0
2020,190.0,180.0,2.0,2.0,3.0,3.0,3.0,5.0,4.0,1.0,14.0,1.0,5.555555555555555,1,0
2020,110.0,130.0,2.0,5.0,4.0,3.0,4.0,7.0,6.0,14.0,2.0,1.0,-15.384615384615385,0,1
2020,135.0,178.0,2.0,6.0,4.0,2.0,4.0,5.0,5.0,5.0,5.0,1.0,-24.15730337078652,0,1
2020,120.0,156.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,-23.076923076923077,0,1
2020,330.0,100.0,2.0,1.0,4.0,3.0,4.0,5.0,6.0,2.0,,1.0,229.99999999999997,1,0
2020,180.0,159.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,1.0,5.0,1.0,13.20754716981132,1,0
2020,180.0,50.0,2.0,1.0,4.0,5.0,4.0,7.0,4.0,11.0,,1.0,260.0,1,0
2020,190.0,180.0,2.0,1.0,4.0,3.0,4.0,6.0,6.0,1.0,1.0,1.0,5.555555555555555,1,0
2020,180.0,174.0,2.0,2.0,4.0,4.0,4.0,6.0,6.0,1.0,,1.0,3.4482758620689653,1,0
2020,210.0,190.0,2.0,4.0,4.0,4.0,3.0,4.0,5.0,6.0,,1.0,10.526315789473683,1,0
2020,186.0,190.0,2.0,4.0,3.0,3.0,2.0,2.0,5.0,14.0,14.0,1.0,-2.1052631578947367,0,1
2020,220.0,150.0,2.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,,1.0,46.666666666666664,1,0
2020,550.0,320.0,2.0,2.0,4.0,2.0,2.0,2.0,5.0,4.0,,1.0,71.875,1,0
2020,217.0,186.0,2.0,2.0,5.0,4.0,3.0,5.0,5.0,6.0,,1.0,16.666666666666664,1,0
2020,179.0,230.0,2.0,1.0,3.0,2.0,3.0,6.0,5.0,5.0,,1.0,-22.17391304347826,0,1
2020,333.0,333.0,2.0,2.0,4.0,2.0,4.0,6.0,5.0,3.0,,1.0,0.0,0,0
2020,320.0,180.0,2.0,3.0,4.0,4.0,4.0,7.0,3.0,14.0,,1.0,77.77777777777779,1,0
2020,250.0,100.0,2.0,1.0,1.0,1.0,2.0,5.0,4.0,5.0,1.0,1.0,150.0,1,0
2020,300.0,208.0,2.0,1.0,3.0,3.0,5.0,6.0,6.0,4.0,2.0,1.0,44.230769230769226,1,0
2020,250.0,160.0,2.0,3.0,4.0,4.0,4.0,5.0,5.0,1.0,14.0,1.0,56.25,1,0
2020,180.0,180.0,2.0,1.0,3.0,3.0,4.0,6.0,4.0,1.0,,1.0,0.0,0,0
2020,230.0,100.0,2.0,1.0,2.0,1.0,4.0,5.0,4.0,11.0,1.0,1.0,130.0,1,0
2020,194.0,50.0,2.0,1.0,3.0,3.0,3.0,5.0,6.0,11.0,5.0,1.0,288.0,1,0
2020,210.0,150.0,2.0,5.0,3.0,1.0,4.0,6.0,3.0,3.0,,1.0,40.0,1,0
2020,52.0,50.0,2.0,1.0,5.0,5.0,5.0,6.0,7.0,1.0,5.0,1.0,4.0,1,0
2020,350.0,250.0,2.0,2.0,4.0,4.0,4.0,5.0,5.0,4.0,,1.0,40.0,1,0
2020,250.0,400.0,2.0,4.0,4.0,1.0,5.0,7.0,6.0,5.0,,1.0,-37.5,0,1
2020,1000.0,60.0,2.0,4.0,5.0,5.0,3.0,2.0,2.0,1.0,,1.0,1566.6666666666665,1,0
2020,270.0,500.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,1.0,,1.0,-46.0,0,1
2020,375.0,375.0,2.0,4.0,4.0,5.0,2.0,4.0,2.0,1.0,,1.0,0.0,0,0
2020,280.0,310.0,2.0,4.0,4.0,3.0,4.0,6.0,5.0,1.0,,1.0,-9.67741935483871,0,1
2020,680.0,550.0,2.0,4.0,3.0,3.0,3.0,6.0,5.0,3.0,2.0,1.0,23.636363636363637,1,0
2020,616.0,700.0,2.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,14.0,1.0,-12.0,0,1
2020,600.0,360.0,2.0,4.0,4.0,4.0,4.0,7.0,6.0,11.0,3.0,1.0,66.66666666666666,1,0
2020,109.0,120.0,2.0,7.0,3.0,2.0,4.0,6.0,6.0,10.0,,1.0,-9.166666666666666,0,1
2020,250.0,180.0,2.0,4.0,2.0,2.0,3.0,3.0,6.0,14.0,,1.0,38.88888888888889,1,0
2020,400.0,230.0,2.0,4.0,3.0,4.0,3.0,5.0,4.0,11.0,,1.0,73.91304347826086,1,0
2020,460.0,550.0,2.0,4.0,4.0,4.0,4.0,6.0,6.0,5.0,,1.0,-16.363636363636363,0,1
2020,480.0,290.0,2.0,4.0,4.0,3.0,4.0,6.0,6.0,5.0,1.0,1.0,65.51724137931035,1,0
2020,625.0,600.0,2.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,,1.0,4.166666666666666,1,0
2020,650.0,500.0,2.0,4.0,2.0,2.0,4.0,5.0,7.0,11.0,3.0,1.0,30.0,1,0
2020,285.0,260.0,2.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,,1.0,9.615384615384617,1,0
2020,190.0,165.0,2.0,4.0,3.0,4.0,5.0,6.0,6.0,8.0,1.0,1.0,15.151515151515152,1,0
2020,223.0,250.0,2.0,2.0,3.0,4.0,4.0,5.0,5.0,11.0,1.0,1.0,-10.8,0,1
2020,290.0,250.0,2.0,4.0,4.0,4.0,4.0,6.0,6.0,5.0,,1.0,16.0,1,0
2020,215.0,170.0,2.0,4.0,4.0,3.0,2.0,4.0,5.0,5.0,,1.0,26.47058823529412,1,0
2020,240.0,180.0,2.0,4.0,5.0,1.0,4.0,6.0,6.0,4.0,,1.0,33.33333333333333,1,0
2020,250.0,60.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,11.0,2.0,1.0,316.66666666666663,1,0
2020,70.0,200.0,2.0,3.0,3.0,2.0,4.0,4.0,6.0,2.0,,1.0,-65.0,0,1
2020,210.0,160.0,2.0,5.0,4.0,1.0,5.0,3.0,3.0,4.0,,1.0,31.25,1,0
2020,230.0,173.0,2.0,5.0,5.0,5.0,5.0,6.0,7.0,2.0,,1.0,32.947976878612714,1,0
2020,180.0,180.0,2.0,5.0,3.0,3.0,4.0,4.0,5.0,5.0,,1.0,0.0,0,0
2020,190.0,140.0,2.0,6.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,1.0,35.714285714285715,1,0
2020,300.0,280.0,2.0,5.0,3.0,4.0,3.0,5.0,4.0,12.0,,1.0,7.142857142857142,1,0
2020,350.0,250.0,2.0,5.0,3.0,5.0,4.0,7.0,7.0,5.0,,1.0,40.0,1,0
2020,120.0,180.0,2.0,5.0,4.0,3.0,4.0,5.0,7.0,4.0,1.0,1.0,-33.33333333333333,0,1
2020,350.0,270.0,2.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,,1.0,29.629629629629626,1,0
2020,220.0,180.0,2.0,5.0,3.0,4.0,3.0,6.0,5.0,10.0,1.0,1.0,22.22222222222222,1,0
2020,300.0,80.0,2.0,5.0,3.0,3.0,4.0,4.0,3.0,5.0,9.0,1.0,275.0,1,0
2020,200.0,180.0,2.0,6.0,3.0,3.0,4.0,4.0,4.0,3.0,,1.0,11.11111111111111,1,0
2020,183.0,200.0,2.0,1.0,2.0,2.0,3.0,4.0,3.0,11.0,,1.0,-8.5,0,1
2020,170.0,150.0,2.0,5.0,3.0,4.0,4.0,3.0,6.0,2.0,,1.0,13.333333333333334,1,0
2020,213.0,188.0,2.0,5.0,4.0,4.0,3.0,6.0,5.0,4.0,,1.0,13.297872340425531,1,0
2020,250.0,170.0,2.0,5.0,3.0,3.0,2.0,4.0,2.0,1.0,5.0,1.0,47.05882352941176,1,0
2020,170.0,210.0,2.0,3.0,2.0,2.0,4.0,5.0,4.0,1.0,3.0,1.0,-19.047619047619047,0,1
2020,200.0,180.0,2.0,5.0,3.0,4.0,4.0,5.0,3.0,1.0,1.0,1.0,11.11111111111111,1,0
