person_id,wave,duration_months,event,age,sex,edu_level,occupation_raw,firm_size,emp_status,income_now,satis_stability,satis_growth
101459,4,73.0,0,31.0,2.0,4.0,,7.0,1.0,360.0,3.0,5.0
101460,4,87.0,0,31.0,1.0,3.0,,2.0,1.0,308.3333333333333,4.0,3.0
101464,4,51.0,0,28.0,2.0,4.0,,6.0,1.0,333.3333333333333,5.0,4.0
101465,4,63.0,0,27.0,2.0,3.0,,4.0,1.0,333.3333333333333,5.0,4.0
101466,4,69.0,0,31.0,2.0,4.0,,9.0,1.0,375.0,5.0,4.0
101467,4,87.0,0,31.0,2.0,4.0,,9.0,1.0,375.0,5.0,4.0
101469,4,65.0,0,29.0,2.0,4.0,,7.0,1.0,383.3333333333333,4.0,5.0
101470,4,14.0,0,28.0,2.0,3.0,,6.0,1.0,358.3333333333333,5.0,5.0
101472,4,45.0,0,27.0,2.0,4.0,,4.0,1.0,316.6666666666667,4.0,5.0
101473,4,63.0,0,31.0,2.0,4.0,,7.0,1.0,350.0,5.0,4.0
101474,4,25.0,0,29.0,2.0,4.0,,8.0,1.0,375.0,5.0,5.0
101475,3,35.0,0,29.0,1.0,4.0,,4.0,1.0,266.6666666666667,4.0,5.0
101478,4,69.0,0,30.0,2.0,4.0,,6.0,1.0,333.3333333333333,4.0,4.0
101483,4,57.0,0,29.0,2.0,4.0,,6.0,1.0,316.6666666666667,4.0,5.0
101484,4,1.0,0,27.0,1.0,4.0,,5.0,1.0,333.3333333333333,5.0,4.0
101486,4,1.0,0,27.0,1.0,4.0,,9.0,2.0,358.3333333333333,5.0,4.0
101487,4,5.0,0,24.0,1.0,3.0,,4.0,1.0,416.6666666666667,5.0,4.0
101488,4,1.0,0,23.0,2.0,2.0,,9.0,2.0,400.0,5.0,5.0
101489,4,34.0,0,27.0,2.0,4.0,,9.0,1.0,480.0,4.0,5.0
101490,4,75.0,0,31.0,2.0,4.0,,9.0,1.0,320.0,3.0,4.0
101491,1,91.0,1,27.0,1.0,2.0,,3.0,1.0,400.0,5.0,4.0
101491,4,9.0,0,30.0,1.0,2.0,,1.0,4.0,400.0,4.0,3.0
101492,1,43.0,1,21.0,2.0,2.0,,1.0,2.0,,4.0,4.0
101492,4,6.0,0,24.0,2.0,4.0,,5.0,1.0,250.0,4.0,5.0
101494,3,50.0,1,28.0,1.0,4.0,,8.0,1.0,250.0,3.0,4.0
101496,4,39.0,0,27.0,1.0,4.0,,2.0,2.0,120.0,3.0,4.0
101497,4,29.0,0,31.0,1.0,4.0,,9.0,1.0,300.0,3.0,5.0
101498,4,15.0,0,24.0,1.0,2.0,,2.0,2.0,80.0,4.0,3.0
101499,3,3.0,0,24.0,2.0,4.0,,8.0,1.0,500.0,4.0,4.0
101500,1,28.0,1,20.0,1.0,2.0,,6.0,2.0,195.52499999999998,3.0,3.0
101501,3,11.0,0,26.0,2.0,4.0,,3.0,1.0,250.0,4.0,4.0
101502,3,6.0,1,23.0,1.0,2.0,,2.0,2.0,40.0,3.0,3.0
101502,4,5.0,0,24.0,1.0,2.0,2.0,2.0,2.0,80.0,3.0,4.0
101503,4,72.0,0,31.0,1.0,4.0,,9.0,1.0,483.3333333333333,4.0,3.0
101504,1,41.0,1,22.0,1.0,2.0,,1.0,2.0,220.0,3.0,4.0
101504,4,15.0,0,25.0,1.0,2.0,,1.0,2.0,200.0,4.0,3.0
101505,2,24.0,1,25.0,2.0,2.0,,1.0,2.0,173.79999999999998,3.0,4.0
101505,4,16.0,0,27.0,2.0,2.0,,7.0,1.0,400.0,5.0,4.0
101506,1,31.0,1,22.0,2.0,3.0,,1.0,2.0,130.0,3.0,3.0
101506,3,5.0,0,24.0,2.0,3.0,,1.0,2.0,160.0,3.0,3.0
101508,4,73.0,0,31.0,2.0,4.0,,7.0,1.0,416.6666666666667,4.0,3.0
101509,4,18.0,0,28.0,1.0,2.0,,2.0,2.0,250.0,4.0,3.0
101510,1,27.0,1,22.0,1.0,2.0,,2.0,2.0,100.0,4.0,4.0
101510,4,4.0,0,25.0,1.0,4.0,,2.0,1.0,333.3333333333333,4.0,5.0
101511,4,39.0,0,27.0,1.0,3.0,,2.0,2.0,220.0,4.0,5.0
101512,1,18.0,1,25.0,1.0,4.0,,3.0,1.0,250.0,5.0,4.0
101512,4,21.0,0,28.0,1.0,4.0,,9.0,1.0,291.6666666666667,3.0,5.0
101513,1,15.0,0,20.0,1.0,2.0,,1.0,2.0,105.0,3.0,3.0
101514,1,3.0,0,22.0,1.0,2.0,,1.0,2.0,150.0,3.0,3.0
101515,1,24.0,1,21.0,2.0,2.0,,1.0,2.0,50.0,3.0,4.0
101515,2,0.0,0,22.0,2.0,2.0,5.0,3.0,1.0,250.0,4.0,5.0
101516,4,40.0,0,29.0,2.0,4.0,,6.0,1.0,300.0,4.0,5.0
101517,1,39.0,0,27.0,2.0,3.0,,1.0,1.0,200.0,3.0,4.0
101518,2,62.0,1,24.0,1.0,2.0,,1.0,5.0,300.0,4.0,5.0
101518,4,15.0,0,26.0,1.0,2.0,,2.0,2.0,240.0,3.0,4.0
101519,4,49.0,0,27.0,1.0,3.0,,1.0,2.0,180.0,5.0,3.0
101520,1,15.0,1,22.0,1.0,2.0,,1.0,2.0,60.0,3.0,3.0
101520,3,5.0,0,24.0,1.0,2.0,,1.0,3.0,60.0,3.0,3.0
101521,1,35.0,1,25.0,1.0,4.0,,9.0,2.0,233.33333333333334,5.0,4.0
101521,4,1.0,0,28.0,1.0,4.0,,9.0,1.0,300.0,5.0,4.0
101522,4,37.0,0,23.0,2.0,2.0,,1.0,5.0,60.0,4.0,3.0
101524,4,34.0,0,27.0,2.0,4.0,,6.0,1.0,316.6666666666667,4.0,4.0
101525,3,27.0,0,24.0,2.0,2.0,,1.0,1.0,50.0,3.0,4.0
101526,4,46.0,0,29.0,1.0,4.0,,9.0,1.0,450.0,4.0,4.0
101527,2,41.0,1,29.0,2.0,4.0,,2.0,1.0,270.0,3.0,4.0
101527,3,13.0,1,30.0,2.0,4.0,5.0,5.0,5.0,350.0,3.0,4.0
101527,4,6.0,0,31.0,2.0,4.0,0.0,5.0,1.0,375.0,2.0,4.0
101529,2,41.0,1,24.0,2.0,4.0,,3.0,2.0,30.0,4.0,4.0
101529,3,6.0,1,25.0,2.0,4.0,2.0,1.0,1.0,120.0,3.0,4.0
101529,4,4.0,0,26.0,2.0,4.0,5.0,1.0,2.0,120.0,4.0,3.0
101530,4,63.0,0,29.0,2.0,3.0,,5.0,1.0,308.3333333333333,5.0,4.0
101531,4,39.0,0,29.0,2.0,4.0,,1.0,2.0,150.0,2.0,3.0
101532,4,39.0,0,27.0,1.0,2.0,,1.0,2.0,155.0,3.0,4.0
101533,1,4.0,0,21.0,1.0,2.0,,1.0,5.0,50.0,4.0,4.0
101534,4,39.0,0,24.0,2.0,4.0,,2.0,2.0,150.0,3.0,3.0
101535,4,5.0,0,31.0,2.0,4.0,,7.0,1.0,350.0,5.0,5.0
101536,4,41.0,0,24.0,2.0,3.0,,1.0,2.0,190.0,3.0,4.0
101537,4,23.0,0,26.0,1.0,2.0,,1.0,2.0,35.0,2.0,2.0
101538,4,15.0,0,23.0,1.0,2.0,,2.0,1.0,280.0,3.0,4.0
101539,4,5.0,0,27.0,2.0,4.0,,9.0,1.0,350.0,4.0,4.0
101540,4,39.0,0,29.0,1.0,4.0,,9.0,1.0,316.6666666666667,4.0,5.0
101541,4,45.0,0,29.0,1.0,4.0,,7.0,1.0,320.0,4.0,5.0
101542,4,76.0,0,27.0,2.0,2.0,,1.0,6.0,,3.0,3.0
101543,4,48.0,0,29.0,1.0,2.0,,1.0,1.0,250.0,4.0,4.0
101544,4,53.0,0,30.0,2.0,4.0,,3.0,1.0,270.0,4.0,5.0
101545,1,25.0,1,22.0,1.0,2.0,,1.0,2.0,121.13859999999998,3.0,3.0
101545,4,11.0,0,25.0,1.0,2.0,,1.0,2.0,120.0,3.0,3.0
101546,1,32.0,1,20.0,1.0,2.0,,1.0,2.0,220.0,2.0,3.0
101546,4,13.0,0,23.0,1.0,2.0,,1.0,2.0,160.0,3.0,3.0
101548,1,8.0,1,26.0,1.0,4.0,,1.0,2.0,100.0,3.0,3.0
101548,4,23.0,0,29.0,1.0,4.0,,8.0,1.0,270.0,4.0,3.0
101550,1,30.0,1,25.0,2.0,2.0,,3.0,1.0,250.0,5.0,5.0
101550,3,8.0,1,27.0,2.0,2.0,,1.0,1.0,250.0,4.0,3.0
101550,4,1.0,0,28.0,2.0,2.0,0.0,6.0,2.0,180.3175,3.0,3.0
101551,2,24.0,1,28.0,2.0,4.0,,9.0,1.0,300.0,5.0,5.0
101551,4,15.0,0,30.0,2.0,5.0,,3.0,2.0,650.0,4.0,4.0
101552,4,63.0,0,28.0,1.0,2.0,,9.0,1.0,320.0,3.0,3.0
101553,1,22.0,1,28.0,2.0,2.0,,1.0,1.0,180.0,3.0,3.0
101553,4,18.0,0,31.0,2.0,2.0,,1.0,1.0,230.0,4.0,4.0
101554,3,34.0,1,26.0,1.0,4.0,,7.0,2.0,200.0,3.0,4.0
101555,4,87.0,0,31.0,2.0,4.0,,5.0,1.0,330.0,3.0,4.0
101556,1,59.0,1,27.0,1.0,4.0,,9.0,1.0,250.0,4.0,4.0
101556,4,6.0,0,30.0,1.0,4.0,,2.0,1.0,250.0,2.0,3.0
101557,4,41.0,0,25.0,1.0,2.0,,1.0,5.0,250.0,4.0,4.0
101558,1,11.0,1,20.0,2.0,2.0,,2.0,2.0,159.2008,2.0,2.0
101558,4,19.0,0,23.0,2.0,2.0,,2.0,2.0,208.56,4.0,3.0
101559,4,15.0,0,28.0,1.0,4.0,,1.0,2.0,173.79999999999998,2.0,2.0
101560,4,85.0,0,31.0,1.0,3.0,,8.0,1.0,345.0,4.0,3.0
101561,3,20.0,0,28.0,1.0,3.0,,2.0,1.0,230.0,3.0,3.0
101562,2,9.0,0,28.0,2.0,3.0,,2.0,1.0,233.33333333333334,4.0,3.0
101564,4,17.0,0,22.0,2.0,2.0,,2.0,2.0,173.79999999999998,2.0,3.0
101565,3,9.0,0,27.0,1.0,4.0,,6.0,1.0,250.0,4.0,3.0
101567,4,11.0,0,27.0,2.0,4.0,,8.0,1.0,458.3333333333333,4.0,4.0
101568,3,12.0,1,25.0,2.0,4.0,,5.0,2.0,250.0,2.0,3.0
101568,4,3.0,0,26.0,2.0,4.0,2.0,4.0,2.0,330.0,2.0,3.0
101569,3,6.0,0,25.0,1.0,2.0,,1.0,2.0,159.2008,3.0,2.0
101570,3,6.0,0,22.0,2.0,2.0,,2.0,2.0,167.19559999999998,2.0,2.0
101572,4,99.0,0,29.0,2.0,2.0,,9.0,1.0,291.6666666666667,4.0,4.0
101573,1,18.0,0,25.0,2.0,4.0,,6.0,1.0,250.0,4.0,3.0
101574,4,5.0,0,25.0,1.0,4.0,,7.0,1.0,300.0,4.0,4.0
101575,1,82.0,1,27.0,1.0,2.0,,5.0,1.0,280.0,4.0,3.0
101575,4,6.0,0,30.0,1.0,2.0,,3.0,5.0,375.0,3.0,2.0
101576,4,33.0,0,28.0,2.0,4.0,,2.0,1.0,291.6666666666667,4.0,3.0
101577,1,5.0,1,22.0,2.0,2.0,,6.0,2.0,200.0,3.0,3.0
101577,2,13.0,1,23.0,2.0,4.0,0.0,6.0,1.0,250.0,4.0,3.0
101577,3,12.0,1,24.0,2.0,4.0,1.0,3.0,1.0,233.33333333333334,3.0,3.0
101577,4,0.0,0,25.0,2.0,4.0,0.0,4.0,1.0,291.6666666666667,4.0,3.0
101578,4,53.0,0,28.0,2.0,4.0,,7.0,1.0,458.3333333333333,4.0,4.0
101579,3,17.0,1,25.0,2.0,2.0,,2.0,1.0,150.0,2.0,2.0
101579,4,3.0,0,26.0,2.0,2.0,4.0,1.0,5.0,160.0,4.0,4.0
101580,2,46.0,1,25.0,2.0,3.0,,9.0,1.0,225.0,3.0,3.0
101580,4,5.0,0,27.0,2.0,3.0,,3.0,1.0,250.0,4.0,3.0
101581,4,35.0,0,26.0,1.0,2.0,,2.0,1.0,183.33333333333334,3.0,4.0
101582,4,5.0,0,28.0,2.0,2.0,,1.0,2.0,173.79999999999998,2.0,2.0
101583,2,39.0,0,26.0,2.0,4.0,,8.0,1.0,400.0,4.0,3.0
101584,2,88.0,0,26.0,2.0,2.0,,6.0,1.0,583.3333333333334,3.0,3.0
101585,4,52.0,0,29.0,2.0,3.0,,7.0,1.0,325.0,4.0,3.0
101586,2,68.0,1,29.0,2.0,3.0,,2.0,1.0,250.0,3.0,3.0
101586,4,8.0,0,31.0,2.0,3.0,,5.0,1.0,275.0,4.0,3.0
101587,1,22.0,1,19.0,2.0,2.0,,1.0,5.0,65.0,2.0,3.0
101589,3,20.0,1,22.0,1.0,2.0,,1.0,2.0,167.19559999999998,2.0,3.0
101590,1,35.0,1,21.0,2.0,2.0,,3.0,1.0,200.0,4.0,3.0
101590,2,17.0,1,22.0,2.0,2.0,5.0,2.0,1.0,220.0,3.0,3.0
101590,4,3.0,0,24.0,2.0,2.0,,1.0,2.0,173.79999999999998,3.0,2.0
101592,1,24.0,1,21.0,2.0,2.0,,2.0,2.0,156.42,2.0,2.0
101592,4,11.0,0,24.0,2.0,2.0,,2.0,2.0,180.0,3.0,2.0
101594,4,11.0,0,26.0,1.0,4.0,,5.0,1.0,291.6666666666667,4.0,3.0
101595,2,36.0,1,21.0,2.0,2.0,,2.0,1.0,200.0,4.0,3.0
101598,4,12.0,0,23.0,1.0,2.0,,1.0,2.0,171.36679999999998,2.0,2.0
101600,4,6.0,0,24.0,2.0,2.0,,1.0,2.0,173.79999999999998,3.0,2.0
101602,4,30.0,0,28.0,2.0,3.0,,1.0,2.0,173.79999999999998,2.0,3.0
101604,1,13.0,1,27.0,1.0,2.0,,1.0,2.0,130.0,2.0,2.0
101604,2,8.0,1,28.0,1.0,2.0,5.0,1.0,2.0,159.2008,2.0,3.0
101604,4,16.0,0,30.0,1.0,2.0,,2.0,2.0,230.0,2.0,2.0
101605,3,70.0,1,29.0,2.0,4.0,,6.0,1.0,266.6666666666667,3.0,3.0
101605,4,5.0,0,30.0,2.0,4.0,2.0,2.0,1.0,358.3333333333333,4.0,3.0
101606,3,20.0,0,28.0,1.0,2.0,,1.0,5.0,300.0,4.0,3.0
101608,3,40.0,1,25.0,2.0,3.0,,1.0,1.0,225.0,2.0,3.0
101610,2,29.0,0,26.0,2.0,2.0,,4.0,1.0,208.33333333333334,4.0,3.0
101612,4,36.0,0,25.0,1.0,2.0,,1.0,2.0,160.0,3.0,5.0
101613,4,51.0,0,28.0,2.0,3.0,,1.0,2.0,210.0,5.0,3.0
101614,1,12.0,0,24.0,2.0,3.0,,1.0,1.0,250.0,3.0,4.0
101617,4,18.0,0,27.0,1.0,4.0,,8.0,1.0,400.0,4.0,3.0
101618,4,50.0,0,27.0,2.0,3.0,,6.0,1.0,310.0,4.0,4.0
101620,4,22.0,0,29.0,1.0,4.0,,9.0,1.0,350.0,4.0,3.0
101622,4,53.0,0,24.0,2.0,4.0,,2.0,2.0,220.0,3.0,4.0
101624,3,15.0,0,22.0,2.0,2.0,,2.0,2.0,140.0,3.0,4.0
101625,4,30.0,0,29.0,1.0,4.0,,9.0,1.0,483.3333333333333,5.0,4.0
101627,4,41.0,0,26.0,2.0,2.0,,2.0,2.0,120.0,3.0,4.0
101628,1,22.0,1,19.0,1.0,2.0,,4.0,2.0,80.0,3.0,4.0
101628,4,9.0,0,22.0,1.0,2.0,,2.0,2.0,170.0,3.0,3.0
101629,4,32.0,0,30.0,2.0,4.0,,7.0,1.0,350.0,4.0,4.0
101630,1,37.0,0,22.0,2.0,2.0,,1.0,5.0,60.0,3.0,3.0
101631,3,20.0,0,25.0,1.0,2.0,,2.0,2.0,120.0,3.0,3.0
101632,4,15.0,0,28.0,1.0,4.0,,7.0,1.0,525.0,5.0,4.0
101633,1,10.0,1,24.0,1.0,2.0,,9.0,1.0,375.0,4.0,4.0
101633,4,20.0,0,27.0,1.0,4.0,,9.0,1.0,408.3333333333333,4.0,5.0
101634,2,45.0,1,28.0,1.0,4.0,,3.0,1.0,250.0,4.0,5.0
101634,4,15.0,0,30.0,1.0,4.0,,3.0,1.0,310.0,3.0,4.0
101635,1,35.0,1,24.0,1.0,2.0,,2.0,2.0,,3.0,2.0
101635,4,5.0,0,27.0,1.0,4.0,,1.0,5.0,150.0,3.0,3.0
101636,3,16.0,0,24.0,2.0,2.0,,2.0,2.0,38.0,4.0,4.0
101637,2,5.0,0,22.0,2.0,2.0,,1.0,2.0,60.0,3.0,3.0
101638,3,5.0,1,26.0,1.0,4.0,,2.0,3.0,190.0,4.0,4.0
101638,4,5.0,0,27.0,1.0,4.0,5.0,2.0,3.0,220.0,4.0,3.0
101639,1,9.0,1,23.0,2.0,2.0,,1.0,2.0,151.5536,2.0,2.0
101639,4,25.0,0,26.0,2.0,4.0,,6.0,1.0,375.0,4.0,3.0
101640,1,30.0,1,19.0,2.0,2.0,,2.0,2.0,60.0,2.0,2.0
101640,4,0.0,0,22.0,2.0,2.0,,1.0,2.0,173.79999999999998,2.0,2.0
101641,1,34.0,1,23.0,1.0,2.0,,1.0,2.0,159.2008,2.0,2.0
101642,4,7.0,0,27.0,1.0,4.0,,4.0,1.0,208.33333333333334,4.0,3.0
101644,1,27.0,1,21.0,1.0,2.0,,1.0,2.0,159.89600000000002,2.0,2.0
101644,4,3.0,0,24.0,1.0,4.0,,3.0,3.0,50.0,2.0,2.0
101646,2,65.0,1,27.0,1.0,4.0,,2.0,1.0,250.0,4.0,4.0
101646,4,5.0,0,29.0,1.0,4.0,,9.0,1.0,350.0,3.0,1.0
101648,4,34.0,0,26.0,2.0,4.0,,9.0,1.0,391.6666666666667,4.0,3.0
101653,4,61.0,0,29.0,1.0,4.0,,1.0,5.0,400.0,3.0,3.0
101654,4,50.0,0,27.0,2.0,4.0,,2.0,1.0,260.0,3.0,3.0
101655,4,52.0,0,25.0,2.0,3.0,,2.0,1.0,280.0,4.0,4.0
101658,3,9.0,1,23.0,2.0,2.0,,4.0,1.0,220.0,4.0,4.0
101658,4,3.0,0,24.0,2.0,4.0,0.0,3.0,1.0,230.0,4.0,4.0
101659,3,0.0,0,22.0,1.0,2.0,,9.0,2.0,173.79999999999998,3.0,3.0
101665,1,44.0,1,25.0,2.0,4.0,,6.0,1.0,300.0,2.0,4.0
101665,4,26.0,0,28.0,2.0,4.0,,6.0,1.0,350.0,4.0,3.0
101666,4,2.0,0,24.0,2.0,4.0,,1.0,5.0,150.0,4.0,3.0
101667,2,35.0,1,23.0,2.0,3.0,,5.0,1.0,191.66666666666666,4.0,4.0
101667,4,3.0,0,25.0,2.0,3.0,,5.0,1.0,320.0,4.0,4.0
101668,4,33.0,0,24.0,2.0,3.0,,3.0,1.0,350.0,4.0,4.0
101669,2,41.0,1,24.0,2.0,2.0,,1.0,2.0,159.2008,3.0,3.0
101669,4,1.0,0,26.0,2.0,4.0,,1.0,2.0,173.79999999999998,4.0,3.0
101670,3,9.0,1,26.0,1.0,4.0,,4.0,2.0,225.94,2.0,3.0
101672,2,15.0,1,25.0,2.0,4.0,,7.0,1.0,350.0,4.0,4.0
101672,4,12.0,0,27.0,2.0,4.0,,9.0,1.0,400.0,4.0,3.0
101673,4,89.0,0,31.0,2.0,4.0,,9.0,1.0,525.0,5.0,3.0
101674,3,39.0,1,26.0,2.0,3.0,,3.0,1.0,266.6666666666667,3.0,3.0
101674,4,0.0,0,27.0,2.0,3.0,4.0,1.0,3.0,191.17999999999998,1.0,2.0
101675,4,0.0,0,24.0,2.0,4.0,,6.0,1.0,250.0,4.0,3.0
101679,1,6.0,1,20.0,1.0,2.0,,1.0,2.0,100.0,1.0,2.0
101679,3,16.0,0,22.0,1.0,2.0,,1.0,2.0,243.32,2.0,2.0
101680,3,4.0,0,23.0,1.0,2.0,,3.0,2.0,173.79999999999998,2.0,3.0
101682,4,34.0,0,27.0,1.0,3.0,,3.0,1.0,260.0,4.0,3.0
101684,1,29.0,1,26.0,1.0,2.0,,1.0,5.0,208.333333333333,3.0,4.0
101684,2,13.0,1,27.0,1.0,2.0,6.0,1.0,5.0,250.0,4.0,2.0
101684,4,14.0,0,29.0,1.0,2.0,,4.0,1.0,500.0,4.0,3.0
101685,4,15.0,0,28.0,2.0,4.0,,4.0,1.0,250.0,4.0,4.0
101686,2,40.0,0,25.0,2.0,3.0,,2.0,1.0,130.0,4.0,3.0
101688,4,2.0,0,23.0,2.0,4.0,,5.0,1.0,320.0,4.0,4.0
101689,4,38.0,0,31.0,1.0,4.0,,2.0,1.0,390.0,4.0,4.0
101692,1,59.0,1,28.0,1.0,4.0,,5.0,1.0,320.0,5.0,5.0
101692,4,28.0,0,31.0,1.0,4.0,,1.0,1.0,360.0,4.0,4.0
101693,4,28.0,0,31.0,2.0,4.0,,3.0,1.0,325.0,4.0,4.0
101694,4,26.0,0,23.0,2.0,3.0,,2.0,1.0,340.0,4.0,4.0
101695,4,3.0,0,29.0,2.0,3.0,,1.0,2.0,60.0,2.0,3.0
101696,4,40.0,0,27.0,2.0,4.0,,2.0,1.0,190.0,4.0,3.0
101698,3,39.0,0,26.0,2.0,4.0,,9.0,1.0,266.6666666666667,4.0,4.0
101701,4,74.0,0,29.0,2.0,4.0,,5.0,1.0,316.6666666666667,4.0,4.0
101702,4,27.0,0,26.0,2.0,4.0,,3.0,1.0,290.0,4.0,4.0
101703,4,32.0,0,27.0,1.0,4.0,,1.0,4.0,750.0,3.0,3.0
101705,4,9.0,0,31.0,1.0,4.0,,1.0,5.0,600.0,4.0,4.0
101706,1,24.0,1,25.0,1.0,2.0,,1.0,5.0,150.0,2.0,4.0
101707,2,17.0,1,26.0,1.0,3.0,,4.0,1.0,225.0,3.0,2.0
101707,3,17.0,1,27.0,1.0,3.0,0.0,1.0,1.0,333.3333333333333,3.0,4.0
101707,4,1.0,0,28.0,1.0,3.0,5.0,6.0,1.0,316.6666666666667,4.0,4.0
101709,4,19.0,0,25.0,2.0,4.0,,9.0,1.0,266.6666666666667,5.0,4.0
101710,4,18.0,0,22.0,1.0,1.0,,1.0,2.0,173.79999999999998,3.0,3.0
101711,2,27.0,0,27.0,2.0,2.0,,1.0,5.0,300.0,4.0,3.0
101713,1,52.0,1,25.0,1.0,2.0,,9.0,1.0,250.0,4.0,3.0
101713,4,19.0,0,28.0,1.0,2.0,,8.0,1.0,310.0,4.0,3.0
101714,2,31.0,1,20.0,1.0,2.0,,5.0,2.0,100.0,3.0,3.0
101714,4,8.0,0,22.0,1.0,2.0,,3.0,2.0,145.0,4.0,3.0
101715,2,13.0,1,27.0,1.0,2.0,,1.0,1.0,230.0,3.0,4.0
101715,4,8.0,0,29.0,1.0,4.0,,1.0,2.0,225.94,3.0,3.0
101716,3,33.0,1,25.0,1.0,4.0,,3.0,1.0,300.0,4.0,4.0
101717,1,15.0,1,27.0,1.0,3.0,,5.0,1.0,225.0,4.0,4.0
101717,2,3.0,0,28.0,1.0,3.0,1.0,4.0,1.0,375.0,4.0,4.0
101718,2,70.0,0,28.0,2.0,4.0,,8.0,1.0,308.3333333333333,4.0,3.0
101719,3,15.0,1,24.0,1.0,2.0,,3.0,1.0,230.0,4.0,3.0
101720,3,39.0,1,24.0,2.0,2.0,,2.0,1.0,233.33333333333334,4.0,3.0
101721,4,9.0,0,24.0,1.0,2.0,,1.0,2.0,80.0,2.0,2.0
101722,4,17.0,0,25.0,2.0,4.0,,2.0,1.0,333.3333333333333,4.0,4.0
101724,4,61.0,0,24.0,2.0,2.0,,2.0,1.0,230.0,4.0,3.0
101725,1,40.0,1,21.0,2.0,2.0,,1.0,5.0,200.0,2.0,2.0
101725,3,14.0,1,23.0,2.0,2.0,,1.0,4.0,100.0,2.0,3.0
101725,4,4.0,0,24.0,2.0,2.0,6.0,1.0,5.0,90.0,3.0,2.0
101727,3,13.0,0,22.0,2.0,2.0,,1.0,2.0,240.0,4.0,3.0
101728,1,13.0,1,19.0,2.0,2.0,,1.0,2.0,151.5536,2.0,3.0
101728,2,21.0,1,20.0,2.0,2.0,6.0,1.0,2.0,173.79999999999998,3.0,3.0
101728,4,1.0,0,22.0,2.0,2.0,,5.0,2.0,225.0,3.0,3.0
101731,4,13.0,0,24.0,1.0,3.0,,1.0,2.0,200.0,2.0,3.0
101732,2,10.0,1,22.0,1.0,2.0,,6.0,2.0,260.7,4.0,3.0
101732,4,12.0,0,24.0,1.0,3.0,,2.0,1.0,220.0,4.0,4.0
101733,1,6.0,0,20.0,2.0,2.0,,2.0,2.0,191.17999999999998,2.0,4.0
101734,2,19.0,1,28.0,1.0,4.0,,9.0,2.0,250.0,2.0,3.0
101734,4,17.0,0,30.0,1.0,4.0,,3.0,1.0,316.6666666666667,3.0,4.0
101735,4,37.0,0,27.0,1.0,4.0,,2.0,2.0,280.0,2.0,3.0
101736,4,65.0,0,31.0,2.0,4.0,,7.0,1.0,500.0,4.0,4.0
101737,4,15.0,0,23.0,2.0,2.0,,1.0,2.0,173.79999999999998,3.0,3.0
101738,2,33.0,1,23.0,2.0,3.0,,3.0,1.0,233.33333333333334,4.0,4.0
101738,4,3.0,0,25.0,2.0,3.0,,3.0,1.0,283.3333333333333,3.0,4.0
101739,1,6.0,0,22.0,2.0,2.0,,1.0,2.0,,2.0,3.0
101740,1,5.0,1,27.0,1.0,2.0,,5.0,2.0,64.0,1.0,3.0
101740,4,25.0,0,30.0,1.0,4.0,,3.0,1.0,266.6666666666667,4.0,4.0
101742,4,25.0,0,28.0,1.0,2.0,,1.0,2.0,173.79999999999998,3.0,2.0
101744,3,10.0,0,27.0,1.0,4.0,,9.0,1.0,458.3333333333333,4.0,4.0
101745,1,45.0,1,25.0,1.0,2.0,,1.0,5.0,250.0,3.0,3.0
101748,1,15.0,1,25.0,1.0,2.0,,9.0,1.0,208.33333333333334,5.0,3.0
101748,4,18.0,0,28.0,1.0,2.0,,1.0,2.0,250.0,3.0,4.0
101749,1,1.0,0,19.0,1.0,2.0,,2.0,2.0,216.0,3.0,3.0
101750,4,38.0,0,31.0,1.0,2.0,,2.0,1.0,358.3333333333333,4.0,4.0
101751,4,0.0,0,24.0,2.0,2.0,,8.0,2.0,170.0,3.0,3.0
101755,4,18.0,0,26.0,1.0,3.0,,3.0,1.0,291.6666666666667,4.0,3.0
101756,1,12.0,1,25.0,1.0,2.0,,1.0,2.0,173.79999999999998,3.0,3.0
101756,4,20.0,0,28.0,1.0,4.0,,7.0,1.0,250.0,4.0,4.0
101757,2,20.0,1,26.0,1.0,4.0,,3.0,1.0,280.0,3.0,3.0
101757,4,19.0,0,28.0,1.0,4.0,,3.0,1.0,320.0,3.0,3.0
101759,4,56.0,0,28.0,2.0,4.0,,2.0,1.0,320.0,3.0,3.0
101760,4,39.0,0,28.0,1.0,2.0,,1.0,2.0,130.35,3.0,4.0
101761,1,16.0,1,22.0,1.0,2.0,,3.0,1.0,250.0,3.0,3.0
101761,3,11.0,0,24.0,1.0,3.0,,1.0,5.0,100.0,4.0,4.0
101762,4,18.0,0,28.0,1.0,4.0,,9.0,1.0,300.0,3.0,3.0
101763,2,8.0,0,23.0,1.0,2.0,,2.0,2.0,208.56,3.0,3.0
101764,1,21.0,0,25.0,2.0,5.0,,3.0,2.0,230.0,3.0,3.0
101765,4,22.0,0,26.0,1.0,3.0,,1.0,4.0,300.0,3.0,3.0
101767,4,21.0,0,28.0,1.0,4.0,,6.0,1.0,250.0,4.0,3.0
101768,2,20.0,0,28.0,2.0,3.0,,1.0,5.0,90.0,3.0,3.0
101769,3,11.0,0,27.0,1.0,4.0,,2.0,1.0,266.6666666666667,3.0,3.0
101770,1,9.0,1,24.0,1.0,4.0,,3.0,1.0,250.0,3.0,3.0
101770,3,22.0,1,26.0,1.0,4.0,,4.0,1.0,350.0,4.0,4.0
