year,emp_type,ksic_section,industry,item,unit,value
2022,전체근로자,P,교육 서비스업,총근로일수,일,17.8
2022,전체근로자,P,교육 서비스업,총근로시간,시간,128.5
2022,전체근로자,P,교육 서비스업,소정실근로시간,시간,125.8
2022,전체근로자,P,교육 서비스업,초과근로시간,시간,2.8
2022,전체근로자,P,교육 서비스업,휴일근로시간,시간,0.4
2022,전체근로자,P,교육 서비스업,시간당임금총액,원,26502.0
2022,전체근로자,P,교육 서비스업,시간당정액급여,원,25411.0
2022,전체근로자,P,교육 서비스업,월임금총액,천원,3143.0
2022,전체근로자,P,교육 서비스업,월급여액,천원,2957.0
2022,전체근로자,P,교육 서비스업,정액급여,천원,2909.0
2022,전체근로자,P,교육 서비스업,초과급여,천원,48.0
2022,전체근로자,P,교육 서비스업,전년도 연간특별급여/12개월,천원,186.0
2022,전체근로자,P,교육 서비스업,전년도 연간특별급여,천원,2231.0
2023,전체근로자,P,교육 서비스업,총근로일수,일,18.4
2023,전체근로자,P,교육 서비스업,총근로시간,시간,132.4
2023,전체근로자,P,교육 서비스업,소정실근로시간,시간,130.0
2023,전체근로자,P,교육 서비스업,초과근로시간,시간,2.4
2023,전체근로자,P,교육 서비스업,휴일근로시간,시간,0.4
2023,전체근로자,P,교육 서비스업,시간당임금총액,원,26271.0
2023,전체근로자,P,교육 서비스업,시간당정액급여,원,25346.0
2023,전체근로자,P,교육 서비스업,월임금총액,천원,3204.0
2023,전체근로자,P,교육 서비스업,월급여액,천원,3041.0
2023,전체근로자,P,교육 서비스업,정액급여,천원,2998.0
2023,전체근로자,P,교육 서비스업,초과급여,천원,44.0
2023,전체근로자,P,교육 서비스업,전년도 연간특별급여/12개월,천원,163.0
2023,전체근로자,P,교육 서비스업,전년도 연간특별급여,천원,1951.0
2024,전체근로자,P,교육 서비스업,총근로일수,일,17.0
2024,전체근로자,P,교육 서비스업,총근로시간,시간,122.4
2024,전체근로자,P,교육 서비스업,소정실근로시간,시간,119.7
2024,전체근로자,P,교육 서비스업,초과근로시간,시간,2.8
2024,전체근로자,P,교육 서비스업,휴일근로시간,시간,0.4
2024,전체근로자,P,교육 서비스업,시간당임금총액,원,28039.0
2024,전체근로자,P,교육 서비스업,시간당정액급여,원,27025.0
2024,전체근로자,P,교육 서비스업,월임금총액,천원,3276.0
2024,전체근로자,P,교육 서비스업,월급여액,천원,3106.0
2024,전체근로자,P,교육 서비스업,정액급여,천원,3058.0
2024,전체근로자,P,교육 서비스업,초과급여,천원,48.0
2024,전체근로자,P,교육 서비스업,전년도 연간특별급여/12개월,천원,170.0
2024,전체근로자,P,교육 서비스업,전년도 연간특별급여,천원,2039.0
2025,전체근로자,P,교육 서비스업,총근로일수,일,16.9
2025,전체근로자,P,교육 서비스업,총근로시간,시간,121.3
2025,전체근로자,P,교육 서비스업,소정실근로시간,시간,118.2
2025,전체근로자,P,교육 서비스업,초과근로시간,시간,3.0
2025,전체근로자,P,교육 서비스업,휴일근로시간,시간,0.4
2025,전체근로자,P,교육 서비스업,시간당임금총액,원,28455.0
2025,전체근로자,P,교육 서비스업,시간당정액급여,원,27470.0
2025,전체근로자,P,교육 서비스업,월임금총액,천원,3301.0
2025,전체근로자,P,교육 서비스업,월급여액,천원,3131.0
2025,전체근로자,P,교육 서비스업,정액급여,천원,3077.0
2025,전체근로자,P,교육 서비스업,초과급여,천원,54.0
2025,전체근로자,P,교육 서비스업,전년도 연간특별급여/12개월,천원,170.0
2025,전체근로자,P,교육 서비스업,전년도 연간특별급여,천원,2038.0
2020,전체근로자,Q,보건업 및 사회복지서비스업,총근로일수,일,21.8
2020,전체근로자,Q,보건업 및 사회복지서비스업,총근로시간,시간,157.7
2020,전체근로자,Q,보건업 및 사회복지서비스업,소정실근로시간,시간,153.7
2020,전체근로자,Q,보건업 및 사회복지서비스업,초과근로시간,시간,4.1
2020,전체근로자,Q,보건업 및 사회복지서비스업,휴일근로시간,시간,0.8
2020,전체근로자,Q,보건업 및 사회복지서비스업,시간당임금총액,원,16036.0
2020,전체근로자,Q,보건업 및 사회복지서비스업,시간당정액급여,원,15121.0
2020,전체근로자,Q,보건업 및 사회복지서비스업,월임금총액,천원,2586.0
2020,전체근로자,Q,보건업 및 사회복지서비스업,월급여액,천원,2450.0
2020,전체근로자,Q,보건업 및 사회복지서비스업,정액급여,천원,2357.0
2020,전체근로자,Q,보건업 및 사회복지서비스업,초과급여,천원,93.0
2020,전체근로자,Q,보건업 및 사회복지서비스업,전년도 연간특별급여/12개월,천원,136.0
2020,전체근로자,Q,보건업 및 사회복지서비스업,전년도 연간특별급여,천원,1637.0
2021,전체근로자,Q,보건업 및 사회복지서비스업,총근로일수,일,21.8
2021,전체근로자,Q,보건업 및 사회복지서비스업,총근로시간,시간,157.1
2021,전체근로자,Q,보건업 및 사회복지서비스업,소정실근로시간,시간,152.9
2021,전체근로자,Q,보건업 및 사회복지서비스업,초과근로시간,시간,4.2
2021,전체근로자,Q,보건업 및 사회복지서비스업,휴일근로시간,시간,0.8
2021,전체근로자,Q,보건업 및 사회복지서비스업,시간당임금총액,원,16211.0
2021,전체근로자,Q,보건업 및 사회복지서비스업,시간당정액급여,원,15504.0
2021,전체근로자,Q,보건업 및 사회복지서비스업,월임금총액,천원,2603.0
2021,전체근로자,Q,보건업 및 사회복지서비스업,월급여액,천원,2502.0
2021,전체근로자,Q,보건업 및 사회복지서비스업,정액급여,천원,2406.0
2021,전체근로자,Q,보건업 및 사회복지서비스업,초과급여,천원,96.0
2021,전체근로자,Q,보건업 및 사회복지서비스업,전년도 연간특별급여/12개월,천원,101.0
2021,전체근로자,Q,보건업 및 사회복지서비스업,전년도 연간특별급여,천원,1208.0
2022,전체근로자,Q,보건업 및 사회복지서비스업,총근로일수,일,20.4
2022,전체근로자,Q,보건업 및 사회복지서비스업,총근로시간,시간,145.9
2022,전체근로자,Q,보건업 및 사회복지서비스업,소정실근로시간,시간,141.4
2022,전체근로자,Q,보건업 및 사회복지서비스업,초과근로시간,시간,4.5
2022,전체근로자,Q,보건업 및 사회복지서비스업,휴일근로시간,시간,1.1
2022,전체근로자,Q,보건업 및 사회복지서비스업,시간당임금총액,원,18254.0
2022,전체근로자,Q,보건업 및 사회복지서비스업,시간당정액급여,원,17414.0
2022,전체근로자,Q,보건업 및 사회복지서비스업,월임금총액,천원,2723.0
2022,전체근로자,Q,보건업 및 사회복지서비스업,월급여액,천원,2611.0
2022,전체근로자,Q,보건업 및 사회복지서비스업,정액급여,천원,2501.0
2022,전체근로자,Q,보건업 및 사회복지서비스업,초과급여,천원,110.0
2022,전체근로자,Q,보건업 및 사회복지서비스업,전년도 연간특별급여/12개월,천원,112.0
2022,전체근로자,Q,보건업 및 사회복지서비스업,전년도 연간특별급여,천원,1340.0
2023,전체근로자,Q,보건업 및 사회복지서비스업,총근로일수,일,20.8
2023,전체근로자,Q,보건업 및 사회복지서비스업,총근로시간,시간,143.9
2023,전체근로자,Q,보건업 및 사회복지서비스업,소정실근로시간,시간,139.2
2023,전체근로자,Q,보건업 및 사회복지서비스업,초과근로시간,시간,4.7
2023,전체근로자,Q,보건업 및 사회복지서비스업,휴일근로시간,시간,1.1
2023,전체근로자,Q,보건업 및 사회복지서비스업,시간당임금총액,원,18792.0
2023,전체근로자,Q,보건업 및 사회복지서비스업,시간당정액급여,원,17845.0
2023,전체근로자,Q,보건업 및 사회복지서비스업,월임금총액,천원,2787.0
2023,전체근로자,Q,보건업 및 사회복지서비스업,월급여액,천원,2650.0
2023,전체근로자,Q,보건업 및 사회복지서비스업,정액급여,천원,2537.0
2023,전체근로자,Q,보건업 및 사회복지서비스업,초과급여,천원,113.0
2023,전체근로자,Q,보건업 및 사회복지서비스업,전년도 연간특별급여/12개월,천원,137.0
2023,전체근로자,Q,보건업 및 사회복지서비스업,전년도 연간특별급여,천원,1643.0
2024,전체근로자,Q,보건업 및 사회복지서비스업,총근로일수,일,19.6
2024,전체근로자,Q,보건업 및 사회복지서비스업,총근로시간,시간,132.0
2024,전체근로자,Q,보건업 및 사회복지서비스업,소정실근로시간,시간,127.6
2024,전체근로자,Q,보건업 및 사회복지서비스업,초과근로시간,시간,4.4
2024,전체근로자,Q,보건업 및 사회복지서비스업,휴일근로시간,시간,1.1
2024,전체근로자,Q,보건업 및 사회복지서비스업,시간당임금총액,원,20046.0
2024,전체근로자,Q,보건업 및 사회복지서비스업,시간당정액급여,원,19093.0
2024,전체근로자,Q,보건업 및 사회복지서비스업,월임금총액,천원,2763.0
2024,전체근로자,Q,보건업 및 사회복지서비스업,월급여액,천원,2632.0
2024,전체근로자,Q,보건업 및 사회복지서비스업,정액급여,천원,2525.0
2024,전체근로자,Q,보건업 및 사회복지서비스업,초과급여,천원,108.0
2024,전체근로자,Q,보건업 및 사회복지서비스업,전년도 연간특별급여/12개월,천원,130.0
2024,전체근로자,Q,보건업 및 사회복지서비스업,전년도 연간특별급여,천원,1560.0
2025,전체근로자,Q,보건업 및 사회복지서비스업,총근로일수,일,19.5
2025,전체근로자,Q,보건업 및 사회복지서비스업,총근로시간,시간,129.5
2025,전체근로자,Q,보건업 및 사회복지서비스업,소정실근로시간,시간,124.8
2025,전체근로자,Q,보건업 및 사회복지서비스업,초과근로시간,시간,4.7
2025,전체근로자,Q,보건업 및 사회복지서비스업,휴일근로시간,시간,1.3
2025,전체근로자,Q,보건업 및 사회복지서비스업,시간당임금총액,원,20600.0
2025,전체근로자,Q,보건업 및 사회복지서비스업,시간당정액급여,원,19578.0
2025,전체근로자,Q,보건업 및 사회복지서비스업,월임금총액,천원,2804.0
2025,전체근로자,Q,보건업 및 사회복지서비스업,월급여액,천원,2669.0
2025,전체근로자,Q,보건업 및 사회복지서비스업,정액급여,천원,2546.0
2025,전체근로자,Q,보건업 및 사회복지서비스업,초과급여,천원,123.0
2025,전체근로자,Q,보건업 및 사회복지서비스업,전년도 연간특별급여/12개월,천원,135.0
2025,전체근로자,Q,보건업 및 사회복지서비스업,전년도 연간특별급여,천원,1621.0
2020,전체근로자,R,"예술, 스포츠 및 여가관련 서비스업",총근로일수,일,20.0
2020,전체근로자,R,"예술, 스포츠 및 여가관련 서비스업",총근로시간,시간,148.3
2020,전체근로자,R,"예술, 스포츠 및 여가관련 서비스업",소정실근로시간,시간,143.9
2020,전체근로자,R,"예술, 스포츠 및 여가관련 서비스업",초과근로시간,시간,4.3
2020,전체근로자,R,"예술, 스포츠 및 여가관련 서비스업",휴일근로시간,시간,1.5
2020,전체근로자,R,"예술, 스포츠 및 여가관련 서비스업",시간당임금총액,원,14872.0
2020,전체근로자,R,"예술, 스포츠 및 여가관련 서비스업",시간당정액급여,원,13958.0
2020,전체근로자,R,"예술, 스포츠 및 여가관련 서비스업",월임금총액,천원,2221.0
2020,전체근로자,R,"예술, 스포츠 및 여가관련 서비스업",월급여액,천원,2105.0
2020,전체근로자,R,"예술, 스포츠 및 여가관련 서비스업",정액급여,천원,2017.0
2020,전체근로자,R,"예술, 스포츠 및 여가관련 서비스업",초과급여,천원,88.0
2020,전체근로자,R,"예술, 스포츠 및 여가관련 서비스업",전년도 연간특별급여/12개월,천원,116.0
2020,전체근로자,R,"예술, 스포츠 및 여가관련 서비스업",전년도 연간특별급여,천원,1394.0
2021,전체근로자,R,"예술, 스포츠 및 여가관련 서비스업",총근로일수,일,20.4
2021,전체근로자,R,"예술, 스포츠 및 여가관련 서비스업",총근로시간,시간,149.3
2021,전체근로자,R,"예술, 스포츠 및 여가관련 서비스업",소정실근로시간,시간,144.9
2021,전체근로자,R,"예술, 스포츠 및 여가관련 서비스업",초과근로시간,시간,4.4
2021,전체근로자,R,"예술, 스포츠 및 여가관련 서비스업",휴일근로시간,시간,1.9
2021,전체근로자,R,"예술, 스포츠 및 여가관련 서비스업",시간당임금총액,원,15189.0
2021,전체근로자,R,"예술, 스포츠 및 여가관련 서비스업",시간당정액급여,원,14409.0
2021,전체근로자,R,"예술, 스포츠 및 여가관련 서비스업",월임금총액,천원,2320.0
2021,전체근로자,R,"예술, 스포츠 및 여가관련 서비스업",월급여액,천원,2210.0
2021,전체근로자,R,"예술, 스포츠 및 여가관련 서비스업",정액급여,천원,2115.0
2021,전체근로자,R,"예술, 스포츠 및 여가관련 서비스업",초과급여,천원,94.0
2021,전체근로자,R,"예술, 스포츠 및 여가관련 서비스업",전년도 연간특별급여/12개월,천원,110.0
2021,전체근로자,R,"예술, 스포츠 및 여가관련 서비스업",전년도 연간특별급여,천원,1320.0
2022,전체근로자,R,"예술, 스포츠 및 여가관련 서비스업",총근로일수,일,19.2
2022,전체근로자,R,"예술, 스포츠 및 여가관련 서비스업",총근로시간,시간,144.5
2022,전체근로자,R,"예술, 스포츠 및 여가관련 서비스업",소정실근로시간,시간,139.0
2022,전체근로자,R,"예술, 스포츠 및 여가관련 서비스업",초과근로시간,시간,5.5
2022,전체근로자,R,"예술, 스포츠 및 여가관련 서비스업",휴일근로시간,시간,2.0
2022,전체근로자,R,"예술, 스포츠 및 여가관련 서비스업",시간당임금총액,원,17069.0
2022,전체근로자,R,"예술, 스포츠 및 여가관련 서비스업",시간당정액급여,원,16164.0
2022,전체근로자,R,"예술, 스포츠 및 여가관련 서비스업",월임금총액,천원,2547.0
2022,전체근로자,R,"예술, 스포츠 및 여가관련 서비스업",월급여액,천원,2418.0
2022,전체근로자,R,"예술, 스포츠 및 여가관련 서비스업",정액급여,천원,2297.0
2022,전체근로자,R,"예술, 스포츠 및 여가관련 서비스업",초과급여,천원,121.0
2022,전체근로자,R,"예술, 스포츠 및 여가관련 서비스업",전년도 연간특별급여/12개월,천원,128.0
2022,전체근로자,R,"예술, 스포츠 및 여가관련 서비스업",전년도 연간특별급여,천원,1541.0
2023,전체근로자,R,"예술, 스포츠 및 여가관련 서비스업",총근로일수,일,19.2
2023,전체근로자,R,"예술, 스포츠 및 여가관련 서비스업",총근로시간,시간,144.6
2023,전체근로자,R,"예술, 스포츠 및 여가관련 서비스업",소정실근로시간,시간,139.3
2023,전체근로자,R,"예술, 스포츠 및 여가관련 서비스업",초과근로시간,시간,5.3
2023,전체근로자,R,"예술, 스포츠 및 여가관련 서비스업",휴일근로시간,시간,2.1
2023,전체근로자,R,"예술, 스포츠 및 여가관련 서비스업",시간당임금총액,원,17608.0
2023,전체근로자,R,"예술, 스포츠 및 여가관련 서비스업",시간당정액급여,원,16697.0
2023,전체근로자,R,"예술, 스포츠 및 여가관련 서비스업",월임금총액,천원,2584.0
2023,전체근로자,R,"예술, 스포츠 및 여가관련 서비스업",월급여액,천원,2462.0
2023,전체근로자,R,"예술, 스포츠 및 여가관련 서비스업",정액급여,천원,2341.0
2023,전체근로자,R,"예술, 스포츠 및 여가관련 서비스업",초과급여,천원,121.0
2023,전체근로자,R,"예술, 스포츠 및 여가관련 서비스업",전년도 연간특별급여/12개월,천원,123.0
2023,전체근로자,R,"예술, 스포츠 및 여가관련 서비스업",전년도 연간특별급여,천원,1474.0
2024,전체근로자,R,"예술, 스포츠 및 여가관련 서비스업",총근로일수,일,18.3
2024,전체근로자,R,"예술, 스포츠 및 여가관련 서비스업",총근로시간,시간,136.9
2024,전체근로자,R,"예술, 스포츠 및 여가관련 서비스업",소정실근로시간,시간,131.2
2024,전체근로자,R,"예술, 스포츠 및 여가관련 서비스업",초과근로시간,시간,5.7
2024,전체근로자,R,"예술, 스포츠 및 여가관련 서비스업",휴일근로시간,시간,2.4
2024,전체근로자,R,"예술, 스포츠 및 여가관련 서비스업",시간당임금총액,원,19415.0
2024,전체근로자,R,"예술, 스포츠 및 여가관련 서비스업",시간당정액급여,원,18526.0
2024,전체근로자,R,"예술, 스포츠 및 여가관련 서비스업",월임금총액,천원,2703.0
2024,전체근로자,R,"예술, 스포츠 및 여가관련 서비스업",월급여액,천원,2575.0
2024,전체근로자,R,"예술, 스포츠 및 여가관련 서비스업",정액급여,천원,2448.0
2024,전체근로자,R,"예술, 스포츠 및 여가관련 서비스업",초과급여,천원,127.0
2024,전체근로자,R,"예술, 스포츠 및 여가관련 서비스업",전년도 연간특별급여/12개월,천원,128.0
2024,전체근로자,R,"예술, 스포츠 및 여가관련 서비스업",전년도 연간특별급여,천원,1531.0
2025,전체근로자,R,"예술, 스포츠 및 여가관련 서비스업",총근로일수,일,18.0
2025,전체근로자,R,"예술, 스포츠 및 여가관련 서비스업",총근로시간,시간,133.6
2025,전체근로자,R,"예술, 스포츠 및 여가관련 서비스업",소정실근로시간,시간,128.1
2025,전체근로자,R,"예술, 스포츠 및 여가관련 서비스업",초과근로시간,시간,5.6
2025,전체근로자,R,"예술, 스포츠 및 여가관련 서비스업",휴일근로시간,시간,2.7
2025,전체근로자,R,"예술, 스포츠 및 여가관련 서비스업",시간당임금총액,원,19682.0
2025,전체근로자,R,"예술, 스포츠 및 여가관련 서비스업",시간당정액급여,원,18756.0
2025,전체근로자,R,"예술, 스포츠 및 여가관련 서비스업",월임금총액,천원,2688.0
2025,전체근로자,R,"예술, 스포츠 및 여가관련 서비스업",월급여액,천원,2564.0
2025,전체근로자,R,"예술, 스포츠 및 여가관련 서비스업",정액급여,천원,2431.0
2025,전체근로자,R,"예술, 스포츠 및 여가관련 서비스업",초과급여,천원,133.0
2025,전체근로자,R,"예술, 스포츠 및 여가관련 서비스업",전년도 연간특별급여/12개월,천원,124.0
2025,전체근로자,R,"예술, 스포츠 및 여가관련 서비스업",전년도 연간특별급여,천원,1493.0
2020,전체근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",총근로일수,일,21.3
2020,전체근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",총근로시간,시간,161.6
2020,전체근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",소정실근로시간,시간,159.2
2020,전체근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",초과근로시간,시간,2.3
2020,전체근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",휴일근로시간,시간,0.7
2020,전체근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",시간당임금총액,원,15062.0
2020,전체근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",시간당정액급여,원,14078.0
2020,전체근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",월임금총액,천원,2421.0
2020,전체근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",월급여액,천원,2260.0
2020,전체근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",정액급여,천원,2212.0
2020,전체근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",초과급여,천원,49.0
2020,전체근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",전년도 연간특별급여/12개월,천원,161.0
2020,전체근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",전년도 연간특별급여,천원,1933.0
2021,전체근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",총근로일수,일,21.5
2021,전체근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",총근로시간,시간,162.8
2021,전체근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",소정실근로시간,시간,160.2
2021,전체근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",초과근로시간,시간,2.5
2021,전체근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",휴일근로시간,시간,0.9
2021,전체근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",시간당임금총액,원,15472.0
2021,전체근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",시간당정액급여,원,14552.0
2021,전체근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",월임금총액,천원,2502.0
2021,전체근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",월급여액,천원,2349.0
2021,전체근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",정액급여,천원,2295.0
2021,전체근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",초과급여,천원,54.0
2021,전체근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",전년도 연간특별급여/12개월,천원,153.0
2021,전체근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",전년도 연간특별급여,천원,1832.0
2022,전체근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",총근로일수,일,20.3
2022,전체근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",총근로시간,시간,155.2
2022,전체근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",소정실근로시간,시간,152.2
2022,전체근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",초과근로시간,시간,3.0
2022,전체근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",휴일근로시간,시간,1.0
2022,전체근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",시간당임금총액,원,17315.0
2022,전체근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",시간당정액급여,원,16217.0
2022,전체근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",월임금총액,천원,2667.0
2022,전체근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",월급여액,천원,2501.0
2022,전체근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",정액급여,천원,2434.0
2022,전체근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",초과급여,천원,66.0
2022,전체근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",전년도 연간특별급여/12개월,천원,167.0
2022,전체근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",전년도 연간특별급여,천원,2002.0
2023,전체근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",총근로일수,일,20.6
2023,전체근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",총근로시간,시간,156.5
2023,전체근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",소정실근로시간,시간,153.7
2023,전체근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",초과근로시간,시간,2.9
2023,전체근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",휴일근로시간,시간,1.0
2023,전체근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",시간당임금총액,원,17168.0
2023,전체근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",시간당정액급여,원,16086.0
2023,전체근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",월임금총액,천원,2648.0
2023,전체근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",월급여액,천원,2483.0
2023,전체근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",정액급여,천원,2416.0
2023,전체근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",초과급여,천원,67.0
2023,전체근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",전년도 연간특별급여/12개월,천원,165.0
2023,전체근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",전년도 연간특별급여,천원,1983.0
2024,전체근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",총근로일수,일,19.4
2024,전체근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",총근로시간,시간,147.0
2024,전체근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",소정실근로시간,시간,144.2
2024,전체근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",초과근로시간,시간,2.8
2024,전체근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",휴일근로시간,시간,1.0
2024,전체근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",시간당임금총액,원,18443.0
2024,전체근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",시간당정액급여,원,17411.0
2024,전체근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",월임금총액,천원,2702.0
2024,전체근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",월급여액,천원,2547.0
2024,전체근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",정액급여,천원,2480.0
2024,전체근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",초과급여,천원,67.0
2024,전체근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",전년도 연간특별급여/12개월,천원,155.0
2024,전체근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",전년도 연간특별급여,천원,1859.0
2025,전체근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",총근로일수,일,19.4
2025,전체근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",총근로시간,시간,147.2
2025,전체근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",소정실근로시간,시간,144.3
2025,전체근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",초과근로시간,시간,2.9
2025,전체근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",휴일근로시간,시간,1.1
2025,전체근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",시간당임금총액,원,19017.0
2025,전체근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",시간당정액급여,원,17866.0
2025,전체근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",월임금총액,천원,2819.0
2025,전체근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",월급여액,천원,2650.0
2025,전체근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",정액급여,천원,2577.0
2025,전체근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",초과급여,천원,73.0
2025,전체근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",전년도 연간특별급여/12개월,천원,170.0
2025,전체근로자,S,"협회 및 단체, 수리 및 기타 개인 서비스업",전년도 연간특별급여,천원,2035.0
2020,전체근로자(특수형태포함),전체,전체,총근로일수,일,
2020,전체근로자(특수형태포함),전체,전체,총근로시간,시간,
2020,전체근로자(특수형태포함),전체,전체,소정실근로시간,시간,
2020,전체근로자(특수형태포함),전체,전체,초과근로시간,시간,
2020,전체근로자(특수형태포함),전체,전체,휴일근로시간,시간,
2020,전체근로자(특수형태포함),전체,전체,시간당임금총액,원,
2020,전체근로자(특수형태포함),전체,전체,시간당정액급여,원,
2020,전체근로자(특수형태포함),전체,전체,월임금총액,천원,3161.0
2020,전체근로자(특수형태포함),전체,전체,월급여액,천원,2862.0
2020,전체근로자(특수형태포함),전체,전체,정액급여,천원,2727.0
2020,전체근로자(특수형태포함),전체,전체,초과급여,천원,136.0
2020,전체근로자(특수형태포함),전체,전체,전년도 연간특별급여/12개월,천원,298.0
2020,전체근로자(특수형태포함),전체,전체,전년도 연간특별급여,천원,3582.0
2021,전체근로자(특수형태포함),전체,전체,총근로일수,일,
2021,전체근로자(특수형태포함),전체,전체,총근로시간,시간,
2021,전체근로자(특수형태포함),전체,전체,소정실근로시간,시간,
2021,전체근로자(특수형태포함),전체,전체,초과근로시간,시간,
2021,전체근로자(특수형태포함),전체,전체,휴일근로시간,시간,
2021,전체근로자(특수형태포함),전체,전체,시간당임금총액,원,
2021,전체근로자(특수형태포함),전체,전체,시간당정액급여,원,
2021,전체근로자(특수형태포함),전체,전체,월임금총액,천원,3250.0
2021,전체근로자(특수형태포함),전체,전체,월급여액,천원,2967.0
2021,전체근로자(특수형태포함),전체,전체,정액급여,천원,2817.0
2021,전체근로자(특수형태포함),전체,전체,초과급여,천원,150.0
2021,전체근로자(특수형태포함),전체,전체,전년도 연간특별급여/12개월,천원,283.0
2021,전체근로자(특수형태포함),전체,전체,전년도 연간특별급여,천원,3399.0
2022,전체근로자(특수형태포함),전체,전체,총근로일수,일,
2022,전체근로자(특수형태포함),전체,전체,총근로시간,시간,
2022,전체근로자(특수형태포함),전체,전체,소정실근로시간,시간,
2022,전체근로자(특수형태포함),전체,전체,초과근로시간,시간,
2022,전체근로자(특수형태포함),전체,전체,휴일근로시간,시간,
2022,전체근로자(특수형태포함),전체,전체,시간당임금총액,원,
2022,전체근로자(특수형태포함),전체,전체,시간당정액급여,원,
2022,전체근로자(특수형태포함),전체,전체,월임금총액,천원,3506.0
