year,ksic_section,industry,owner_group,소멸,소멸률,신생,신생률,활동
2014,I,숙박 및 음식점업,여자,88358.0,18.3,101065.0,20.9,483223.0
2014,I,숙박 및 음식점업,연령미상,99.0,19.5,111.0,21.9,508.0
2014,J,정보통신업,30대,2668.0,15.7,4647.0,27.3,17023.0
2014,J,정보통신업,30대 미만,655.0,27.8,1171.0,49.7,2356.0
2014,J,정보통신업,40대,3441.0,11.8,4765.0,16.4,29137.0
2014,J,정보통신업,50대,1423.0,10.7,1645.0,12.3,13351.0
2014,J,정보통신업,60대,396.0,12.1,424.0,12.9,3278.0
2014,J,정보통신업,70대 이상,173.0,16.4,130.0,12.3,1054.0
2014,J,정보통신업,계,8803.0,13.2,12835.0,19.3,66601.0
2014,J,정보통신업,남자,6636.0,12.5,9672.0,18.2,53072.0
2014,J,정보통신업,여자,2167.0,16.0,3163.0,23.4,13529.0
2014,J,정보통신업,연령미상,47.0,11.7,53.0,13.2,402.0
2014,K,금융 및 보험업,30대,923.0,22.9,1261.0,31.3,4033.0
2014,K,금융 및 보험업,30대 미만,110.0,23.0,213.0,44.6,478.0
2014,K,금융 및 보험업,40대,1206.0,16.9,1535.0,21.5,7127.0
2014,K,금융 및 보험업,50대,934.0,15.6,1055.0,17.7,5972.0
2014,K,금융 및 보험업,60대,351.0,16.2,292.0,13.5,2169.0
2014,K,금융 및 보험업,70대 이상,112.0,16.0,88.0,12.6,699.0
2014,K,금융 및 보험업,계,3647.0,17.7,4453.0,21.6,20647.0
2014,K,금융 및 보험업,남자,2345.0,16.9,2844.0,20.5,13851.0
2014,K,금융 및 보험업,여자,1302.0,19.2,1609.0,23.7,6796.0
2014,K,금융 및 보험업,연령미상,11.0,6.5,9.0,5.3,169.0
2014,L,부동산업,30대,12375.0,19.0,18272.0,28.0,65186.0
2014,L,부동산업,30대 미만,2019.0,23.9,2985.0,35.4,8440.0
2014,L,부동산업,40대,35166.0,16.0,44475.0,20.2,219686.0
2014,L,부동산업,50대,57429.0,15.9,53258.0,14.7,361706.0
2014,L,부동산업,60대,47391.0,16.7,28425.0,10.0,283333.0
2014,L,부동산업,70대 이상,38067.0,19.6,13737.0,7.1,194372.0
2014,L,부동산업,계,193628.0,17.0,161881.0,14.2,1138586.0
2014,L,부동산업,남자,111780.0,16.5,87094.0,12.8,678073.0
2014,L,부동산업,여자,81848.0,17.8,74787.0,16.2,460513.0
2014,L,부동산업,연령미상,1181.0,20.1,729.0,12.4,5863.0
2014,M,전문과학기술서비스업,30대,3709.0,13.1,8286.0,29.3,28324.0
2014,M,전문과학기술서비스업,30대 미만,750.0,22.4,1760.0,52.6,3346.0
2014,M,전문과학기술서비스업,40대,4807.0,9.5,7951.0,15.8,50459.0
2014,M,전문과학기술서비스업,50대,2803.0,8.3,3792.0,11.2,33749.0
2014,M,전문과학기술서비스업,60대,1017.0,8.6,1034.0,8.8,11778.0
2014,M,전문과학기술서비스업,70대 이상,428.0,8.7,258.0,5.3,4913.0
2014,M,전문과학기술서비스업,계,13610.0,10.2,23197.0,17.4,133311.0
2014,M,전문과학기술서비스업,남자,9741.0,9.1,16814.0,15.7,107102.0
2014,M,전문과학기술서비스업,여자,3869.0,14.8,6383.0,24.4,26209.0
2014,M,전문과학기술서비스업,연령미상,96.0,12.9,116.0,15.6,742.0
2014,N,"사업시설관리, 사업지원 및 임대 서비스업",30대,3492.0,18.2,5851.0,30.5,19195.0
2014,N,"사업시설관리, 사업지원 및 임대 서비스업",30대 미만,855.0,27.7,1426.0,46.1,3090.0
2014,N,"사업시설관리, 사업지원 및 임대 서비스업",40대,4504.0,13.6,6198.0,18.7,33079.0
2014,N,"사업시설관리, 사업지원 및 임대 서비스업",50대,3313.0,12.5,4160.0,15.7,26569.0
2014,N,"사업시설관리, 사업지원 및 임대 서비스업",60대,1436.0,15.6,1254.0,13.6,9190.0
2014,N,"사업시설관리, 사업지원 및 임대 서비스업",70대 이상,420.0,18.6,266.0,11.8,2261.0
2014,N,"사업시설관리, 사업지원 및 임대 서비스업",계,14087.0,15.0,19256.0,20.5,93840.0
2014,N,"사업시설관리, 사업지원 및 임대 서비스업",남자,9489.0,14.2,13027.0,19.5,66750.0
2014,N,"사업시설관리, 사업지원 및 임대 서비스업",여자,4598.0,17.0,6229.0,23.0,27090.0
2014,N,"사업시설관리, 사업지원 및 임대 서비스업",연령미상,67.0,14.7,101.0,22.1,456.0
2014,P,교육서비스업,30대,6580.0,15.8,10803.0,26.0,41554.0
2014,P,교육서비스업,30대 미만,1178.0,19.3,2631.0,43.2,6095.0
2014,P,교육서비스업,40대,9086.0,15.3,10843.0,18.3,59339.0
2014,P,교육서비스업,50대,3908.0,15.8,3496.0,14.1,24767.0
2014,P,교육서비스업,60대,685.0,17.0,565.0,14.0,4022.0
2014,P,교육서비스업,70대 이상,227.0,21.8,140.0,13.4,1041.0
2014,P,교육서비스업,계,21681.0,15.8,28495.0,20.8,136955.0
2014,P,교육서비스업,남자,8884.0,14.6,11422.0,18.8,60859.0
2014,P,교육서비스업,여자,12797.0,16.8,17073.0,22.4,76096.0
2014,P,교육서비스업,연령미상,17.0,12.4,17.0,12.4,137.0
2014,Q,보건업 및 사회복지 서비스업,30대,693.0,5.1,2402.0,17.6,13616.0
2014,Q,보건업 및 사회복지 서비스업,30대 미만,58.0,16.2,189.0,52.9,357.0
2014,Q,보건업 및 사회복지 서비스업,40대,1173.0,4.0,1815.0,6.2,29315.0
2014,Q,보건업 및 사회복지 서비스업,50대,839.0,3.9,972.0,4.5,21497.0
2014,Q,보건업 및 사회복지 서비스업,60대,323.0,5.4,253.0,4.2,5987.0
2014,Q,보건업 및 사회복지 서비스업,70대 이상,253.0,11.1,99.0,4.3,2283.0
2014,Q,보건업 및 사회복지 서비스업,계,3347.0,4.6,5742.0,7.8,73161.0
2014,Q,보건업 및 사회복지 서비스업,남자,2326.0,3.9,4161.0,6.9,60280.0
2014,Q,보건업 및 사회복지 서비스업,여자,1021.0,7.9,1581.0,12.3,12881.0
2014,Q,보건업 및 사회복지 서비스업,연령미상,8.0,7.5,12.0,11.3,106.0
2014,R,"예술, 스포츠 및 여가관련 서비스업",30대,4881.0,22.9,6175.0,29.0,21302.0
2014,R,"예술, 스포츠 및 여가관련 서비스업",30대 미만,1130.0,23.0,2058.0,41.9,4909.0
2014,R,"예술, 스포츠 및 여가관련 서비스업",40대,6227.0,19.1,6892.0,21.1,32616.0
2014,R,"예술, 스포츠 및 여가관련 서비스업",50대,5571.0,15.9,5527.0,15.7,35106.0
2014,R,"예술, 스포츠 및 여가관련 서비스업",60대,1797.0,16.7,1348.0,12.5,10790.0
2014,R,"예술, 스포츠 및 여가관련 서비스업",70대 이상,524.0,17.9,279.0,9.5,2932.0
2014,R,"예술, 스포츠 및 여가관련 서비스업",계,20150.0,18.7,22303.0,20.7,107740.0
2014,R,"예술, 스포츠 및 여가관련 서비스업",남자,11291.0,19.6,12394.0,21.5,57581.0
2014,R,"예술, 스포츠 및 여가관련 서비스업",여자,8859.0,17.7,9909.0,19.8,50159.0
2014,R,"예술, 스포츠 및 여가관련 서비스업",연령미상,20.0,23.5,24.0,28.2,85.0
2014,S,"협회 및 단체, 수리 및 기타 개인서비스업",30대,6702.0,14.1,10799.0,22.8,47402.0
2014,S,"협회 및 단체, 수리 및 기타 개인서비스업",30대 미만,1526.0,19.9,3141.0,40.9,7685.0
2014,S,"협회 및 단체, 수리 및 기타 개인서비스업",40대,9706.0,11.0,12239.0,13.9,87984.0
2014,S,"협회 및 단체, 수리 및 기타 개인서비스업",50대,8317.0,11.6,8147.0,11.3,71812.0
2014,S,"협회 및 단체, 수리 및 기타 개인서비스업",60대,3582.0,14.2,2492.0,9.9,25217.0
2014,S,"협회 및 단체, 수리 및 기타 개인서비스업",70대 이상,978.0,18.6,473.0,9.0,5258.0
2014,S,"협회 및 단체, 수리 및 기타 개인서비스업",계,30827.0,12.6,37298.0,15.2,245471.0
2014,S,"협회 및 단체, 수리 및 기타 개인서비스업",남자,13818.0,11.9,15116.0,13.0,116279.0
2014,S,"협회 및 단체, 수리 및 기타 개인서비스업",여자,17009.0,13.2,22182.0,17.2,129192.0
2014,S,"협회 및 단체, 수리 및 기타 개인서비스업",연령미상,16.0,14.2,7.0,6.2,113.0
2014,전체,전체,30대,131726.0,16.2,205651.0,25.3,811623.0
2014,전체,전체,30대 미만,35797.0,23.0,63723.0,40.9,155740.0
2014,전체,전체,40대,210746.0,12.5,269757.0,16.0,1682143.0
2014,전체,전체,50대,216538.0,12.1,211134.0,11.8,1794002.0
2014,전체,전체,60대,121618.0,14.9,73452.0,9.0,815516.0
2014,전체,전체,70대 이상,63682.0,19.3,23975.0,7.3,329371.0
2014,전체,전체,계,782039.0,14.0,849468.0,15.2,5600663.0
2014,전체,전체,남자,441866.0,12.6,462516.0,13.2,3502417.0
2014,전체,전체,여자,340173.0,16.2,386952.0,18.4,2098246.0
2014,전체,전체,연령미상,1932.0,15.7,1776.0,14.5,12268.0
2015,A,"농업, 임업 및 어업",30대,558.0,16.5,907.0,26.8,3385.0
2015,A,"농업, 임업 및 어업",30대 미만,106.0,15.6,249.0,36.7,678.0
2015,A,"농업, 임업 및 어업",40대,1253.0,15.7,1788.0,22.4,7994.0
2015,A,"농업, 임업 및 어업",50대,2365.0,13.9,2776.0,16.3,17063.0
2015,A,"농업, 임업 및 어업",60대,1931.0,16.8,1546.0,13.4,11509.0
2015,A,"농업, 임업 및 어업",70대 이상,971.0,29.0,561.0,16.8,3345.0
2015,A,"농업, 임업 및 어업",계,7184.0,16.3,7827.0,17.8,43976.0
2015,A,"농업, 임업 및 어업",남자,5719.0,15.9,6069.0,16.9,35971.0
2015,A,"농업, 임업 및 어업",여자,1465.0,18.3,1758.0,22.0,8005.0
2015,A,"농업, 임업 및 어업",연령미상,,,,,2.0
2015,B,광업,30대,15.0,16.5,12.0,13.2,91.0
2015,B,광업,30대 미만,,,1.0,9.1,11.0
2015,B,광업,40대,34.0,13.8,32.0,13.0,247.0
2015,B,광업,50대,66.0,12.1,48.0,8.8,547.0
2015,B,광업,60대,45.0,9.8,36.0,7.8,459.0
2015,B,광업,70대 이상,38.0,15.7,33.0,13.6,242.0
2015,B,광업,계,199.0,12.4,163.0,10.2,1603.0
2015,B,광업,남자,162.0,12.1,137.0,10.2,1340.0
2015,B,광업,여자,37.0,14.1,26.0,9.9,263.0
2015,B,광업,연령미상,1.0,16.7,1.0,16.7,6.0
2015,C,제조업,30대,6081.0,11.6,11181.0,21.3,52573.0
2015,C,제조업,30대 미만,1489.0,16.1,3203.0,34.6,9269.0
2015,C,제조업,40대,13202.0,8.3,18586.0,11.7,158508.0
2015,C,제조업,50대,14192.0,6.9,14346.0,7.0,205123.0
2015,C,제조업,60대,5167.0,7.4,3343.0,4.8,69397.0
2015,C,제조업,70대 이상,1397.0,9.8,607.0,4.3,14247.0
2015,C,제조업,계,41553.0,8.2,51295.0,10.1,509598.0
2015,C,제조업,남자,30087.0,7.5,36333.0,9.0,402755.0
2015,C,제조업,여자,11466.0,10.7,14962.0,14.0,106843.0
2015,C,제조업,연령미상,25.0,5.2,29.0,6.0,481.0
2015,D,"전기, 가스, 증기 및 공기조절 공급업",30대,47.0,3.6,596.0,45.4,1314.0
2015,D,"전기, 가스, 증기 및 공기조절 공급업",30대 미만,20.0,5.3,225.0,59.8,376.0
2015,D,"전기, 가스, 증기 및 공기조절 공급업",40대,99.0,3.0,1362.0,42.0,3246.0
2015,D,"전기, 가스, 증기 및 공기조절 공급업",50대,147.0,2.6,2208.0,38.9,5671.0
2015,D,"전기, 가스, 증기 및 공기조절 공급업",60대,75.0,2.3,1203.0,36.6,3291.0
2015,D,"전기, 가스, 증기 및 공기조절 공급업",70대 이상,32.0,3.0,372.0,35.4,1050.0
2015,D,"전기, 가스, 증기 및 공기조절 공급업",계,420.0,2.8,5968.0,39.9,14961.0
2015,D,"전기, 가스, 증기 및 공기조절 공급업",남자,258.0,3.0,3237.0,37.1,8728.0
2015,D,"전기, 가스, 증기 및 공기조절 공급업",여자,162.0,2.6,2731.0,43.8,6233.0
2015,D,"전기, 가스, 증기 및 공기조절 공급업",연령미상,,,2.0,15.4,13.0
2015,E,"수도, 하수 및 폐기물처리, 원료재생업",30대,72.0,8.8,124.0,15.2,817.0
2015,E,"수도, 하수 및 폐기물처리, 원료재생업",30대 미만,14.0,10.7,30.0,22.9,131.0
2015,E,"수도, 하수 및 폐기물처리, 원료재생업",40대,157.0,6.4,203.0,8.2,2461.0
2015,E,"수도, 하수 및 폐기물처리, 원료재생업",50대,200.0,5.9,207.0,6.1,3404.0
2015,E,"수도, 하수 및 폐기물처리, 원료재생업",60대,99.0,6.4,69.0,4.5,1546.0
2015,E,"수도, 하수 및 폐기물처리, 원료재생업",70대 이상,27.0,6.9,7.0,1.8,394.0
2015,E,"수도, 하수 및 폐기물처리, 원료재생업",계,570.0,6.5,640.0,7.3,8757.0
2015,E,"수도, 하수 및 폐기물처리, 원료재생업",남자,437.0,6.3,478.0,6.9,6957.0
2015,E,"수도, 하수 및 폐기물처리, 원료재생업",여자,133.0,7.4,162.0,9.0,1800.0
2015,E,"수도, 하수 및 폐기물처리, 원료재생업",연령미상,1.0,25.0,,,4.0
2015,F,건설업,30대,3656.0,8.7,7907.0,18.8,42045.0
2015,F,건설업,30대 미만,831.0,12.3,1910.0,28.3,6757.0
2015,F,건설업,40대,9664.0,7.0,15564.0,11.3,137931.0
2015,F,건설업,50대,8969.0,6.7,11186.0,8.4,133765.0
2015,F,건설업,60대,2954.0,7.4,2689.0,6.8,39757.0
2015,F,건설업,70대 이상,617.0,10.5,414.0,7.1,5864.0
2015,F,건설업,계,26698.0,7.3,39686.0,10.8,366159.0
2015,F,건설업,남자,20054.0,6.9,29237.0,10.0,292302.0
2015,F,건설업,여자,6644.0,9.0,10449.0,14.1,73857.0
2015,F,건설업,연령미상,7.0,17.5,16.0,40.0,40.0
2015,G,도매 및 소매업,30대,43209.0,17.0,61035.0,24.1,253539.0
2015,G,도매 및 소매업,30대 미만,13713.0,25.3,22770.0,41.9,54290.0
2015,G,도매 및 소매업,40대,53344.0,12.1,63041.0,14.3,442010.0
2015,G,도매 및 소매업,50대,40018.0,10.2,39305.0,10.0,392065.0
2015,G,도매 및 소매업,60대,17235.0,11.0,12489.0,8.0,156993.0
2015,G,도매 및 소매업,70대 이상,6822.0,14.7,3427.0,7.4,46260.0
2015,G,도매 및 소매업,계,174511.0,13.0,202344.0,15.0,1347150.0
2015,G,도매 및 소매업,남자,87595.0,11.3,101955.0,13.2,775263.0
2015,G,도매 및 소매업,여자,86916.0,15.2,100389.0,17.6,571887.0
2015,G,도매 및 소매업,연령미상,170.0,8.5,277.0,13.9,1993.0
2015,H,운수 및 창고업,30대,4342.0,7.6,9185.0,16.0,57333.0
2015,H,운수 및 창고업,30대 미만,750.0,9.5,2029.0,25.6,7912.0
2015,H,운수 및 창고업,40대,8040.0,6.0,13459.0,10.0,134270.0
2015,H,운수 및 창고업,50대,9779.0,5.2,13274.0,7.1,187507.0
2015,H,운수 및 창고업,60대,7144.0,6.3,5516.0,4.9,112704.0
2015,H,운수 및 창고업,70대 이상,2609.0,12.7,587.0,2.9,20494.0
2015,H,운수 및 창고업,계,32670.0,6.3,44064.0,8.5,520338.0
2015,H,운수 및 창고업,남자,27858.0,6.0,37231.0,8.0,464452.0
2015,H,운수 및 창고업,여자,4812.0,8.6,6833.0,12.2,55886.0
2015,H,운수 및 창고업,연령미상,6.0,5.1,14.0,11.9,118.0
2015,I,숙박 및 음식점업,30대,29182.0,20.9,39880.0,28.5,139755.0
2015,I,숙박 및 음식점업,30대 미만,9155.0,23.0,16132.0,40.5,39834.0
2015,I,숙박 및 음식점업,40대,40893.0,18.1,48797.0,21.5,226546.0
2015,I,숙박 및 음식점업,50대,41198.0,15.6,41797.0,15.8,264412.0
2015,I,숙박 및 음식점업,60대,15015.0,15.6,11795.0,12.3,96188.0
2015,I,숙박 및 음식점업,70대 이상,3946.0,19.1,2308.0,11.2,20679.0
2015,I,숙박 및 음식점업,계,139399.0,17.7,160729.0,20.4,787496.0
2015,I,숙박 및 음식점업,남자,54256.0,18.0,65991.0,21.9,300737.0
2015,I,숙박 및 음식점업,여자,85143.0,17.5,94738.0,19.5,486759.0
2015,I,숙박 및 음식점업,연령미상,10.0,12.2,20.0,24.4,82.0
2015,J,정보통신업,30대,2511.0,14.9,4550.0,26.9,16907.0
2015,J,정보통신업,30대 미만,580.0,23.5,1205.0,48.8,2470.0
2015,J,정보통신업,40대,3460.0,11.0,5000.0,15.9,31425.0
2015,J,정보통신업,50대,1465.0,9.8,1801.0,12.1,14913.0
2015,J,정보통신업,60대,412.0,11.0,424.0,11.3,3747.0
2015,J,정보통신업,70대 이상,141.0,13.2,95.0,8.9,1070.0
2015,J,정보통신업,계,8606.0,12.1,13122.0,18.5,70880.0
2015,J,정보통신업,남자,6457.0,11.5,9871.0,17.5,56305.0
2015,J,정보통신업,여자,2149.0,14.7,3251.0,22.3,14575.0
2015,J,정보통신업,연령미상,37.0,10.6,47.0,13.5,348.0
2015,K,금융 및 보험업,30대,721.0,17.7,1092.0,26.8,4078.0
2015,K,금융 및 보험업,30대 미만,108.0,22.3,199.0,41.0,485.0
2015,K,금융 및 보험업,40대,1031.0,14.4,1349.0,18.8,7165.0
2015,K,금융 및 보험업,50대,785.0,12.9,877.0,14.4,6073.0
2015,K,금융 및 보험업,60대,356.0,14.8,305.0,12.7,2400.0
2015,K,금융 및 보험업,70대 이상,119.0,16.5,64.0,8.9,721.0
2015,K,금융 및 보험업,계,3131.0,14.9,3894.0,18.5,21045.0
2015,K,금융 및 보험업,남자,2017.0,14.4,2506.0,17.9,13989.0
2015,K,금융 및 보험업,여자,1114.0,15.8,1388.0,19.7,7056.0
2015,K,금융 및 보험업,연령미상,11.0,8.9,8.0,6.5,123.0
2015,L,부동산업,30대,8872.0,13.8,18848.0,29.3,64291.0
2015,L,부동산업,30대 미만,1168.0,14.3,2975.0,36.5,8145.0
2015,L,부동산업,40대,23781.0,11.1,43974.0,20.6,213837.0
2015,L,부동산업,50대,34584.0,10.0,51781.0,15.0,345365.0
2015,L,부동산업,60대,25265.0,9.1,27733.0,10.0,277922.0
2015,L,부동산업,70대 이상,18471.0,10.2,12357.0,6.8,181920.0
2015,L,부동산업,계,112395.0,10.3,157969.0,14.4,1093773.0
2015,L,부동산업,남자,63359.0,9.8,84752.0,13.1,644843.0
2015,L,부동산업,여자,49036.0,10.9,73217.0,16.3,448930.0
2015,L,부동산업,연령미상,254.0,11.1,301.0,13.1,2293.0
2015,M,전문과학기술서비스업,30대,3747.0,12.8,7529.0,25.7,29269.0
2015,M,전문과학기술서비스업,30대 미만,800.0,22.1,1735.0,47.9,3624.0
2015,M,전문과학기술서비스업,40대,4794.0,9.1,7275.0,13.8,52908.0
2015,M,전문과학기술서비스업,50대,2864.0,8.0,3529.0,9.8,35987.0
2015,M,전문과학기술서비스업,60대,1067.0,8.0,1026.0,7.7,13285.0
2015,M,전문과학기술서비스업,70대 이상,453.0,8.8,231.0,4.5,5165.0
2015,M,전문과학기술서비스업,계,13773.0,9.8,21406.0,15.2,140864.0
2015,M,전문과학기술서비스업,남자,9896.0,8.8,15474.0,13.7,112623.0
2015,M,전문과학기술서비스업,여자,3877.0,13.7,5932.0,21.0,28241.0
2015,M,전문과학기술서비스업,연령미상,48.0,7.7,81.0,12.9,626.0
2015,N,"사업시설관리, 사업지원 및 임대 서비스업",30대,3814.0,18.7,6255.0,30.7,20385.0
2015,N,"사업시설관리, 사업지원 및 임대 서비스업",30대 미만,883.0,26.4,1684.0,50.4,3339.0
2015,N,"사업시설관리, 사업지원 및 임대 서비스업",40대,4797.0,13.6,7135.0,20.2,35373.0
2015,N,"사업시설관리, 사업지원 및 임대 서비스업",50대,3591.0,12.4,4749.0,16.4,28993.0
2015,N,"사업시설관리, 사업지원 및 임대 서비스업",60대,1502.0,14.4,1460.0,14.0,10425.0
2015,N,"사업시설관리, 사업지원 및 임대 서비스업",70대 이상,390.0,16.8,260.0,11.2,2324.0
2015,N,"사업시설관리, 사업지원 및 임대 서비스업",계,15020.0,14.8,21595.0,21.3,101203.0
2015,N,"사업시설관리, 사업지원 및 임대 서비스업",남자,10086.0,14.1,14552.0,20.3,71672.0
2015,N,"사업시설관리, 사업지원 및 임대 서비스업",여자,4934.0,16.7,7043.0,23.8,29531.0
2015,N,"사업시설관리, 사업지원 및 임대 서비스업",연령미상,43.0,11.8,52.0,14.3,364.0
2015,P,교육서비스업,30대,6440.0,15.3,10178.0,24.2,42033.0
2015,P,교육서비스업,30대 미만,1159.0,18.5,2528.0,40.4,6255.0
2015,P,교육서비스업,40대,8701.0,14.2,10379.0,17.0,61076.0
2015,P,교육서비스업,50대,3993.0,14.8,3517.0,13.1,26920.0
2015,P,교육서비스업,60대,701.0,15.7,542.0,12.1,4479.0
2015,P,교육서비스업,70대 이상,182.0,17.8,110.0,10.8,1023.0
2015,P,교육서비스업,계,21181.0,14.9,27258.0,19.2,141830.0
2015,P,교육서비스업,남자,8577.0,13.8,10525.0,16.9,62166.0
2015,P,교육서비스업,여자,12604.0,15.8,16733.0,21.0,79664.0
2015,P,교육서비스업,연령미상,5.0,11.4,4.0,9.1,44.0
2015,Q,보건업 및 사회복지 서비스업,30대,624.0,5.1,2092.0,17.1,12203.0
2015,Q,보건업 및 사회복지 서비스업,30대 미만,47.0,15.5,144.0,47.4,304.0
2015,Q,보건업 및 사회복지 서비스업,40대,1121.0,4.2,1665.0,6.2,26971.0
2015,Q,보건업 및 사회복지 서비스업,50대,784.0,3.6,795.0,3.6,21895.0
2015,Q,보건업 및 사회복지 서비스업,60대,335.0,5.2,263.0,4.0,6502.0
2015,Q,보건업 및 사회복지 서비스업,70대 이상,216.0,9.6,75.0,3.3,2244.0
2015,Q,보건업 및 사회복지 서비스업,계,3127.0,4.5,5035.0,7.2,70124.0
2015,Q,보건업 및 사회복지 서비스업,남자,2242.0,3.9,3733.0,6.5,57817.0
2015,Q,보건업 및 사회복지 서비스업,여자,885.0,7.2,1302.0,10.6,12307.0
2015,Q,보건업 및 사회복지 서비스업,연령미상,,,1.0,20.0,5.0
2015,R,"예술, 스포츠 및 여가관련 서비스업",30대,4267.0,20.3,5697.0,27.1,20995.0
2015,R,"예술, 스포츠 및 여가관련 서비스업",30대 미만,1142.0,23.8,1886.0,39.3,4796.0
2015,R,"예술, 스포츠 및 여가관련 서비스업",40대,5673.0,18.0,6590.0,20.9,31596.0
2015,R,"예술, 스포츠 및 여가관련 서비스업",50대,5383.0,15.3,5390.0,15.3,35294.0
2015,R,"예술, 스포츠 및 여가관련 서비스업",60대,1762.0,14.6,1499.0,12.4,12092.0
2015,R,"예술, 스포츠 및 여가관련 서비스업",70대 이상,431.0,14.4,306.0,10.2,3002.0
2015,R,"예술, 스포츠 및 여가관련 서비스업",계,18664.0,17.3,21380.0,19.8,107806.0
2015,R,"예술, 스포츠 및 여가관련 서비스업",남자,10057.0,17.5,11808.0,20.6,57435.0
2015,R,"예술, 스포츠 및 여가관련 서비스업",여자,8607.0,17.1,9572.0,19.0,50371.0
2015,R,"예술, 스포츠 및 여가관련 서비스업",연령미상,6.0,19.4,12.0,38.7,31.0
2015,S,"협회 및 단체, 수리 및 기타 개인서비스업",30대,6234.0,13.2,11063.0,23.5,47057.0
2015,S,"협회 및 단체, 수리 및 기타 개인서비스업",30대 미만,1495.0,18.5,3477.0,43.0,8079.0
2015,S,"협회 및 단체, 수리 및 기타 개인서비스업",40대,8843.0,10.0,11831.0,13.3,88789.0
2015,S,"협회 및 단체, 수리 및 기타 개인서비스업",50대,7521.0,10.3,7520.0,10.3,72943.0
2015,S,"협회 및 단체, 수리 및 기타 개인서비스업",60대,3258.0,11.6,2374.0,8.5,27967.0
2015,S,"협회 및 단체, 수리 및 기타 개인서비스업",70대 이상,848.0,15.4,429.0,7.8,5494.0
2015,S,"협회 및 단체, 수리 및 기타 개인서비스업",계,28203.0,11.3,36702.0,14.7,250372.0
2015,S,"협회 및 단체, 수리 및 기타 개인서비스업",남자,12386.0,10.6,14943.0,12.8,116818.0
2015,S,"협회 및 단체, 수리 및 기타 개인서비스업",여자,15817.0,11.8,21759.0,16.3,133554.0
2015,S,"협회 및 단체, 수리 및 기타 개인서비스업",연령미상,4.0,9.3,8.0,18.6,43.0
2015,전체,전체,30대,124392.0,15.4,198131.0,24.5,808070.0
2015,전체,전체,30대 미만,33460.0,21.3,62382.0,39.8,156755.0
2015,전체,전체,40대,188887.0,11.4,258030.0,15.5,1662353.0
2015,전체,전체,50대,177904.0,9.9,205106.0,11.4,1797940.0
2015,전체,전체,60대,84323.0,9.9,74312.0,8.7,850663.0
2015,전체,전체,70대 이상,37710.0,12.0,22243.0,7.0,315538.0
2015,전체,전체,계,647304.0,11.6,821077.0,14.7,5597935.0
2015,전체,전체,남자,351503.0,10.1,448832.0,12.9,3482173.0
2015,전체,전체,여자,295801.0,14.0,372245.0,17.6,2115762.0
2015,전체,전체,연령미상,628.0,9.5,873.0,13.2,6616.0
2016,A,"농업, 임업 및 어업",30대,481.0,13.7,899.0,25.6,3515.0
2016,A,"농업, 임업 및 어업",30대 미만,114.0,15.6,283.0,38.8,730.0
2016,A,"농업, 임업 및 어업",40대,1008.0,12.7,1720.0,21.7,7943.0
2016,A,"농업, 임업 및 어업",50대,1994.0,11.8,2815.0,16.6,16934.0
2016,A,"농업, 임업 및 어업",60대,1562.0,12.9,1643.0,13.5,12155.0
2016,A,"농업, 임업 및 어업",70대 이상,603.0,18.2,475.0,14.4,3306.0
2016,A,"농업, 임업 및 어업",계,5762.0,12.9,7840.0,17.6,44589.0
2016,A,"농업, 임업 및 어업",남자,4523.0,12.5,6096.0,16.8,36263.0
2016,A,"농업, 임업 및 어업",여자,1239.0,14.9,1744.0,20.9,8326.0
2016,A,"농업, 임업 및 어업",연령미상,,,5.0,83.3,6.0
2016,B,광업,30대,6.0,7.4,9.0,11.1,81.0
2016,B,광업,30대 미만,3.0,27.3,3.0,27.3,11.0
2016,B,광업,40대,36.0,15.3,44.0,18.6,236.0
2016,B,광업,50대,68.0,12.7,74.0,13.8,536.0
2016,B,광업,60대,52.0,10.7,52.0,10.7,485.0
2016,B,광업,70대 이상,53.0,19.4,42.0,15.4,273.0
2016,B,광업,계,219.0,13.5,224.0,13.8,1625.0
2016,B,광업,남자,183.0,13.5,183.0,13.5,1353.0
2016,B,광업,여자,36.0,13.2,41.0,15.1,272.0
2016,B,광업,연령미상,1.0,33.3,,,3.0
2016,C,제조업,30대,5530.0,10.7,10728.0,20.8,51516.0
2016,C,제조업,30대 미만,1385.0,14.4,3275.0,34.0,9635.0
2016,C,제조업,40대,11813.0,7.7,17569.0,11.5,152455.0
2016,C,제조업,50대,13297.0,6.3,14302.0,6.8,209923.0
2016,C,제조업,60대,5153.0,6.7,3635.0,4.7,77308.0
2016,C,제조업,70대 이상,1461.0,9.3,622.0,4.0,15635.0
2016,C,제조업,계,38656.0,7.5,50167.0,9.7,516955.0
2016,C,제조업,남자,27698.0,6.8,35418.0,8.7,407167.0
2016,C,제조업,여자,10958.0,10.0,14749.0,13.4,109788.0
2016,C,제조업,연령미상,17.0,3.5,36.0,7.5,483.0
2016,D,"전기, 가스, 증기 및 공기조절 공급업",30대,41.0,2.6,399.0,25.3,1577.0
2016,D,"전기, 가스, 증기 및 공기조절 공급업",30대 미만,13.0,2.8,163.0,35.6,458.0
2016,D,"전기, 가스, 증기 및 공기조절 공급업",40대,131.0,3.5,837.0,22.2,3776.0
2016,D,"전기, 가스, 증기 및 공기조절 공급업",50대,161.0,2.3,1381.0,20.1,6855.0
