year,industry,ksic_section,owner_group,item,value
2018,"수도, 하수 및 폐기물처리, 원료재생업",E,연령미상,소멸률,20.0
2019,"수도, 하수 및 폐기물처리, 원료재생업",E,연령미상,활동,10.0
2019,"수도, 하수 및 폐기물처리, 원료재생업",E,연령미상,신생,7.0
2019,"수도, 하수 및 폐기물처리, 원료재생업",E,연령미상,소멸,
2019,"수도, 하수 및 폐기물처리, 원료재생업",E,연령미상,신생률,70.0
2019,"수도, 하수 및 폐기물처리, 원료재생업",E,연령미상,소멸률,
2020,"수도, 하수 및 폐기물처리, 원료재생업",E,연령미상,활동,10.0
2020,"수도, 하수 및 폐기물처리, 원료재생업",E,연령미상,신생,2.0
2020,"수도, 하수 및 폐기물처리, 원료재생업",E,연령미상,소멸,
2020,"수도, 하수 및 폐기물처리, 원료재생업",E,연령미상,신생률,20.0
2020,"수도, 하수 및 폐기물처리, 원료재생업",E,연령미상,소멸률,
2021,"수도, 하수 및 폐기물처리, 원료재생업",E,연령미상,활동,10.0
2021,"수도, 하수 및 폐기물처리, 원료재생업",E,연령미상,신생,
2021,"수도, 하수 및 폐기물처리, 원료재생업",E,연령미상,소멸,
2021,"수도, 하수 및 폐기물처리, 원료재생업",E,연령미상,신생률,
2021,"수도, 하수 및 폐기물처리, 원료재생업",E,연령미상,소멸률,
2022,"수도, 하수 및 폐기물처리, 원료재생업",E,연령미상,활동,10.0
2022,"수도, 하수 및 폐기물처리, 원료재생업",E,연령미상,신생,1.0
2022,"수도, 하수 및 폐기물처리, 원료재생업",E,연령미상,소멸,
2022,"수도, 하수 및 폐기물처리, 원료재생업",E,연령미상,신생률,10.0
2022,"수도, 하수 및 폐기물처리, 원료재생업",E,연령미상,소멸률,
2023,"수도, 하수 및 폐기물처리, 원료재생업",E,연령미상,활동,7.0
2023,"수도, 하수 및 폐기물처리, 원료재생업",E,연령미상,신생,
2023,"수도, 하수 및 폐기물처리, 원료재생업",E,연령미상,소멸,
2023,"수도, 하수 및 폐기물처리, 원료재생업",E,연령미상,신생률,
2023,"수도, 하수 및 폐기물처리, 원료재생업",E,연령미상,소멸률,
2024,"수도, 하수 및 폐기물처리, 원료재생업",E,연령미상,활동,6.0
2024,"수도, 하수 및 폐기물처리, 원료재생업",E,연령미상,신생,
2024,"수도, 하수 및 폐기물처리, 원료재생업",E,연령미상,신생률,
2011,건설업,F,계,활동,333819.0
2011,건설업,F,계,신생,34708.0
2011,건설업,F,계,소멸,27815.0
2011,건설업,F,계,신생률,10.4
2011,건설업,F,계,소멸률,8.3
2012,건설업,F,계,활동,339365.0
2012,건설업,F,계,신생,34256.0
2012,건설업,F,계,소멸,29822.0
2012,건설업,F,계,신생률,10.1
2012,건설업,F,계,소멸률,8.8
2013,건설업,F,계,활동,343556.0
2013,건설업,F,계,신생,32847.0
2013,건설업,F,계,소멸,27058.0
2013,건설업,F,계,신생률,9.6
2013,건설업,F,계,소멸률,7.9
2014,건설업,F,계,활동,353233.0
2014,건설업,F,계,신생,36493.0
2014,건설업,F,계,소멸,26655.0
2014,건설업,F,계,신생률,10.3
2014,건설업,F,계,소멸률,7.5
2015,건설업,F,계,활동,366159.0
2015,건설업,F,계,신생,39686.0
2015,건설업,F,계,소멸,26698.0
2015,건설업,F,계,신생률,10.8
2015,건설업,F,계,소멸률,7.3
2016,건설업,F,계,활동,384855.0
2016,건설업,F,계,신생,43345.0
2016,건설업,F,계,소멸,26387.0
2016,건설업,F,계,신생률,11.3
2016,건설업,F,계,소멸률,6.9
2017,건설업,F,계,활동,407286.0
2017,건설업,F,계,신생,46079.0
2017,건설업,F,계,소멸,28878.0
2017,건설업,F,계,신생률,11.3
2017,건설업,F,계,소멸률,7.1
2018,건설업,F,계,활동,425963.0
2018,건설업,F,계,신생,47679.0
2018,건설업,F,계,소멸,31145.0
2018,건설업,F,계,신생률,11.2
2018,건설업,F,계,소멸률,7.3
2019,건설업,F,계,활동,444396.0
2019,건설업,F,계,신생,51172.0
2019,건설업,F,계,소멸,31755.0
2019,건설업,F,계,신생률,11.5
2019,건설업,F,계,소멸률,7.1
2020,건설업,F,계,활동,465352.0
2020,건설업,F,계,신생,53585.0
2020,건설업,F,계,소멸,30841.0
2020,건설업,F,계,신생률,11.5
2020,건설업,F,계,소멸률,6.6
2021,건설업,F,계,활동,490882.0
2021,건설업,F,계,신생,55382.0
2021,건설업,F,계,소멸,34064.0
2021,건설업,F,계,신생률,11.3
2021,건설업,F,계,소멸률,6.9
2022,건설업,F,계,활동,509156.0
2022,건설업,F,계,신생,50725.0
2022,건설업,F,계,소멸,37192.0
2022,건설업,F,계,신생률,10.0
2022,건설업,F,계,소멸률,7.3
2023,건설업,F,계,활동,520473.0
2023,건설업,F,계,신생,49491.0
2023,건설업,F,계,소멸,39611.0
2023,건설업,F,계,신생률,9.5
2023,건설업,F,계,소멸률,7.6
2024,건설업,F,계,활동,526344.0
2024,건설업,F,계,신생,47376.0
2024,건설업,F,계,신생률,9.0
2011,건설업,F,남자,활동,270090.0
2011,건설업,F,남자,신생,26069.0
2011,건설업,F,남자,소멸,21437.0
2011,건설업,F,남자,신생률,9.7
2011,건설업,F,남자,소멸률,7.9
2012,건설업,F,남자,활동,273736.0
2012,건설업,F,남자,신생,25707.0
2012,건설업,F,남자,소멸,23019.0
2012,건설업,F,남자,신생률,9.4
2012,건설업,F,남자,소멸률,8.4
2013,건설업,F,남자,활동,276262.0
2013,건설업,F,남자,신생,24661.0
2013,건설업,F,남자,소멸,20699.0
2013,건설업,F,남자,신생률,8.9
2013,건설업,F,남자,소멸률,7.5
2014,건설업,F,남자,활동,283292.0
2014,건설업,F,남자,신생,27251.0
2014,건설업,F,남자,소멸,20367.0
2014,건설업,F,남자,신생률,9.6
2014,건설업,F,남자,소멸률,7.2
2015,건설업,F,남자,활동,292302.0
2015,건설업,F,남자,신생,29237.0
2015,건설업,F,남자,소멸,20054.0
2015,건설업,F,남자,신생률,10.0
2015,건설업,F,남자,소멸률,6.9
2016,건설업,F,남자,활동,305794.0
2016,건설업,F,남자,신생,31867.0
2016,건설업,F,남자,소멸,19682.0
2016,건설업,F,남자,신생률,10.4
2016,건설업,F,남자,소멸률,6.4
2017,건설업,F,남자,활동,321952.0
2017,건설업,F,남자,신생,33792.0
2017,건설업,F,남자,소멸,21507.0
2017,건설업,F,남자,신생률,10.5
2017,건설업,F,남자,소멸률,6.7
2018,건설업,F,남자,활동,335673.0
2018,건설업,F,남자,신생,35299.0
2018,건설업,F,남자,소멸,23116.0
2018,건설업,F,남자,신생률,10.5
2018,건설업,F,남자,소멸률,6.9
2019,건설업,F,남자,활동,349500.0
2019,건설업,F,남자,신생,38131.0
2019,건설업,F,남자,소멸,23633.0
2019,건설업,F,남자,신생률,10.9
2019,건설업,F,남자,소멸률,6.8
2020,건설업,F,남자,활동,364855.0
2020,건설업,F,남자,신생,39631.0
2020,건설업,F,남자,소멸,22733.0
2020,건설업,F,남자,신생률,10.9
2020,건설업,F,남자,소멸률,6.2
2021,건설업,F,남자,활동,384278.0
2021,건설업,F,남자,신생,41437.0
2021,건설업,F,남자,소멸,25481.0
2021,건설업,F,남자,신생률,10.8
2021,건설업,F,남자,소멸률,6.6
2022,건설업,F,남자,활동,398067.0
2022,건설업,F,남자,신생,38034.0
2022,건설업,F,남자,소멸,27847.0
2022,건설업,F,남자,신생률,9.6
2022,건설업,F,남자,소멸률,7.0
2023,건설업,F,남자,활동,406008.0
2023,건설업,F,남자,신생,36603.0
2023,건설업,F,남자,소멸,29626.0
2023,건설업,F,남자,신생률,9.0
2023,건설업,F,남자,소멸률,7.3
2024,건설업,F,남자,활동,410114.0
2024,건설업,F,남자,신생,35177.0
2024,건설업,F,남자,신생률,8.6
2011,건설업,F,여자,활동,63729.0
2011,건설업,F,여자,신생,8639.0
2011,건설업,F,여자,소멸,6378.0
2011,건설업,F,여자,신생률,13.6
2011,건설업,F,여자,소멸률,10.0
2012,건설업,F,여자,활동,65629.0
2012,건설업,F,여자,신생,8549.0
2012,건설업,F,여자,소멸,6803.0
2012,건설업,F,여자,신생률,13.0
2012,건설업,F,여자,소멸률,10.4
2013,건설업,F,여자,활동,67294.0
2013,건설업,F,여자,신생,8186.0
2013,건설업,F,여자,소멸,6359.0
2013,건설업,F,여자,신생률,12.2
2013,건설업,F,여자,소멸률,9.4
2014,건설업,F,여자,활동,69941.0
2014,건설업,F,여자,신생,9242.0
2014,건설업,F,여자,소멸,6288.0
2014,건설업,F,여자,신생률,13.2
2014,건설업,F,여자,소멸률,9.0
2015,건설업,F,여자,활동,73857.0
2015,건설업,F,여자,신생,10449.0
2015,건설업,F,여자,소멸,6644.0
2015,건설업,F,여자,신생률,14.1
2015,건설업,F,여자,소멸률,9.0
2016,건설업,F,여자,활동,79061.0
2016,건설업,F,여자,신생,11478.0
2016,건설업,F,여자,소멸,6705.0
2016,건설업,F,여자,신생률,14.5
2016,건설업,F,여자,소멸률,8.5
2017,건설업,F,여자,활동,85334.0
2017,건설업,F,여자,신생,12287.0
2017,건설업,F,여자,소멸,7371.0
2017,건설업,F,여자,신생률,14.4
2017,건설업,F,여자,소멸률,8.6
2018,건설업,F,여자,활동,90290.0
2018,건설업,F,여자,신생,12380.0
2018,건설업,F,여자,소멸,8029.0
2018,건설업,F,여자,신생률,13.7
2018,건설업,F,여자,소멸률,8.9
2019,건설업,F,여자,활동,94896.0
2019,건설업,F,여자,신생,13041.0
2019,건설업,F,여자,소멸,8122.0
2019,건설업,F,여자,신생률,13.7
2019,건설업,F,여자,소멸률,8.6
2020,건설업,F,여자,활동,100497.0
2020,건설업,F,여자,신생,13954.0
2020,건설업,F,여자,소멸,8108.0
2020,건설업,F,여자,신생률,13.9
2020,건설업,F,여자,소멸률,8.1
2021,건설업,F,여자,활동,106604.0
2021,건설업,F,여자,신생,13945.0
2021,건설업,F,여자,소멸,8583.0
2021,건설업,F,여자,신생률,13.1
2021,건설업,F,여자,소멸률,8.1
2022,건설업,F,여자,활동,111089.0
2022,건설업,F,여자,신생,12691.0
2022,건설업,F,여자,소멸,9345.0
2022,건설업,F,여자,신생률,11.4
2022,건설업,F,여자,소멸률,8.4
2023,건설업,F,여자,활동,114465.0
2023,건설업,F,여자,신생,12888.0
2023,건설업,F,여자,소멸,9985.0
2023,건설업,F,여자,신생률,11.3
2023,건설업,F,여자,소멸률,8.7
2024,건설업,F,여자,활동,116230.0
2024,건설업,F,여자,신생,12199.0
2024,건설업,F,여자,신생률,10.5
2011,건설업,F,30대 미만,활동,6871.0
2011,건설업,F,30대 미만,신생,1568.0
2011,건설업,F,30대 미만,소멸,829.0
2011,건설업,F,30대 미만,신생률,22.8
2011,건설업,F,30대 미만,소멸률,12.1
2012,건설업,F,30대 미만,활동,6653.0
2012,건설업,F,30대 미만,신생,1548.0
2012,건설업,F,30대 미만,소멸,849.0
2012,건설업,F,30대 미만,신생률,23.3
2012,건설업,F,30대 미만,소멸률,12.8
2013,건설업,F,30대 미만,활동,6336.0
2013,건설업,F,30대 미만,신생,1395.0
2013,건설업,F,30대 미만,소멸,749.0
2013,건설업,F,30대 미만,신생률,22.0
2013,건설업,F,30대 미만,소멸률,11.8
2014,건설업,F,30대 미만,활동,6352.0
2014,건설업,F,30대 미만,신생,1558.0
2014,건설업,F,30대 미만,소멸,751.0
2014,건설업,F,30대 미만,신생률,24.5
2014,건설업,F,30대 미만,소멸률,11.8
2015,건설업,F,30대 미만,활동,6757.0
2015,건설업,F,30대 미만,신생,1910.0
2015,건설업,F,30대 미만,소멸,831.0
2015,건설업,F,30대 미만,신생률,28.3
2015,건설업,F,30대 미만,소멸률,12.3
2016,건설업,F,30대 미만,활동,7669.0
2016,건설업,F,30대 미만,신생,2307.0
2016,건설업,F,30대 미만,소멸,865.0
2016,건설업,F,30대 미만,신생률,30.1
2016,건설업,F,30대 미만,소멸률,11.3
2017,건설업,F,30대 미만,활동,8814.0
2017,건설업,F,30대 미만,신생,2599.0
2017,건설업,F,30대 미만,소멸,1065.0
2017,건설업,F,30대 미만,신생률,29.5
2017,건설업,F,30대 미만,소멸률,12.1
2018,건설업,F,30대 미만,활동,9712.0
2018,건설업,F,30대 미만,신생,2834.0
2018,건설업,F,30대 미만,소멸,1168.0
2018,건설업,F,30대 미만,신생률,29.2
2018,건설업,F,30대 미만,소멸률,12.0
2019,건설업,F,30대 미만,활동,10488.0
2019,건설업,F,30대 미만,신생,2992.0
2019,건설업,F,30대 미만,소멸,1266.0
2019,건설업,F,30대 미만,신생률,28.5
2019,건설업,F,30대 미만,소멸률,12.1
2020,건설업,F,30대 미만,활동,11579.0
2020,건설업,F,30대 미만,신생,3484.0
2020,건설업,F,30대 미만,소멸,1278.0
2020,건설업,F,30대 미만,신생률,30.1
2020,건설업,F,30대 미만,소멸률,11.0
2021,건설업,F,30대 미만,활동,12554.0
2021,건설업,F,30대 미만,신생,3656.0
2021,건설업,F,30대 미만,소멸,1446.0
2021,건설업,F,30대 미만,신생률,29.1
2021,건설업,F,30대 미만,소멸률,11.5
2022,건설업,F,30대 미만,활동,12857.0
2022,건설업,F,30대 미만,신생,3306.0
2022,건설업,F,30대 미만,소멸,1597.0
2022,건설업,F,30대 미만,신생률,25.7
2022,건설업,F,30대 미만,소멸률,12.4
2023,건설업,F,30대 미만,활동,12629.0
2023,건설업,F,30대 미만,신생,3275.0
2023,건설업,F,30대 미만,소멸,1561.0
2023,건설업,F,30대 미만,신생률,25.9
2023,건설업,F,30대 미만,소멸률,12.4
2024,건설업,F,30대 미만,활동,12167.0
2024,건설업,F,30대 미만,신생,3116.0
2024,건설업,F,30대 미만,신생률,25.6
2011,건설업,F,30대,활동,55534.0
2011,건설업,F,30대,신생,8008.0
2011,건설업,F,30대,소멸,4866.0
2011,건설업,F,30대,신생률,14.4
2011,건설업,F,30대,소멸률,8.8
2012,건설업,F,30대,활동,51035.0
2012,건설업,F,30대,신생,7738.0
2012,건설업,F,30대,소멸,4870.0
2012,건설업,F,30대,신생률,15.2
2012,건설업,F,30대,소멸률,9.5
2013,건설업,F,30대,활동,46264.0
2013,건설업,F,30대,신생,7018.0
2013,건설업,F,30대,소멸,4155.0
2013,건설업,F,30대,신생률,15.2
2013,건설업,F,30대,소멸률,9.0
2014,건설업,F,30대,활동,42850.0
2014,건설업,F,30대,신생,7431.0
2014,건설업,F,30대,소멸,3796.0
2014,건설업,F,30대,신생률,17.3
2014,건설업,F,30대,소멸률,8.9
2015,건설업,F,30대,활동,42045.0
2015,건설업,F,30대,신생,7907.0
2015,건설업,F,30대,소멸,3656.0
2015,건설업,F,30대,신생률,18.8
2015,건설업,F,30대,소멸률,8.7
2016,건설업,F,30대,활동,42600.0
2016,건설업,F,30대,신생,8255.0
2016,건설업,F,30대,소멸,3756.0
2016,건설업,F,30대,신생률,19.4
2016,건설업,F,30대,소멸률,8.8
2017,건설업,F,30대,활동,43007.0
2017,건설업,F,30대,신생,8499.0
2017,건설업,F,30대,소멸,3994.0
2017,건설업,F,30대,신생률,19.8
2017,건설업,F,30대,소멸률,9.3
2018,건설업,F,30대,활동,42981.0
2018,건설업,F,30대,신생,8359.0
2018,건설업,F,30대,소멸,4262.0
2018,건설업,F,30대,신생률,19.4
2018,건설업,F,30대,소멸률,9.9
2019,건설업,F,30대,활동,41903.0
2019,건설업,F,30대,신생,8389.0
2019,건설업,F,30대,소멸,4060.0
2019,건설업,F,30대,신생률,20.0
2019,건설업,F,30대,소멸률,9.7
2020,건설업,F,30대,활동,41285.0
2020,건설업,F,30대,신생,8403.0
2020,건설업,F,30대,소멸,3637.0
2020,건설업,F,30대,신생률,20.4
2020,건설업,F,30대,소멸률,8.8
2021,건설업,F,30대,활동,42345.0
2021,건설업,F,30대,신생,8743.0
2021,건설업,F,30대,소멸,4055.0
2021,건설업,F,30대,신생률,20.6
2021,건설업,F,30대,소멸률,9.6
2022,건설업,F,30대,활동,42480.0
2022,건설업,F,30대,신생,7885.0
2022,건설업,F,30대,소멸,4211.0
2022,건설업,F,30대,신생률,18.6
2022,건설업,F,30대,소멸률,9.9
2023,건설업,F,30대,활동,42354.0
2023,건설업,F,30대,신생,7864.0
2023,건설업,F,30대,소멸,4333.0
2023,건설업,F,30대,신생률,18.6
2023,건설업,F,30대,소멸률,10.2
2024,건설업,F,30대,활동,43078.0
2024,건설업,F,30대,신생,7809.0
2024,건설업,F,30대,신생률,18.1
2011,건설업,F,40대,활동,134531.0
2011,건설업,F,40대,신생,13831.0
2011,건설업,F,40대,소멸,10564.0
2011,건설업,F,40대,신생률,10.3
2011,건설업,F,40대,소멸률,7.9
2012,건설업,F,40대,활동,135355.0
2012,건설업,F,40대,신생,13865.0
2012,건설업,F,40대,소멸,11519.0
2012,건설업,F,40대,신생률,10.2
2012,건설업,F,40대,소멸률,8.5
2013,건설업,F,40대,활동,136149.0
2013,건설업,F,40대,신생,13469.0
2013,건설업,F,40대,소멸,10133.0
2013,건설업,F,40대,신생률,9.9
2013,건설업,F,40대,소멸률,7.4
2014,건설업,F,40대,활동,137729.0
2014,건설업,F,40대,신생,14796.0
2014,건설업,F,40대,소멸,9855.0
2014,건설업,F,40대,신생률,10.7
2014,건설업,F,40대,소멸률,7.2
2015,건설업,F,40대,활동,137931.0
2015,건설업,F,40대,신생,15564.0
2015,건설업,F,40대,소멸,9664.0
2015,건설업,F,40대,신생률,11.3
2015,건설업,F,40대,소멸률,7.0
2016,건설업,F,40대,활동,138955.0
2016,건설업,F,40대,신생,16416.0
2016,건설업,F,40대,소멸,8850.0
2016,건설업,F,40대,신생률,11.8
2016,건설업,F,40대,소멸률,6.4
2017,건설업,F,40대,활동,140224.0
2017,건설업,F,40대,신생,16751.0
2017,건설업,F,40대,소멸,9592.0
2017,건설업,F,40대,신생률,11.9
2017,건설업,F,40대,소멸률,6.8
2018,건설업,F,40대,활동,137056.0
2018,건설업,F,40대,신생,16666.0
2018,건설업,F,40대,소멸,9719.0
2018,건설업,F,40대,신생률,12.2
2018,건설업,F,40대,소멸률,7.1
2019,건설업,F,40대,활동,134474.0
2019,건설업,F,40대,신생,17091.0
2019,건설업,F,40대,소멸,9357.0
2019,건설업,F,40대,신생률,12.7
2019,건설업,F,40대,소멸률,7.0
2020,건설업,F,40대,활동,132313.0
2020,건설업,F,40대,신생,17026.0
2020,건설업,F,40대,소멸,8596.0
2020,건설업,F,40대,신생률,12.9
2020,건설업,F,40대,소멸률,6.5
2021,건설업,F,40대,활동,130153.0
2021,건설업,F,40대,신생,16996.0
2021,건설업,F,40대,소멸,9109.0
2021,건설업,F,40대,신생률,13.1
2021,건설업,F,40대,소멸률,7.0
2022,건설업,F,40대,활동,125938.0
2022,건설업,F,40대,신생,15157.0
2022,건설업,F,40대,소멸,9243.0
2022,건설업,F,40대,신생률,12.0
2022,건설업,F,40대,소멸률,7.3
2023,건설업,F,40대,활동,119961.0
2023,건설업,F,40대,신생,14421.0
2023,건설업,F,40대,소멸,9305.0
2023,건설업,F,40대,신생률,12.0
2023,건설업,F,40대,소멸률,7.8
2024,건설업,F,40대,활동,112572.0
2024,건설업,F,40대,신생,13007.0
2024,건설업,F,40대,신생률,11.6
2011,건설업,F,50대,활동,105397.0
2011,건설업,F,50대,신생,8600.0
2011,건설업,F,50대,소멸,8208.0
2011,건설업,F,50대,신생률,8.2
2011,건설업,F,50대,소멸률,7.8
2012,건설업,F,50대,활동,113699.0
2012,건설업,F,50대,신생,8784.0
2012,건설업,F,50대,소멸,9374.0
2012,건설업,F,50대,신생률,7.7
2012,건설업,F,50대,소멸률,8.2
2013,건설업,F,50대,활동,119687.0
2013,건설업,F,50대,신생,8786.0
2013,건설업,F,50대,소멸,8819.0
2013,건설업,F,50대,신생률,7.3
2013,건설업,F,50대,소멸률,7.4
2014,건설업,F,50대,활동,126540.0
2014,건설업,F,50대,신생,10157.0
2014,건설업,F,50대,소멸,8742.0
2014,건설업,F,50대,신생률,8.0
2014,건설업,F,50대,소멸률,6.9
2015,건설업,F,50대,활동,133765.0
2015,건설업,F,50대,신생,11186.0
2015,건설업,F,50대,소멸,8969.0
2015,건설업,F,50대,신생률,8.4
2015,건설업,F,50대,소멸률,6.7
2016,건설업,F,50대,활동,142912.0
2016,건설업,F,50대,신생,12597.0
2016,건설업,F,50대,소멸,8985.0
2016,건설업,F,50대,신생률,8.8
2016,건설업,F,50대,소멸률,6.3
2017,건설업,F,50대,활동,152996.0
2017,건설업,F,50대,신생,13754.0
2017,건설업,F,50대,소멸,9672.0
2017,건설업,F,50대,신생률,9.0
2017,건설업,F,50대,소멸률,6.3
2018,건설업,F,50대,활동,163555.0
2018,건설업,F,50대,신생,14662.0
2018,건설업,F,50대,소멸,10610.0
2018,건설업,F,50대,신생률,9.0
2018,건설업,F,50대,소멸률,6.5
2019,건설업,F,50대,활동,172716.0
2019,건설업,F,50대,신생,16468.0
2019,건설업,F,50대,소멸,10998.0
2019,건설업,F,50대,신생률,9.5
2019,건설업,F,50대,소멸률,6.4
2020,건설업,F,50대,활동,180855.0
2020,건설업,F,50대,신생,17338.0
2020,건설업,F,50대,소멸,10777.0
2020,건설업,F,50대,신생률,9.6
2020,건설업,F,50대,소멸률,6.0
2021,건설업,F,50대,활동,190748.0
2021,건설업,F,50대,신생,17747.0
2021,건설업,F,50대,소멸,11465.0
2021,건설업,F,50대,신생률,9.3
2021,건설업,F,50대,소멸률,6.0
2022,건설업,F,50대,활동,198106.0
2022,건설업,F,50대,신생,16384.0
2022,건설업,F,50대,소멸,12667.0
2022,건설업,F,50대,신생률,8.3
2022,건설업,F,50대,소멸률,6.4
2023,건설업,F,50대,활동,204130.0
2023,건설업,F,50대,신생,15919.0
2023,건설업,F,50대,소멸,14075.0
2023,건설업,F,50대,신생률,7.8
2023,건설업,F,50대,소멸률,6.9
2024,건설업,F,50대,활동,205288.0
2024,건설업,F,50대,신생,15057.0
2024,건설업,F,50대,신생률,7.3
2011,건설업,F,60대,활동,23353.0
2011,건설업,F,60대,신생,1858.0
2011,건설업,F,60대,소멸,2180.0
2011,건설업,F,60대,신생률,8.0
2011,건설업,F,60대,소멸률,9.3
2012,건설업,F,60대,활동,26928.0
2012,건설업,F,60대,신생,1898.0
2012,건설업,F,60대,소멸,2484.0
2012,건설업,F,60대,신생률,7.0
2012,건설업,F,60대,소멸률,9.2
2013,건설업,F,60대,활동,29779.0
2013,건설업,F,60대,신생,1838.0
2013,건설업,F,60대,소멸,2606.0
2013,건설업,F,60대,신생률,6.2
2013,건설업,F,60대,소멸률,8.8
2014,건설업,F,60대,활동,34113.0
2014,건설업,F,60대,신생,2183.0
2014,건설업,F,60대,소멸,2901.0
2014,건설업,F,60대,신생률,6.4
2014,건설업,F,60대,소멸률,8.5
2015,건설업,F,60대,활동,39757.0
2015,건설업,F,60대,신생,2689.0
2015,건설업,F,60대,소멸,2954.0
2015,건설업,F,60대,신생률,6.8
2015,건설업,F,60대,소멸률,7.4
2016,건설업,F,60대,활동,46235.0
2016,건설업,F,60대,신생,3310.0
2016,건설업,F,60대,소멸,3374.0
2016,건설업,F,60대,신생률,7.2
2016,건설업,F,60대,소멸률,7.3
2017,건설업,F,60대,활동,54658.0
2017,건설업,F,60대,신생,3949.0
2017,건설업,F,60대,소멸,3859.0
2017,건설업,F,60대,신생률,7.2
2017,건설업,F,60대,소멸률,7.1
2018,건설업,F,60대,활동,63891.0
2018,건설업,F,60대,신생,4545.0
2018,건설업,F,60대,소멸,4523.0
2018,건설업,F,60대,신생률,7.1
2018,건설업,F,60대,소멸률,7.1
2019,건설업,F,60대,활동,74912.0
2019,건설업,F,60대,신생,5586.0
2019,건설업,F,60대,소멸,5154.0
2019,건설업,F,60대,신생률,7.5
2019,건설업,F,60대,소멸률,6.9
2020,건설업,F,60대,활동,87899.0
2020,건설업,F,60대,신생,6498.0
2020,건설업,F,60대,소멸,5606.0
2020,건설업,F,60대,신생률,7.4
2020,건설업,F,60대,소멸률,6.4
2021,건설업,F,60대,활동,101936.0
2021,건설업,F,60대,신생,7330.0
2021,건설업,F,60대,소멸,6760.0
2021,건설업,F,60대,신생률,7.2
2021,건설업,F,60대,소멸률,6.6
2022,건설업,F,60대,활동,113723.0
2022,건설업,F,60대,신생,7071.0
2022,건설업,F,60대,소멸,7989.0
2022,건설업,F,60대,신생률,6.2
2022,건설업,F,60대,소멸률,7.0
2023,건설업,F,60대,활동,122818.0
2023,건설업,F,60대,신생,7031.0
2023,건설업,F,60대,소멸,8623.0
2023,건설업,F,60대,신생률,5.7
2023,건설업,F,60대,소멸률,7.0
2024,건설업,F,60대,활동,131139.0
2024,건설업,F,60대,신생,7306.0
2024,건설업,F,60대,신생률,5.6
2011,건설업,F,70대 이상,활동,4199.0
2011,건설업,F,70대 이상,신생,373.0
2011,건설업,F,70대 이상,소멸,511.0
2011,건설업,F,70대 이상,신생률,8.9
2011,건설업,F,70대 이상,소멸률,12.2
2012,건설업,F,70대 이상,활동,5004.0
2012,건설업,F,70대 이상,신생,413.0
2012,건설업,F,70대 이상,소멸,627.0
2012,건설업,F,70대 이상,신생률,8.3
2012,건설업,F,70대 이상,소멸률,12.5
2013,건설업,F,70대 이상,활동,5262.0
2013,건설업,F,70대 이상,신생,328.0
2013,건설업,F,70대 이상,소멸,581.0
2013,건설업,F,70대 이상,신생률,6.2
2013,건설업,F,70대 이상,소멸률,11.0
2014,건설업,F,70대 이상,활동,5574.0
2014,건설업,F,70대 이상,신생,357.0
2014,건설업,F,70대 이상,소멸,600.0
2014,건설업,F,70대 이상,신생률,6.4
2014,건설업,F,70대 이상,소멸률,10.8
2015,건설업,F,70대 이상,활동,5864.0
2015,건설업,F,70대 이상,신생,414.0
2015,건설업,F,70대 이상,소멸,617.0
2015,건설업,F,70대 이상,신생률,7.1
2015,건설업,F,70대 이상,소멸률,10.5
2016,건설업,F,70대 이상,활동,6435.0
2016,건설업,F,70대 이상,신생,448.0
2016,건설업,F,70대 이상,소멸,549.0
2016,건설업,F,70대 이상,신생률,7.0
2016,건설업,F,70대 이상,소멸률,8.5
2017,건설업,F,70대 이상,활동,7528.0
2017,건설업,F,70대 이상,신생,511.0
2017,건설업,F,70대 이상,소멸,687.0
2017,건설업,F,70대 이상,신생률,6.8
2017,건설업,F,70대 이상,소멸률,9.1
2018,건설업,F,70대 이상,활동,8705.0
2018,건설업,F,70대 이상,신생,599.0
2018,건설업,F,70대 이상,소멸,852.0
2018,건설업,F,70대 이상,신생률,6.9
2018,건설업,F,70대 이상,소멸률,9.8
2019,건설업,F,70대 이상,활동,9843.0
2019,건설업,F,70대 이상,신생,643.0
2019,건설업,F,70대 이상,소멸,907.0
2019,건설업,F,70대 이상,신생률,6.5
2019,건설업,F,70대 이상,소멸률,9.2
2020,건설업,F,70대 이상,활동,11366.0
2020,건설업,F,70대 이상,신생,828.0
2020,건설업,F,70대 이상,소멸,933.0
2020,건설업,F,70대 이상,신생률,7.3
2020,건설업,F,70대 이상,소멸률,8.2
2021,건설업,F,70대 이상,활동,13091.0
2021,건설업,F,70대 이상,신생,892.0
2021,건설업,F,70대 이상,소멸,1220.0
2021,건설업,F,70대 이상,신생률,6.8
2021,건설업,F,70대 이상,소멸률,9.3
2022,건설업,F,70대 이상,활동,15988.0
2022,건설업,F,70대 이상,신생,905.0
2022,건설업,F,70대 이상,소멸,1473.0
2022,건설업,F,70대 이상,신생률,5.7
2022,건설업,F,70대 이상,소멸률,9.2
2023,건설업,F,70대 이상,활동,18515.0
2023,건설업,F,70대 이상,신생,968.0
2023,건설업,F,70대 이상,소멸,1709.0
2023,건설업,F,70대 이상,신생률,5.2
2023,건설업,F,70대 이상,소멸률,9.2
2024,건설업,F,70대 이상,활동,22023.0
2024,건설업,F,70대 이상,신생,1064.0
2024,건설업,F,70대 이상,신생률,4.8
2011,건설업,F,연령미상,활동,3934.0
