year,industry,ksic_section,owner_group,item,value
2017,숙박 및 음식점업,I,50대,신생률,15.2
2017,숙박 및 음식점업,I,50대,소멸률,15.7
2018,숙박 및 음식점업,I,50대,활동,268299.0
2018,숙박 및 음식점업,I,50대,신생,39984.0
2018,숙박 및 음식점업,I,50대,소멸,39660.0
2018,숙박 및 음식점업,I,50대,신생률,14.9
2018,숙박 및 음식점업,I,50대,소멸률,14.8
2019,숙박 및 음식점업,I,50대,활동,269013.0
2019,숙박 및 음식점업,I,50대,신생,41632.0
2019,숙박 및 음식점업,I,50대,소멸,37978.0
2019,숙박 및 음식점업,I,50대,신생률,15.5
2019,숙박 및 음식점업,I,50대,소멸률,14.1
2020,숙박 및 음식점업,I,50대,활동,262034.0
2020,숙박 및 음식점업,I,50대,신생,36407.0
2020,숙박 및 음식점업,I,50대,소멸,35811.0
2020,숙박 및 음식점업,I,50대,신생률,13.9
2020,숙박 및 음식점업,I,50대,소멸률,13.7
2021,숙박 및 음식점업,I,50대,활동,253866.0
2021,숙박 및 음식점업,I,50대,신생,32481.0
2021,숙박 및 음식점업,I,50대,소멸,30738.0
2021,숙박 및 음식점업,I,50대,신생률,12.8
2021,숙박 및 음식점업,I,50대,소멸률,12.1
2022,숙박 및 음식점업,I,50대,활동,250475.0
2022,숙박 및 음식점업,I,50대,신생,31904.0
2022,숙박 및 음식점업,I,50대,소멸,31234.0
2022,숙박 및 음식점업,I,50대,신생률,12.7
2022,숙박 및 음식점업,I,50대,소멸률,12.5
2023,숙박 및 음식점업,I,50대,활동,252249.0
2023,숙박 및 음식점업,I,50대,신생,35069.0
2023,숙박 및 음식점업,I,50대,소멸,33614.0
2023,숙박 및 음식점업,I,50대,신생률,13.9
2023,숙박 및 음식점업,I,50대,소멸률,13.3
2024,숙박 및 음식점업,I,50대,활동,247935.0
2024,숙박 및 음식점업,I,50대,신생,33554.0
2024,숙박 및 음식점업,I,50대,신생률,13.5
2011,숙박 및 음식점업,I,60대,활동,68911.0
2011,숙박 및 음식점업,I,60대,신생,9194.0
2011,숙박 및 음식점업,I,60대,소멸,11609.0
2011,숙박 및 음식점업,I,60대,신생률,13.3
2011,숙박 및 음식점업,I,60대,소멸률,16.8
2012,숙박 및 음식점업,I,60대,활동,75161.0
2012,숙박 및 음식점업,I,60대,신생,9366.0
2012,숙박 및 음식점업,I,60대,소멸,14474.0
2012,숙박 및 음식점업,I,60대,신생률,12.5
2012,숙박 및 음식점업,I,60대,소멸률,19.3
2013,숙박 및 음식점업,I,60대,활동,77181.0
2013,숙박 및 음식점업,I,60대,신생,8755.0
2013,숙박 및 음식점업,I,60대,소멸,12704.0
2013,숙박 및 음식점업,I,60대,신생률,11.3
2013,숙박 및 음식점업,I,60대,소멸률,16.5
2014,숙박 및 음식점업,I,60대,활동,86198.0
2014,숙박 및 음식점업,I,60대,신생,11568.0
2014,숙박 및 음식점업,I,60대,소멸,14707.0
2014,숙박 및 음식점업,I,60대,신생률,13.4
2014,숙박 및 음식점업,I,60대,소멸률,17.1
2015,숙박 및 음식점업,I,60대,활동,96188.0
2015,숙박 및 음식점업,I,60대,신생,11795.0
2015,숙박 및 음식점업,I,60대,소멸,15015.0
2015,숙박 및 음식점업,I,60대,신생률,12.3
2015,숙박 및 음식점업,I,60대,소멸률,15.6
2016,숙박 및 음식점업,I,60대,활동,106913.0
2016,숙박 및 음식점업,I,60대,신생,13426.0
2016,숙박 및 음식점업,I,60대,소멸,16420.0
2016,숙박 및 음식점업,I,60대,신생률,12.6
2016,숙박 및 음식점업,I,60대,소멸률,15.4
2017,숙박 및 음식점업,I,60대,활동,118547.0
2017,숙박 및 음식점업,I,60대,신생,14399.0
2017,숙박 및 음식점업,I,60대,소멸,18752.0
2017,숙박 및 음식점업,I,60대,신생률,12.1
2017,숙박 및 음식점업,I,60대,소멸률,15.8
2018,숙박 및 음식점업,I,60대,활동,128519.0
2018,숙박 및 음식점업,I,60대,신생,14919.0
2018,숙박 및 음식점업,I,60대,소멸,18571.0
2018,숙박 및 음식점업,I,60대,신생률,11.6
2018,숙박 및 음식점업,I,60대,소멸률,14.5
2019,숙박 및 음식점업,I,60대,활동,143283.0
2019,숙박 및 음식점업,I,60대,신생,17518.0
2019,숙박 및 음식점업,I,60대,소멸,19615.0
2019,숙박 및 음식점업,I,60대,신생률,12.2
2019,숙박 및 음식점업,I,60대,소멸률,13.7
2020,숙박 및 음식점업,I,60대,활동,158637.0
2020,숙박 및 음식점업,I,60대,신생,17005.0
2020,숙박 및 음식점업,I,60대,소멸,21558.0
2020,숙박 및 음식점업,I,60대,신생률,10.7
2020,숙박 및 음식점업,I,60대,소멸률,13.6
2021,숙박 및 음식점업,I,60대,활동,171075.0
2021,숙박 및 음식점업,I,60대,신생,15989.0
2021,숙박 및 음식점업,I,60대,소멸,20084.0
2021,숙박 및 음식점업,I,60대,신생률,9.3
2021,숙박 및 음식점업,I,60대,소멸률,11.7
2022,숙박 및 음식점업,I,60대,활동,181836.0
2022,숙박 및 음식점업,I,60대,신생,15943.0
2022,숙박 및 음식점업,I,60대,소멸,21430.0
2022,숙박 및 음식점업,I,60대,신생률,8.8
2022,숙박 및 음식점업,I,60대,소멸률,11.8
2023,숙박 및 음식점업,I,60대,활동,191071.0
2023,숙박 및 음식점업,I,60대,신생,18253.0
2023,숙박 및 음식점업,I,60대,소멸,22445.0
2023,숙박 및 음식점업,I,60대,신생률,9.6
2023,숙박 및 음식점업,I,60대,소멸률,11.7
2024,숙박 및 음식점업,I,60대,활동,198590.0
2024,숙박 및 음식점업,I,60대,신생,18566.0
2024,숙박 및 음식점업,I,60대,신생률,9.3
2011,숙박 및 음식점업,I,70대 이상,활동,17212.0
2011,숙박 및 음식점업,I,70대 이상,신생,2193.0
2011,숙박 및 음식점업,I,70대 이상,소멸,3326.0
2011,숙박 및 음식점업,I,70대 이상,신생률,12.7
2011,숙박 및 음식점업,I,70대 이상,소멸률,19.3
2012,숙박 및 음식점업,I,70대 이상,활동,19190.0
2012,숙박 및 음식점업,I,70대 이상,신생,2238.0
2012,숙박 및 음식점업,I,70대 이상,소멸,4421.0
2012,숙박 및 음식점업,I,70대 이상,신생률,11.7
2012,숙박 및 음식점업,I,70대 이상,소멸률,23.0
2013,숙박 및 음식점업,I,70대 이상,활동,19383.0
2013,숙박 및 음식점업,I,70대 이상,신생,2020.0
2013,숙박 및 음식점업,I,70대 이상,소멸,3841.0
2013,숙박 및 음식점업,I,70대 이상,신생률,10.4
2013,숙박 및 음식점업,I,70대 이상,소멸률,19.8
2014,숙박 및 음식점업,I,70대 이상,활동,20465.0
2014,숙박 및 음식점업,I,70대 이상,신생,2449.0
2014,숙박 및 음식점업,I,70대 이상,소멸,4251.0
2014,숙박 및 음식점업,I,70대 이상,신생률,12.0
2014,숙박 및 음식점업,I,70대 이상,소멸률,20.8
2015,숙박 및 음식점업,I,70대 이상,활동,20679.0
2015,숙박 및 음식점업,I,70대 이상,신생,2308.0
2015,숙박 및 음식점업,I,70대 이상,소멸,3946.0
2015,숙박 및 음식점업,I,70대 이상,신생률,11.2
2015,숙박 및 음식점업,I,70대 이상,소멸률,19.1
2016,숙박 및 음식점업,I,70대 이상,활동,21983.0
2016,숙박 및 음식점업,I,70대 이상,신생,2557.0
2016,숙박 및 음식점업,I,70대 이상,소멸,4023.0
2016,숙박 및 음식점업,I,70대 이상,신생률,11.6
2016,숙박 및 음식점업,I,70대 이상,소멸률,18.3
2017,숙박 및 음식점업,I,70대 이상,활동,24354.0
2017,숙박 및 음식점업,I,70대 이상,신생,2747.0
2017,숙박 및 음식점업,I,70대 이상,소멸,4768.0
2017,숙박 및 음식점업,I,70대 이상,신생률,11.3
2017,숙박 및 음식점업,I,70대 이상,소멸률,19.6
2018,숙박 및 음식점업,I,70대 이상,활동,26048.0
2018,숙박 및 음식점업,I,70대 이상,신생,2680.0
2018,숙박 및 음식점업,I,70대 이상,소멸,4618.0
2018,숙박 및 음식점업,I,70대 이상,신생률,10.3
2018,숙박 및 음식점업,I,70대 이상,소멸률,17.7
2019,숙박 및 음식점업,I,70대 이상,활동,28431.0
2019,숙박 및 음식점업,I,70대 이상,신생,3140.0
2019,숙박 및 음식점업,I,70대 이상,소멸,4804.0
2019,숙박 및 음식점업,I,70대 이상,신생률,11.0
2019,숙박 및 음식점업,I,70대 이상,소멸률,16.9
2020,숙박 및 음식점업,I,70대 이상,활동,31117.0
2020,숙박 및 음식점업,I,70대 이상,신생,3238.0
2020,숙박 및 음식점업,I,70대 이상,소멸,5203.0
2020,숙박 및 음식점업,I,70대 이상,신생률,10.4
2020,숙박 및 음식점업,I,70대 이상,소멸률,16.7
2021,숙박 및 음식점업,I,70대 이상,활동,33334.0
2021,숙박 및 음식점업,I,70대 이상,신생,3128.0
2021,숙박 및 음식점업,I,70대 이상,소멸,5131.0
2021,숙박 및 음식점업,I,70대 이상,신생률,9.4
2021,숙박 및 음식점업,I,70대 이상,소멸률,15.4
2022,숙박 및 음식점업,I,70대 이상,활동,37747.0
2022,숙박 및 음식점업,I,70대 이상,신생,3076.0
2022,숙박 및 음식점업,I,70대 이상,소멸,5609.0
2022,숙박 및 음식점업,I,70대 이상,신생률,8.1
2022,숙박 및 음식점업,I,70대 이상,소멸률,14.9
2023,숙박 및 음식점업,I,70대 이상,활동,41747.0
2023,숙박 및 음식점업,I,70대 이상,신생,3507.0
2023,숙박 및 음식점업,I,70대 이상,소멸,6108.0
2023,숙박 및 음식점업,I,70대 이상,신생률,8.4
2023,숙박 및 음식점업,I,70대 이상,소멸률,14.6
2024,숙박 및 음식점업,I,70대 이상,활동,47403.0
2024,숙박 및 음식점업,I,70대 이상,신생,3804.0
2024,숙박 및 음식점업,I,70대 이상,신생률,8.0
2011,숙박 및 음식점업,I,연령미상,활동,3063.0
2011,숙박 및 음식점업,I,연령미상,신생,818.0
2011,숙박 및 음식점업,I,연령미상,소멸,951.0
2011,숙박 및 음식점업,I,연령미상,신생률,26.7
2011,숙박 및 음식점업,I,연령미상,소멸률,31.0
2012,숙박 및 음식점업,I,연령미상,활동,1690.0
2012,숙박 및 음식점업,I,연령미상,신생,124.0
2012,숙박 및 음식점업,I,연령미상,소멸,431.0
2012,숙박 및 음식점업,I,연령미상,신생률,7.3
2012,숙박 및 음식점업,I,연령미상,소멸률,25.5
2013,숙박 및 음식점업,I,연령미상,활동,544.0
2013,숙박 및 음식점업,I,연령미상,신생,102.0
2013,숙박 및 음식점업,I,연령미상,소멸,120.0
2013,숙박 및 음식점업,I,연령미상,신생률,18.8
2013,숙박 및 음식점업,I,연령미상,소멸률,22.1
2014,숙박 및 음식점업,I,연령미상,활동,508.0
2014,숙박 및 음식점업,I,연령미상,신생,111.0
2014,숙박 및 음식점업,I,연령미상,소멸,99.0
2014,숙박 및 음식점업,I,연령미상,신생률,21.9
2014,숙박 및 음식점업,I,연령미상,소멸률,19.5
2015,숙박 및 음식점업,I,연령미상,활동,82.0
2015,숙박 및 음식점업,I,연령미상,신생,20.0
2015,숙박 및 음식점업,I,연령미상,소멸,10.0
2015,숙박 및 음식점업,I,연령미상,신생률,24.4
2015,숙박 및 음식점업,I,연령미상,소멸률,12.2
2016,숙박 및 음식점업,I,연령미상,활동,82.0
2016,숙박 및 음식점업,I,연령미상,신생,17.0
2016,숙박 및 음식점업,I,연령미상,소멸,14.0
2016,숙박 및 음식점업,I,연령미상,신생률,20.7
2016,숙박 및 음식점업,I,연령미상,소멸률,17.1
2017,숙박 및 음식점업,I,연령미상,활동,82.0
2017,숙박 및 음식점업,I,연령미상,신생,14.0
2017,숙박 및 음식점업,I,연령미상,소멸,11.0
2017,숙박 및 음식점업,I,연령미상,신생률,17.1
2017,숙박 및 음식점업,I,연령미상,소멸률,13.4
2018,숙박 및 음식점업,I,연령미상,활동,82.0
2018,숙박 및 음식점업,I,연령미상,신생,18.0
2018,숙박 및 음식점업,I,연령미상,소멸,10.0
2018,숙박 및 음식점업,I,연령미상,신생률,22.0
2018,숙박 및 음식점업,I,연령미상,소멸률,12.2
2019,숙박 및 음식점업,I,연령미상,활동,99.0
2019,숙박 및 음식점업,I,연령미상,신생,31.0
2019,숙박 및 음식점업,I,연령미상,소멸,8.0
2019,숙박 및 음식점업,I,연령미상,신생률,31.3
2019,숙박 및 음식점업,I,연령미상,소멸률,8.1
2020,숙박 및 음식점업,I,연령미상,활동,94.0
2020,숙박 및 음식점업,I,연령미상,신생,12.0
2020,숙박 및 음식점업,I,연령미상,소멸,17.0
2020,숙박 및 음식점업,I,연령미상,신생률,12.8
2020,숙박 및 음식점업,I,연령미상,소멸률,18.1
2021,숙박 및 음식점업,I,연령미상,활동,83.0
2021,숙박 및 음식점업,I,연령미상,신생,13.0
2021,숙박 및 음식점업,I,연령미상,소멸,9.0
2021,숙박 및 음식점업,I,연령미상,신생률,15.7
2021,숙박 및 음식점업,I,연령미상,소멸률,10.8
2022,숙박 및 음식점업,I,연령미상,활동,93.0
2022,숙박 및 음식점업,I,연령미상,신생,18.0
2022,숙박 및 음식점업,I,연령미상,소멸,10.0
2022,숙박 및 음식점업,I,연령미상,신생률,19.4
2022,숙박 및 음식점업,I,연령미상,소멸률,10.8
2023,숙박 및 음식점업,I,연령미상,활동,95.0
2023,숙박 및 음식점업,I,연령미상,신생,17.0
2023,숙박 및 음식점업,I,연령미상,소멸,8.0
2023,숙박 및 음식점업,I,연령미상,신생률,17.9
2023,숙박 및 음식점업,I,연령미상,소멸률,8.4
2024,숙박 및 음식점업,I,연령미상,활동,103.0
2024,숙박 및 음식점업,I,연령미상,신생,23.0
2024,숙박 및 음식점업,I,연령미상,신생률,22.3
2011,정보통신업,J,계,활동,55056.0
2011,정보통신업,J,계,신생,13629.0
2011,정보통신업,J,계,소멸,7966.0
2011,정보통신업,J,계,신생률,24.8
2011,정보통신업,J,계,소멸률,14.5
2012,정보통신업,J,계,활동,58976.0
2012,정보통신업,J,계,신생,11826.0
2012,정보통신업,J,계,소멸,8356.0
2012,정보통신업,J,계,신생률,20.1
2012,정보통신업,J,계,소멸률,14.2
2013,정보통신업,J,계,활동,63071.0
2013,정보통신업,J,계,신생,12466.0
2013,정보통신업,J,계,소멸,9223.0
2013,정보통신업,J,계,신생률,19.8
2013,정보통신업,J,계,소멸률,14.6
2014,정보통신업,J,계,활동,66601.0
2014,정보통신업,J,계,신생,12835.0
2014,정보통신업,J,계,소멸,8803.0
2014,정보통신업,J,계,신생률,19.3
2014,정보통신업,J,계,소멸률,13.2
2015,정보통신업,J,계,활동,70880.0
2015,정보통신업,J,계,신생,13122.0
2015,정보통신업,J,계,소멸,8606.0
2015,정보통신업,J,계,신생률,18.5
2015,정보통신업,J,계,소멸률,12.1
2016,정보통신업,J,계,활동,76142.0
2016,정보통신업,J,계,신생,13872.0
2016,정보통신업,J,계,소멸,8772.0
2016,정보통신업,J,계,신생률,18.2
2016,정보통신업,J,계,소멸률,11.5
2017,정보통신업,J,계,활동,81984.0
2017,정보통신업,J,계,신생,14653.0
2017,정보통신업,J,계,소멸,9402.0
2017,정보통신업,J,계,신생률,17.9
2017,정보통신업,J,계,소멸률,11.5
2018,정보통신업,J,계,활동,88617.0
2018,정보통신업,J,계,신생,16047.0
2018,정보통신업,J,계,소멸,10191.0
2018,정보통신업,J,계,신생률,18.1
2018,정보통신업,J,계,소멸률,11.5
2019,정보통신업,J,계,활동,96463.0
2019,정보통신업,J,계,신생,18087.0
2019,정보통신업,J,계,소멸,10187.0
2019,정보통신업,J,계,신생률,18.8
2019,정보통신업,J,계,소멸률,10.6
2020,정보통신업,J,계,활동,107894.0
2020,정보통신업,J,계,신생,21433.0
2020,정보통신업,J,계,소멸,11278.0
2020,정보통신업,J,계,신생률,19.9
2020,정보통신업,J,계,소멸률,10.5
2021,정보통신업,J,계,활동,122139.0
2021,정보통신업,J,계,신생,25179.0
2021,정보통신업,J,계,소멸,13068.0
2021,정보통신업,J,계,신생률,20.6
2021,정보통신업,J,계,소멸률,10.7
2022,정보통신업,J,계,활동,135003.0
2022,정보통신업,J,계,신생,25777.0
2022,정보통신업,J,계,소멸,15201.0
2022,정보통신업,J,계,신생률,19.1
2022,정보통신업,J,계,소멸률,11.3
2023,정보통신업,J,계,활동,144789.0
2023,정보통신업,J,계,신생,25351.0
2023,정보통신업,J,계,소멸,15879.0
2023,정보통신업,J,계,신생률,17.5
2023,정보통신업,J,계,소멸률,11.0
2024,정보통신업,J,계,활동,156357.0
2024,정보통신업,J,계,신생,27292.0
2024,정보통신업,J,계,신생률,17.5
2011,정보통신업,J,남자,활동,44436.0
2011,정보통신업,J,남자,신생,10224.0
2011,정보통신업,J,남자,소멸,6071.0
2011,정보통신업,J,남자,신생률,23.0
2011,정보통신업,J,남자,소멸률,13.7
2012,정보통신업,J,남자,활동,47323.0
2012,정보통신업,J,남자,신생,8974.0
2012,정보통신업,J,남자,소멸,6333.0
2012,정보통신업,J,남자,신생률,19.0
2012,정보통신업,J,남자,소멸률,13.4
2013,정보통신업,J,남자,활동,50427.0
2013,정보통신업,J,남자,신생,9461.0
2013,정보통신업,J,남자,소멸,6983.0
2013,정보통신업,J,남자,신생률,18.8
2013,정보통신업,J,남자,소멸률,13.8
2014,정보통신업,J,남자,활동,53072.0
2014,정보통신업,J,남자,신생,9672.0
2014,정보통신업,J,남자,소멸,6636.0
2014,정보통신업,J,남자,신생률,18.2
2014,정보통신업,J,남자,소멸률,12.5
2015,정보통신업,J,남자,활동,56305.0
2015,정보통신업,J,남자,신생,9871.0
2015,정보통신업,J,남자,소멸,6457.0
2015,정보통신업,J,남자,신생률,17.5
2015,정보통신업,J,남자,소멸률,11.5
2016,정보통신업,J,남자,활동,60248.0
2016,정보통신업,J,남자,신생,10461.0
2016,정보통신업,J,남자,소멸,6513.0
2016,정보통신업,J,남자,신생률,17.4
2016,정보통신업,J,남자,소멸률,10.8
2017,정보통신업,J,남자,활동,64431.0
2017,정보통신업,J,남자,신생,10707.0
2017,정보통신업,J,남자,소멸,6988.0
2017,정보통신업,J,남자,신생률,16.6
2017,정보통신업,J,남자,소멸률,10.8
2018,정보통신업,J,남자,활동,69088.0
2018,정보통신업,J,남자,신생,11597.0
2018,정보통신업,J,남자,소멸,7392.0
2018,정보통신업,J,남자,신생률,16.8
2018,정보통신업,J,남자,소멸률,10.7
2019,정보통신업,J,남자,활동,74391.0
2019,정보통신업,J,남자,신생,12769.0
2019,정보통신업,J,남자,소멸,7394.0
2019,정보통신업,J,남자,신생률,17.2
2019,정보통신업,J,남자,소멸률,9.9
2020,정보통신업,J,남자,활동,81798.0
2020,정보통신업,J,남자,신생,14687.0
2020,정보통신업,J,남자,소멸,7919.0
2020,정보통신업,J,남자,신생률,18.0
2020,정보통신업,J,남자,소멸률,9.7
2021,정보통신업,J,남자,활동,91049.0
2021,정보통신업,J,남자,신생,16883.0
2021,정보통신업,J,남자,소멸,9016.0
2021,정보통신업,J,남자,신생률,18.5
2021,정보통신업,J,남자,소멸률,9.9
2022,정보통신업,J,남자,활동,99452.0
2022,정보통신업,J,남자,신생,17329.0
2022,정보통신업,J,남자,소멸,10409.0
2022,정보통신업,J,남자,신생률,17.4
2022,정보통신업,J,남자,소멸률,10.5
2023,정보통신업,J,남자,활동,105545.0
2023,정보통신업,J,남자,신생,16754.0
2023,정보통신업,J,남자,소멸,11037.0
2023,정보통신업,J,남자,신생률,15.9
2023,정보통신업,J,남자,소멸률,10.5
2024,정보통신업,J,남자,활동,112185.0
2024,정보통신업,J,남자,신생,17667.0
2024,정보통신업,J,남자,신생률,15.7
2011,정보통신업,J,여자,활동,10620.0
2011,정보통신업,J,여자,신생,3405.0
2011,정보통신업,J,여자,소멸,1895.0
2011,정보통신업,J,여자,신생률,32.1
2011,정보통신업,J,여자,소멸률,17.8
2012,정보통신업,J,여자,활동,11653.0
2012,정보통신업,J,여자,신생,2852.0
2012,정보통신업,J,여자,소멸,2023.0
2012,정보통신업,J,여자,신생률,24.5
2012,정보통신업,J,여자,소멸률,17.4
2013,정보통신업,J,여자,활동,12644.0
2013,정보통신업,J,여자,신생,3005.0
2013,정보통신업,J,여자,소멸,2240.0
2013,정보통신업,J,여자,신생률,23.8
2013,정보통신업,J,여자,소멸률,17.7
2014,정보통신업,J,여자,활동,13529.0
2014,정보통신업,J,여자,신생,3163.0
2014,정보통신업,J,여자,소멸,2167.0
2014,정보통신업,J,여자,신생률,23.4
2014,정보통신업,J,여자,소멸률,16.0
2015,정보통신업,J,여자,활동,14575.0
2015,정보통신업,J,여자,신생,3251.0
2015,정보통신업,J,여자,소멸,2149.0
2015,정보통신업,J,여자,신생률,22.3
2015,정보통신업,J,여자,소멸률,14.7
2016,정보통신업,J,여자,활동,15894.0
2016,정보통신업,J,여자,신생,3411.0
2016,정보통신업,J,여자,소멸,2259.0
2016,정보통신업,J,여자,신생률,21.5
2016,정보통신업,J,여자,소멸률,14.2
2017,정보통신업,J,여자,활동,17553.0
2017,정보통신업,J,여자,신생,3946.0
2017,정보통신업,J,여자,소멸,2414.0
2017,정보통신업,J,여자,신생률,22.5
2017,정보통신업,J,여자,소멸률,13.8
2018,정보통신업,J,여자,활동,19529.0
2018,정보통신업,J,여자,신생,4450.0
2018,정보통신업,J,여자,소멸,2799.0
2018,정보통신업,J,여자,신생률,22.8
2018,정보통신업,J,여자,소멸률,14.3
2019,정보통신업,J,여자,활동,22072.0
2019,정보통신업,J,여자,신생,5318.0
2019,정보통신업,J,여자,소멸,2793.0
2019,정보통신업,J,여자,신생률,24.1
2019,정보통신업,J,여자,소멸률,12.7
2020,정보통신업,J,여자,활동,26096.0
2020,정보통신업,J,여자,신생,6746.0
2020,정보통신업,J,여자,소멸,3359.0
2020,정보통신업,J,여자,신생률,25.9
2020,정보통신업,J,여자,소멸률,12.9
2021,정보통신업,J,여자,활동,31090.0
2021,정보통신업,J,여자,신생,8296.0
2021,정보통신업,J,여자,소멸,4052.0
2021,정보통신업,J,여자,신생률,26.7
2021,정보통신업,J,여자,소멸률,13.0
2022,정보통신업,J,여자,활동,35551.0
2022,정보통신업,J,여자,신생,8448.0
2022,정보통신업,J,여자,소멸,4792.0
2022,정보통신업,J,여자,신생률,23.8
2022,정보통신업,J,여자,소멸률,13.5
2023,정보통신업,J,여자,활동,39244.0
2023,정보통신업,J,여자,신생,8597.0
2023,정보통신업,J,여자,소멸,4842.0
2023,정보통신업,J,여자,신생률,21.9
2023,정보통신업,J,여자,소멸률,12.3
2024,정보통신업,J,여자,활동,44172.0
2024,정보통신업,J,여자,신생,9625.0
2024,정보통신업,J,여자,신생률,21.8
2011,정보통신업,J,30대 미만,활동,2024.0
2011,정보통신업,J,30대 미만,신생,1097.0
2011,정보통신업,J,30대 미만,소멸,578.0
2011,정보통신업,J,30대 미만,신생률,54.2
2011,정보통신업,J,30대 미만,소멸률,28.6
2012,정보통신업,J,30대 미만,활동,2148.0
2012,정보통신업,J,30대 미만,신생,1103.0
2012,정보통신업,J,30대 미만,소멸,587.0
2012,정보통신업,J,30대 미만,신생률,51.4
2012,정보통신업,J,30대 미만,소멸률,27.3
2013,정보통신업,J,30대 미만,활동,2256.0
2013,정보통신업,J,30대 미만,신생,1152.0
2013,정보통신업,J,30대 미만,소멸,623.0
2013,정보통신업,J,30대 미만,신생률,51.1
2013,정보통신업,J,30대 미만,소멸률,27.6
2014,정보통신업,J,30대 미만,활동,2356.0
2014,정보통신업,J,30대 미만,신생,1171.0
2014,정보통신업,J,30대 미만,소멸,655.0
2014,정보통신업,J,30대 미만,신생률,49.7
2014,정보통신업,J,30대 미만,소멸률,27.8
2015,정보통신업,J,30대 미만,활동,2470.0
2015,정보통신업,J,30대 미만,신생,1205.0
2015,정보통신업,J,30대 미만,소멸,580.0
2015,정보통신업,J,30대 미만,신생률,48.8
2015,정보통신업,J,30대 미만,소멸률,23.5
2016,정보통신업,J,30대 미만,활동,2721.0
2016,정보통신업,J,30대 미만,신생,1336.0
2016,정보통신업,J,30대 미만,소멸,637.0
2016,정보통신업,J,30대 미만,신생률,49.1
2016,정보통신업,J,30대 미만,소멸률,23.4
2017,정보통신업,J,30대 미만,활동,3189.0
2017,정보통신업,J,30대 미만,신생,1536.0
2017,정보통신업,J,30대 미만,소멸,724.0
2017,정보통신업,J,30대 미만,신생률,48.2
2017,정보통신업,J,30대 미만,소멸률,22.7
2018,정보통신업,J,30대 미만,활동,3578.0
2018,정보통신업,J,30대 미만,신생,1690.0
2018,정보통신업,J,30대 미만,소멸,822.0
2018,정보통신업,J,30대 미만,신생률,47.2
2018,정보통신업,J,30대 미만,소멸률,23.0
2019,정보통신업,J,30대 미만,활동,4394.0
2019,정보통신업,J,30대 미만,신생,2277.0
2019,정보통신업,J,30대 미만,소멸,875.0
2019,정보통신업,J,30대 미만,신생률,51.8
2019,정보통신업,J,30대 미만,소멸률,19.9
2020,정보통신업,J,30대 미만,활동,5557.0
2020,정보통신업,J,30대 미만,신생,2748.0
2020,정보통신업,J,30대 미만,소멸,1229.0
2020,정보통신업,J,30대 미만,신생률,49.5
2020,정보통신업,J,30대 미만,소멸률,22.1
2021,정보통신업,J,30대 미만,활동,6718.0
2021,정보통신업,J,30대 미만,신생,3325.0
2021,정보통신업,J,30대 미만,소멸,1569.0
2021,정보통신업,J,30대 미만,신생률,49.5
2021,정보통신업,J,30대 미만,소멸률,23.4
2022,정보통신업,J,30대 미만,활동,7141.0
2022,정보통신업,J,30대 미만,신생,3222.0
2022,정보통신업,J,30대 미만,소멸,1620.0
2022,정보통신업,J,30대 미만,신생률,45.1
2022,정보통신업,J,30대 미만,소멸률,22.7
2023,정보통신업,J,30대 미만,활동,7576.0
2023,정보통신업,J,30대 미만,신생,3345.0
2023,정보통신업,J,30대 미만,소멸,1651.0
2023,정보통신업,J,30대 미만,신생률,44.2
2023,정보통신업,J,30대 미만,소멸률,21.8
2024,정보통신업,J,30대 미만,활동,8309.0
2024,정보통신업,J,30대 미만,신생,3751.0
2024,정보통신업,J,30대 미만,신생률,45.1
2011,정보통신업,J,30대,활동,17299.0
2011,정보통신업,J,30대,신생,5060.0
2011,정보통신업,J,30대,소멸,2835.0
2011,정보통신업,J,30대,신생률,29.3
2011,정보통신업,J,30대,소멸률,16.4
2012,정보통신업,J,30대,활동,17560.0
2012,정보통신업,J,30대,신생,4876.0
2012,정보통신업,J,30대,소멸,2806.0
2012,정보통신업,J,30대,신생률,27.8
2012,정보통신업,J,30대,소멸률,16.0
2013,정보통신업,J,30대,활동,17507.0
2013,정보통신업,J,30대,신생,4852.0
2013,정보통신업,J,30대,소멸,2986.0
2013,정보통신업,J,30대,신생률,27.7
2013,정보통신업,J,30대,소멸률,17.1
2014,정보통신업,J,30대,활동,17023.0
2014,정보통신업,J,30대,신생,4647.0
2014,정보통신업,J,30대,소멸,2668.0
2014,정보통신업,J,30대,신생률,27.3
2014,정보통신업,J,30대,소멸률,15.7
2015,정보통신업,J,30대,활동,16907.0
2015,정보통신업,J,30대,신생,4550.0
2015,정보통신업,J,30대,소멸,2511.0
2015,정보통신업,J,30대,신생률,26.9
2015,정보통신업,J,30대,소멸률,14.9
2016,정보통신업,J,30대,활동,17235.0
2016,정보통신업,J,30대,신생,4668.0
2016,정보통신업,J,30대,소멸,2506.0
2016,정보통신업,J,30대,신생률,27.1
2016,정보통신업,J,30대,소멸률,14.5
2017,정보통신업,J,30대,활동,17404.0
2017,정보통신업,J,30대,신생,4583.0
2017,정보통신업,J,30대,소멸,2450.0
2017,정보통신업,J,30대,신생률,26.3
2017,정보통신업,J,30대,소멸률,14.1
2018,정보통신업,J,30대,활동,18480.0
2018,정보통신업,J,30대,신생,4987.0
2018,정보통신업,J,30대,소멸,2642.0
2018,정보통신업,J,30대,신생률,27.0
2018,정보통신업,J,30대,소멸률,14.3
2019,정보통신업,J,30대,활동,19294.0
