year,industry,ksic_section,item,value
2019,운수 및 창고업,H,소멸,44440.0
2019,운수 및 창고업,H,신생률,10.6
2019,운수 및 창고업,H,소멸률,7.5
2020,운수 및 창고업,H,활동,592414.0
2020,운수 및 창고업,H,신생,49532.0
2020,운수 및 창고업,H,소멸,46562.0
2020,운수 및 창고업,H,신생률,8.4
2020,운수 및 창고업,H,소멸률,7.9
2021,운수 및 창고업,H,활동,596511.0
2021,운수 및 창고업,H,신생,54184.0
2021,운수 및 창고업,H,소멸,41802.0
2021,운수 및 창고업,H,신생률,9.1
2021,운수 및 창고업,H,소멸률,7.0
2022,운수 및 창고업,H,활동,619316.0
2022,운수 및 창고업,H,신생,66889.0
2022,운수 및 창고업,H,소멸,44096.0
2022,운수 및 창고업,H,신생률,10.8
2022,운수 및 창고업,H,소멸률,7.1
2023,운수 및 창고업,H,활동,634277.0
2023,운수 및 창고업,H,신생,60066.0
2023,운수 및 창고업,H,소멸,55834.0
2023,운수 및 창고업,H,신생률,9.5
2023,운수 및 창고업,H,소멸률,8.8
2024,운수 및 창고업,H,활동,633169.0
2024,운수 및 창고업,H,신생,56335.0
2024,운수 및 창고업,H,신생률,8.9
2011,숙박 및 음식점업,I,활동,761907.0
2011,숙박 및 음식점업,I,신생,164557.0
2011,숙박 및 음식점업,I,소멸,153940.0
2011,숙박 및 음식점업,I,신생률,21.6
2011,숙박 및 음식점업,I,소멸률,20.2
2012,숙박 및 음식점업,I,활동,759926.0
2012,숙박 및 음식점업,I,신생,154817.0
2012,숙박 및 음식점업,I,소멸,160976.0
2012,숙박 및 음식점업,I,신생률,20.4
2012,숙박 및 음식점업,I,소멸률,21.2
2013,숙박 및 음식점업,I,활동,744451.0
2013,숙박 및 음식점업,I,신생,147152.0
2013,숙박 및 음식점업,I,소멸,139167.0
2013,숙박 및 음식점업,I,신생률,19.8
2013,숙박 및 음식점업,I,소멸률,18.7
2014,숙박 및 음식점업,I,활동,773546.0
2014,숙박 및 음식점업,I,신생,168517.0
2014,숙박 및 음식점업,I,소멸,141811.0
2014,숙박 및 음식점업,I,신생률,21.8
2014,숙박 및 음식점업,I,소멸률,18.3
2015,숙박 및 음식점업,I,활동,787496.0
2015,숙박 및 음식점업,I,신생,160729.0
2015,숙박 및 음식점업,I,소멸,139399.0
2015,숙박 및 음식점업,I,신생률,20.4
2015,숙박 및 음식점업,I,소멸률,17.7
2016,숙박 및 음식점업,I,활동,811285.0
2016,숙박 및 음식점업,I,신생,166841.0
2016,숙박 및 음식점업,I,소멸,141855.0
2016,숙박 및 음식점업,I,신생률,20.6
2016,숙박 및 음식점업,I,소멸률,17.5
2017,숙박 및 음식점업,I,활동,827397.0
2017,숙박 및 음식점업,I,신생,163462.0
2017,숙박 및 음식점업,I,소멸,145700.0
2017,숙박 및 음식점업,I,신생률,19.8
2017,숙박 및 음식점업,I,소멸률,17.6
2018,숙박 및 음식점업,I,활동,835323.0
2018,숙박 및 음식점업,I,신생,159548.0
2018,숙박 및 음식점업,I,소멸,138671.0
2018,숙박 및 음식점업,I,신생률,19.1
2018,숙박 및 음식점업,I,소멸률,16.6
2019,숙박 및 음식점업,I,활동,856474.0
2019,숙박 및 음식점업,I,신생,166596.0
2019,숙박 및 음식점업,I,소멸,136097.0
2019,숙박 및 음식점업,I,신생률,19.5
2019,숙박 및 음식점업,I,소멸률,15.9
2020,숙박 및 음식점업,I,활동,866002.0
2020,숙박 및 음식점업,I,신생,154741.0
2020,숙박 및 음식점업,I,소멸,132778.0
2020,숙박 및 음식점업,I,신생률,17.9
2020,숙박 및 음식점업,I,소멸률,15.3
2021,숙박 및 음식점업,I,활동,872805.0
2021,숙박 및 음식점업,I,신생,148279.0
2021,숙박 및 음식점업,I,소멸,118711.0
2021,숙박 및 음식점업,I,신생률,17.0
2021,숙박 및 음식점업,I,소멸률,13.6
2022,숙박 및 음식점업,I,활동,892399.0
2022,숙박 및 음식점업,I,신생,145322.0
2022,숙박 및 음식점업,I,소멸,124435.0
2022,숙박 및 음식점업,I,신생률,16.3
2022,숙박 및 음식점업,I,소멸률,13.9
2023,숙박 및 음식점업,I,활동,918362.0
2023,숙박 및 음식점업,I,신생,157901.0
2023,숙박 및 음식점업,I,소멸,135105.0
2023,숙박 및 음식점업,I,신생률,17.2
2023,숙박 및 음식점업,I,소멸률,14.7
2024,숙박 및 음식점업,I,활동,916804.0
2024,숙박 및 음식점업,I,신생,143842.0
2024,숙박 및 음식점업,I,신생률,15.7
2011,정보통신업,J,활동,55056.0
2011,정보통신업,J,신생,13629.0
2011,정보통신업,J,소멸,7966.0
2011,정보통신업,J,신생률,24.8
2011,정보통신업,J,소멸률,14.5
2012,정보통신업,J,활동,58976.0
2012,정보통신업,J,신생,11826.0
2012,정보통신업,J,소멸,8356.0
2012,정보통신업,J,신생률,20.1
2012,정보통신업,J,소멸률,14.2
2013,정보통신업,J,활동,63071.0
2013,정보통신업,J,신생,12466.0
2013,정보통신업,J,소멸,9223.0
2013,정보통신업,J,신생률,19.8
2013,정보통신업,J,소멸률,14.6
2014,정보통신업,J,활동,66601.0
2014,정보통신업,J,신생,12835.0
2014,정보통신업,J,소멸,8803.0
2014,정보통신업,J,신생률,19.3
2014,정보통신업,J,소멸률,13.2
2015,정보통신업,J,활동,70880.0
2015,정보통신업,J,신생,13122.0
2015,정보통신업,J,소멸,8606.0
2015,정보통신업,J,신생률,18.5
2015,정보통신업,J,소멸률,12.1
2016,정보통신업,J,활동,76142.0
2016,정보통신업,J,신생,13872.0
2016,정보통신업,J,소멸,8772.0
2016,정보통신업,J,신생률,18.2
2016,정보통신업,J,소멸률,11.5
2017,정보통신업,J,활동,81984.0
2017,정보통신업,J,신생,14653.0
2017,정보통신업,J,소멸,9402.0
2017,정보통신업,J,신생률,17.9
2017,정보통신업,J,소멸률,11.5
2018,정보통신업,J,활동,88617.0
2018,정보통신업,J,신생,16047.0
2018,정보통신업,J,소멸,10191.0
2018,정보통신업,J,신생률,18.1
2018,정보통신업,J,소멸률,11.5
2019,정보통신업,J,활동,96463.0
2019,정보통신업,J,신생,18087.0
2019,정보통신업,J,소멸,10187.0
2019,정보통신업,J,신생률,18.8
2019,정보통신업,J,소멸률,10.6
2020,정보통신업,J,활동,107894.0
2020,정보통신업,J,신생,21433.0
2020,정보통신업,J,소멸,11278.0
2020,정보통신업,J,신생률,19.9
2020,정보통신업,J,소멸률,10.5
2021,정보통신업,J,활동,122139.0
2021,정보통신업,J,신생,25179.0
2021,정보통신업,J,소멸,13068.0
2021,정보통신업,J,신생률,20.6
2021,정보통신업,J,소멸률,10.7
2022,정보통신업,J,활동,135003.0
2022,정보통신업,J,신생,25777.0
2022,정보통신업,J,소멸,15201.0
2022,정보통신업,J,신생률,19.1
2022,정보통신업,J,소멸률,11.3
2023,정보통신업,J,활동,144789.0
2023,정보통신업,J,신생,25351.0
2023,정보통신업,J,소멸,15879.0
2023,정보통신업,J,신생률,17.5
2023,정보통신업,J,소멸률,11.0
2024,정보통신업,J,활동,156357.0
2024,정보통신업,J,신생,27292.0
2024,정보통신업,J,신생률,17.5
2011,금융 및 보험업,K,활동,20563.0
2011,금융 및 보험업,K,신생,5139.0
2011,금융 및 보험업,K,소멸,4783.0
2011,금융 및 보험업,K,신생률,25.0
2011,금융 및 보험업,K,소멸률,23.3
2012,금융 및 보험업,K,활동,19833.0
2012,금융 및 보험업,K,신생,4477.0
2012,금융 및 보험업,K,소멸,4370.0
2012,금융 및 보험업,K,신생률,22.6
2012,금융 및 보험업,K,소멸률,22.0
2013,금융 및 보험업,K,활동,20665.0
2013,금융 및 보험업,K,신생,4919.0
2013,금융 및 보험업,K,소멸,4624.0
2013,금융 및 보험업,K,신생률,23.8
2013,금융 및 보험업,K,소멸률,22.4
2014,금융 및 보험업,K,활동,20647.0
2014,금융 및 보험업,K,신생,4453.0
2014,금융 및 보험업,K,소멸,3647.0
2014,금융 및 보험업,K,신생률,21.6
2014,금융 및 보험업,K,소멸률,17.7
2015,금융 및 보험업,K,활동,21045.0
2015,금융 및 보험업,K,신생,3894.0
2015,금융 및 보험업,K,소멸,3131.0
2015,금융 및 보험업,K,신생률,18.5
2015,금융 및 보험업,K,소멸률,14.9
2016,금융 및 보험업,K,활동,22129.0
2016,금융 및 보험업,K,신생,4185.0
2016,금융 및 보험업,K,소멸,3355.0
2016,금융 및 보험업,K,신생률,18.9
2016,금융 및 보험업,K,소멸률,15.2
2017,금융 및 보험업,K,활동,22713.0
2017,금융 및 보험업,K,신생,3826.0
2017,금융 및 보험업,K,소멸,3175.0
2017,금융 및 보험업,K,신생률,16.8
2017,금융 및 보험업,K,소멸률,14.0
2018,금융 및 보험업,K,활동,22403.0
2018,금융 및 보험업,K,신생,3487.0
2018,금융 및 보험업,K,소멸,3457.0
2018,금융 및 보험업,K,신생률,15.6
2018,금융 및 보험업,K,소멸률,15.4
2019,금융 및 보험업,K,활동,21854.0
2019,금융 및 보험업,K,신생,3927.0
2019,금융 및 보험업,K,소멸,3067.0
2019,금융 및 보험업,K,신생률,18.0
2019,금융 및 보험업,K,소멸률,14.0
2020,금융 및 보험업,K,활동,22387.0
2020,금융 및 보험업,K,신생,3755.0
2020,금융 및 보험업,K,소멸,3147.0
2020,금융 및 보험업,K,신생률,16.8
2020,금융 및 보험업,K,소멸률,14.1
2021,금융 및 보험업,K,활동,23336.0
2021,금융 및 보험업,K,신생,4154.0
2021,금융 및 보험업,K,소멸,2758.0
2021,금융 및 보험업,K,신생률,17.8
2021,금융 및 보험업,K,소멸률,11.8
2022,금융 및 보험업,K,활동,23578.0
2022,금융 및 보험업,K,신생,3480.0
2022,금융 및 보험업,K,소멸,2902.0
2022,금융 및 보험업,K,신생률,14.8
2022,금융 및 보험업,K,소멸률,12.3
2023,금융 및 보험업,K,활동,29506.0
2023,금융 및 보험업,K,신생,3509.0
2023,금융 및 보험업,K,소멸,2856.0
2023,금융 및 보험업,K,신생률,11.9
2023,금융 및 보험업,K,소멸률,9.7
2024,금융 및 보험업,K,활동,29893.0
2024,금융 및 보험업,K,신생,3884.0
2024,금융 및 보험업,K,신생률,13.0
2011,부동산업,L,활동,1050929.0
2011,부동산업,L,신생,128783.0
2011,부동산업,L,소멸,101594.0
2011,부동산업,L,신생률,12.3
2011,부동산업,L,소멸률,9.7
2012,부동산업,L,활동,1075378.0
2012,부동산업,L,신생,124068.0
2012,부동산업,L,소멸,122107.0
2012,부동산업,L,신생률,11.5
2012,부동산업,L,소멸률,11.4
2013,부동산업,L,활동,1081078.0
2013,부동산업,L,신생,126253.0
2013,부동산업,L,소멸,107257.0
2013,부동산업,L,신생률,11.7
2013,부동산업,L,소멸률,9.9
2014,부동산업,L,활동,1138586.0
2014,부동산업,L,신생,161881.0
2014,부동산업,L,소멸,193628.0
2014,부동산업,L,신생률,14.2
2014,부동산업,L,소멸률,17.0
2015,부동산업,L,활동,1093773.0
2015,부동산업,L,신생,157969.0
2015,부동산업,L,소멸,112395.0
2015,부동산업,L,신생률,14.4
2015,부동산업,L,소멸률,10.3
2016,부동산업,L,활동,1160181.0
2016,부동산업,L,신생,181935.0
2016,부동산업,L,소멸,105704.0
2016,부동산업,L,신생률,15.7
2016,부동산업,L,소멸률,9.1
2017,부동산업,L,활동,1270059.0
2017,부동산업,L,신생,215572.0
2017,부동산업,L,소멸,136188.0
2017,부동산업,L,신생률,17.0
2017,부동산업,L,소멸률,10.7
2018,부동산업,L,활동,1364622.0
2018,부동산업,L,신생,234963.0
2018,부동산업,L,소멸,141976.0
2018,부동산업,L,신생률,17.2
2018,부동산업,L,소멸률,10.4
2019,부동산업,L,활동,1471002.0
2019,부동산업,L,신생,252489.0
2019,부동산업,L,소멸,174633.0
2019,부동산업,L,신생률,17.2
2019,부동산업,L,소멸률,11.9
2020,부동산업,L,활동,1599467.0
2020,부동산업,L,신생,306167.0
2020,부동산업,L,소멸,194412.0
2020,부동산업,L,신생률,19.1
2020,부동산업,L,소멸률,12.2
2021,부동산업,L,활동,1652822.0
2021,부동산업,L,신생,255540.0
2021,부동산업,L,소멸,181039.0
2021,부동산업,L,신생률,15.5
2021,부동산업,L,소멸률,11.0
2022,부동산업,L,활동,1684477.0
2022,부동산업,L,신생,223811.0
2022,부동산업,L,소멸,155644.0
2022,부동산업,L,신생률,13.3
2022,부동산업,L,소멸률,9.2
2023,부동산업,L,활동,1706422.0
2023,부동산업,L,신생,185554.0
2023,부동산업,L,소멸,152299.0
2023,부동산업,L,신생률,10.9
2023,부동산업,L,소멸률,8.9
2024,부동산업,L,활동,1718845.0
2024,부동산업,L,신생,169264.0
2024,부동산업,L,신생률,9.8
2011,전문과학기술서비스업,M,활동,111519.0
2011,전문과학기술서비스업,M,신생,19997.0
2011,전문과학기술서비스업,M,소멸,12699.0
2011,전문과학기술서비스업,M,신생률,17.9
2011,전문과학기술서비스업,M,소멸률,11.4
2012,전문과학기술서비스업,M,활동,117666.0
2012,전문과학기술서비스업,M,신생,19128.0
2012,전문과학기술서비스업,M,소멸,13839.0
2012,전문과학기술서비스업,M,신생률,16.3
2012,전문과학기술서비스업,M,소멸률,11.8
2013,전문과학기술서비스업,M,활동,123586.0
2013,전문과학기술서비스업,M,신생,20101.0
2013,전문과학기술서비스업,M,소멸,13564.0
2013,전문과학기술서비스업,M,신생률,16.3
2013,전문과학기술서비스업,M,소멸률,11.0
2014,전문과학기술서비스업,M,활동,133311.0
2014,전문과학기술서비스업,M,신생,23197.0
2014,전문과학기술서비스업,M,소멸,13610.0
2014,전문과학기술서비스업,M,신생률,17.4
2014,전문과학기술서비스업,M,소멸률,10.2
2015,전문과학기술서비스업,M,활동,140864.0
2015,전문과학기술서비스업,M,신생,21406.0
2015,전문과학기술서비스업,M,소멸,13773.0
2015,전문과학기술서비스업,M,신생률,15.2
2015,전문과학기술서비스업,M,소멸률,9.8
2016,전문과학기술서비스업,M,활동,151739.0
2016,전문과학기술서비스업,M,신생,24759.0
2016,전문과학기술서비스업,M,소멸,14550.0
2016,전문과학기술서비스업,M,신생률,16.3
2016,전문과학기술서비스업,M,소멸률,9.6
2017,전문과학기술서비스업,M,활동,162649.0
2017,전문과학기술서비스업,M,신생,25442.0
2017,전문과학기술서비스업,M,소멸,16429.0
2017,전문과학기술서비스업,M,신생률,15.6
2017,전문과학기술서비스업,M,소멸률,10.1
2018,전문과학기술서비스업,M,활동,172708.0
2018,전문과학기술서비스업,M,신생,26607.0
2018,전문과학기술서비스업,M,소멸,16288.0
2018,전문과학기술서비스업,M,신생률,15.4
2018,전문과학기술서비스업,M,소멸률,9.4
2019,전문과학기술서비스업,M,활동,186573.0
2019,전문과학기술서비스업,M,신생,30167.0
2019,전문과학기술서비스업,M,소멸,17210.0
2019,전문과학기술서비스업,M,신생률,16.2
2019,전문과학기술서비스업,M,소멸률,9.2
2020,전문과학기술서비스업,M,활동,204120.0
2020,전문과학기술서비스업,M,신생,34430.0
2020,전문과학기술서비스업,M,소멸,18897.0
2020,전문과학기술서비스업,M,신생률,16.9
2020,전문과학기술서비스업,M,소멸률,9.3
2021,전문과학기술서비스업,M,활동,224550.0
2021,전문과학기술서비스업,M,신생,38957.0
2021,전문과학기술서비스업,M,소멸,20545.0
2021,전문과학기술서비스업,M,신생률,17.3
2021,전문과학기술서비스업,M,소멸률,9.1
2022,전문과학기술서비스업,M,활동,243363.0
2022,전문과학기술서비스업,M,신생,39133.0
2022,전문과학기술서비스업,M,소멸,23309.0
2022,전문과학기술서비스업,M,신생률,16.1
2022,전문과학기술서비스업,M,소멸률,9.6
2023,전문과학기술서비스업,M,활동,258266.0
2023,전문과학기술서비스업,M,신생,38372.0
2023,전문과학기술서비스업,M,소멸,24941.0
2023,전문과학기술서비스업,M,신생률,14.9
2023,전문과학기술서비스업,M,소멸률,9.7
2024,전문과학기술서비스업,M,활동,272196.0
2024,전문과학기술서비스업,M,신생,38862.0
2024,전문과학기술서비스업,M,신생률,14.3
2011,"사업시설관리, 사업지원 및 임대 서비스업",N,활동,83493.0
2011,"사업시설관리, 사업지원 및 임대 서비스업",N,신생,17180.0
2011,"사업시설관리, 사업지원 및 임대 서비스업",N,소멸,14887.0
2011,"사업시설관리, 사업지원 및 임대 서비스업",N,신생률,20.6
2011,"사업시설관리, 사업지원 및 임대 서비스업",N,소멸률,17.8
2012,"사업시설관리, 사업지원 및 임대 서비스업",N,활동,85175.0
2012,"사업시설관리, 사업지원 및 임대 서비스업",N,신생,16782.0
2012,"사업시설관리, 사업지원 및 임대 서비스업",N,소멸,14198.0
2012,"사업시설관리, 사업지원 및 임대 서비스업",N,신생률,19.7
2012,"사업시설관리, 사업지원 및 임대 서비스업",N,소멸률,16.7
2013,"사업시설관리, 사업지원 및 임대 서비스업",N,활동,88229.0
2013,"사업시설관리, 사업지원 및 임대 서비스업",N,신생,17417.0
2013,"사업시설관리, 사업지원 및 임대 서비스업",N,소멸,13449.0
2013,"사업시설관리, 사업지원 및 임대 서비스업",N,신생률,19.7
2013,"사업시설관리, 사업지원 및 임대 서비스업",N,소멸률,15.2
2014,"사업시설관리, 사업지원 및 임대 서비스업",N,활동,93840.0
2014,"사업시설관리, 사업지원 및 임대 서비스업",N,신생,19256.0
2014,"사업시설관리, 사업지원 및 임대 서비스업",N,소멸,14087.0
2014,"사업시설관리, 사업지원 및 임대 서비스업",N,신생률,20.5
2014,"사업시설관리, 사업지원 및 임대 서비스업",N,소멸률,15.0
2015,"사업시설관리, 사업지원 및 임대 서비스업",N,활동,101203.0
2015,"사업시설관리, 사업지원 및 임대 서비스업",N,신생,21595.0
2015,"사업시설관리, 사업지원 및 임대 서비스업",N,소멸,15020.0
2015,"사업시설관리, 사업지원 및 임대 서비스업",N,신생률,21.3
2015,"사업시설관리, 사업지원 및 임대 서비스업",N,소멸률,14.8
2016,"사업시설관리, 사업지원 및 임대 서비스업",N,활동,108220.0
2016,"사업시설관리, 사업지원 및 임대 서비스업",N,신생,22158.0
2016,"사업시설관리, 사업지원 및 임대 서비스업",N,소멸,14932.0
2016,"사업시설관리, 사업지원 및 임대 서비스업",N,신생률,20.5
2016,"사업시설관리, 사업지원 및 임대 서비스업",N,소멸률,13.8
2017,"사업시설관리, 사업지원 및 임대 서비스업",N,활동,118581.0
2017,"사업시설관리, 사업지원 및 임대 서비스업",N,신생,25303.0
2017,"사업시설관리, 사업지원 및 임대 서비스업",N,소멸,17620.0
2017,"사업시설관리, 사업지원 및 임대 서비스업",N,신생률,21.3
2017,"사업시설관리, 사업지원 및 임대 서비스업",N,소멸률,14.9
2018,"사업시설관리, 사업지원 및 임대 서비스업",N,활동,125766.0
2018,"사업시설관리, 사업지원 및 임대 서비스업",N,신생,24957.0
2018,"사업시설관리, 사업지원 및 임대 서비스업",N,소멸,18339.0
2018,"사업시설관리, 사업지원 및 임대 서비스업",N,신생률,19.8
2018,"사업시설관리, 사업지원 및 임대 서비스업",N,소멸률,14.6
2019,"사업시설관리, 사업지원 및 임대 서비스업",N,활동,131173.0
2019,"사업시설관리, 사업지원 및 임대 서비스업",N,신생,24139.0
2019,"사업시설관리, 사업지원 및 임대 서비스업",N,소멸,19431.0
2019,"사업시설관리, 사업지원 및 임대 서비스업",N,신생률,18.4
2019,"사업시설관리, 사업지원 및 임대 서비스업",N,소멸률,14.8
2020,"사업시설관리, 사업지원 및 임대 서비스업",N,활동,140739.0
2020,"사업시설관리, 사업지원 및 임대 서비스업",N,신생,29318.0
2020,"사업시설관리, 사업지원 및 임대 서비스업",N,소멸,20478.0
2020,"사업시설관리, 사업지원 및 임대 서비스업",N,신생률,20.8
2020,"사업시설관리, 사업지원 및 임대 서비스업",N,소멸률,14.6
2021,"사업시설관리, 사업지원 및 임대 서비스업",N,활동,144721.0
2021,"사업시설관리, 사업지원 및 임대 서비스업",N,신생,24815.0
2021,"사업시설관리, 사업지원 및 임대 서비스업",N,소멸,17824.0
2021,"사업시설관리, 사업지원 및 임대 서비스업",N,신생률,17.1
2021,"사업시설관리, 사업지원 및 임대 서비스업",N,소멸률,12.3
2022,"사업시설관리, 사업지원 및 임대 서비스업",N,활동,152377.0
2022,"사업시설관리, 사업지원 및 임대 서비스업",N,신생,25713.0
2022,"사업시설관리, 사업지원 및 임대 서비스업",N,소멸,18907.0
2022,"사업시설관리, 사업지원 및 임대 서비스업",N,신생률,16.9
2022,"사업시설관리, 사업지원 및 임대 서비스업",N,소멸률,12.4
2023,"사업시설관리, 사업지원 및 임대 서비스업",N,활동,158751.0
2023,"사업시설관리, 사업지원 및 임대 서비스업",N,신생,25390.0
2023,"사업시설관리, 사업지원 및 임대 서비스업",N,소멸,19378.0
2023,"사업시설관리, 사업지원 및 임대 서비스업",N,신생률,16.0
2023,"사업시설관리, 사업지원 및 임대 서비스업",N,소멸률,12.2
2024,"사업시설관리, 사업지원 및 임대 서비스업",N,활동,164293.0
2024,"사업시설관리, 사업지원 및 임대 서비스업",N,신생,25150.0
2024,"사업시설관리, 사업지원 및 임대 서비스업",N,신생률,15.3
2011,교육서비스업,P,활동,127847.0
2011,교육서비스업,P,신생,29122.0
2011,교육서비스업,P,소멸,25680.0
2011,교육서비스업,P,신생률,22.8
2011,교육서비스업,P,소멸률,20.1
2012,교육서비스업,P,활동,129498.0
2012,교육서비스업,P,신생,27181.0
2012,교육서비스업,P,소멸,24421.0
2012,교육서비스업,P,신생률,21.0
2012,교육서비스업,P,소멸률,18.9
2013,교육서비스업,P,활동,132782.0
2013,교육서비스업,P,신생,28180.0
2013,교육서비스업,P,소멸,24237.0
2013,교육서비스업,P,신생률,21.2
2013,교육서비스업,P,소멸률,18.3
2014,교육서비스업,P,활동,136955.0
2014,교육서비스업,P,신생,28495.0
2014,교육서비스업,P,소멸,21681.0
2014,교육서비스업,P,신생률,20.8
2014,교육서비스업,P,소멸률,15.8
2015,교육서비스업,P,활동,141830.0
2015,교육서비스업,P,신생,27258.0
2015,교육서비스업,P,소멸,21181.0
2015,교육서비스업,P,신생률,19.2
2015,교육서비스업,P,소멸률,14.9
2016,교육서비스업,P,활동,146643.0
2016,교육서비스업,P,신생,26496.0
2016,교육서비스업,P,소멸,21009.0
2016,교육서비스업,P,신생률,18.1
2016,교육서비스업,P,소멸률,14.3
2017,교육서비스업,P,활동,153678.0
2017,교육서비스업,P,신생,28572.0
2017,교육서비스업,P,소멸,23143.0
2017,교육서비스업,P,신생률,18.6
2017,교육서비스업,P,소멸률,15.1
2018,교육서비스업,P,활동,161653.0
2018,교육서비스업,P,신생,31429.0
2018,교육서비스업,P,소멸,24443.0
2018,교육서비스업,P,신생률,19.4
2018,교육서비스업,P,소멸률,15.1
2019,교육서비스업,P,활동,171451.0
2019,교육서비스업,P,신생,34844.0
2019,교육서비스업,P,소멸,26320.0
2019,교육서비스업,P,신생률,20.3
2019,교육서비스업,P,소멸률,15.4
2020,교육서비스업,P,활동,179629.0
2020,교육서비스업,P,신생,35059.0
2020,교육서비스업,P,소멸,23894.0
2020,교육서비스업,P,신생률,19.5
2020,교육서비스업,P,소멸률,13.3
2021,교육서비스업,P,활동,193853.0
2021,교육서비스업,P,신생,38442.0
2021,교육서비스업,P,소멸,22853.0
2021,교육서비스업,P,신생률,19.8
2021,교육서비스업,P,소멸률,11.8
2022,교육서비스업,P,활동,207812.0
2022,교육서비스업,P,신생,36933.0
2022,교육서비스업,P,소멸,28726.0
2022,교육서비스업,P,신생률,17.8
2022,교육서비스업,P,소멸률,13.8
2023,교육서비스업,P,활동,214571.0
2023,교육서비스업,P,신생,36177.0
2023,교육서비스업,P,소멸,27770.0
2023,교육서비스업,P,신생률,16.9
2023,교육서비스업,P,소멸률,12.9
2024,교육서비스업,P,활동,224177.0
2024,교육서비스업,P,신생,38454.0
2024,교육서비스업,P,신생률,17.2
2011,보건업 및 사회복지 서비스업,Q,활동,70524.0
2011,보건업 및 사회복지 서비스업,Q,신생,7043.0
2011,보건업 및 사회복지 서비스업,Q,소멸,5366.0
2011,보건업 및 사회복지 서비스업,Q,신생률,10.0
2011,보건업 및 사회복지 서비스업,Q,소멸률,7.6
2012,보건업 및 사회복지 서비스업,Q,활동,68959.0
2012,보건업 및 사회복지 서비스업,Q,신생,6401.0
2012,보건업 및 사회복지 서비스업,Q,소멸,5455.0
2012,보건업 및 사회복지 서비스업,Q,신생률,9.3
2012,보건업 및 사회복지 서비스업,Q,소멸률,7.9
2013,보건업 및 사회복지 서비스업,Q,활동,68845.0
2013,보건업 및 사회복지 서비스업,Q,신생,5894.0
2013,보건업 및 사회복지 서비스업,Q,소멸,4713.0
2013,보건업 및 사회복지 서비스업,Q,신생률,8.6
2013,보건업 및 사회복지 서비스업,Q,소멸률,6.8
2014,보건업 및 사회복지 서비스업,Q,활동,73161.0
2014,보건업 및 사회복지 서비스업,Q,신생,5742.0
2014,보건업 및 사회복지 서비스업,Q,소멸,3347.0
2014,보건업 및 사회복지 서비스업,Q,신생률,7.8
2014,보건업 및 사회복지 서비스업,Q,소멸률,4.6
2015,보건업 및 사회복지 서비스업,Q,활동,70124.0
2015,보건업 및 사회복지 서비스업,Q,신생,5035.0
2015,보건업 및 사회복지 서비스업,Q,소멸,3127.0
2015,보건업 및 사회복지 서비스업,Q,신생률,7.2
2015,보건업 및 사회복지 서비스업,Q,소멸률,4.5
2016,보건업 및 사회복지 서비스업,Q,활동,72025.0
2016,보건업 및 사회복지 서비스업,Q,신생,5398.0
2016,보건업 및 사회복지 서비스업,Q,소멸,3151.0
2016,보건업 및 사회복지 서비스업,Q,신생률,7.5
2016,보건업 및 사회복지 서비스업,Q,소멸률,4.4
2017,보건업 및 사회복지 서비스업,Q,활동,73574.0
2017,보건업 및 사회복지 서비스업,Q,신생,5161.0
2017,보건업 및 사회복지 서비스업,Q,소멸,3111.0
2017,보건업 및 사회복지 서비스업,Q,신생률,7.0
2017,보건업 및 사회복지 서비스업,Q,소멸률,4.2
2018,보건업 및 사회복지 서비스업,Q,활동,74988.0
2018,보건업 및 사회복지 서비스업,Q,신생,4999.0
2018,보건업 및 사회복지 서비스업,Q,소멸,3061.0
2018,보건업 및 사회복지 서비스업,Q,신생률,6.7
2018,보건업 및 사회복지 서비스업,Q,소멸률,4.1
2019,보건업 및 사회복지 서비스업,Q,활동,76584.0
2019,보건업 및 사회복지 서비스업,Q,신생,5123.0
2019,보건업 및 사회복지 서비스업,Q,소멸,2837.0
2019,보건업 및 사회복지 서비스업,Q,신생률,6.7
2019,보건업 및 사회복지 서비스업,Q,소멸률,3.7
2020,보건업 및 사회복지 서비스업,Q,활동,77630.0
2020,보건업 및 사회복지 서비스업,Q,신생,4321.0
2020,보건업 및 사회복지 서비스업,Q,소멸,2687.0
2020,보건업 및 사회복지 서비스업,Q,신생률,5.6
2020,보건업 및 사회복지 서비스업,Q,소멸률,3.5
2021,보건업 및 사회복지 서비스업,Q,활동,79140.0
2021,보건업 및 사회복지 서비스업,Q,신생,4636.0
2021,보건업 및 사회복지 서비스업,Q,소멸,2610.0
2021,보건업 및 사회복지 서비스업,Q,신생률,5.9
2021,보건업 및 사회복지 서비스업,Q,소멸률,3.3
2022,보건업 및 사회복지 서비스업,Q,활동,81323.0
2022,보건업 및 사회복지 서비스업,Q,신생,5135.0
2022,보건업 및 사회복지 서비스업,Q,소멸,2821.0
2022,보건업 및 사회복지 서비스업,Q,신생률,6.3
2022,보건업 및 사회복지 서비스업,Q,소멸률,3.5
2023,보건업 및 사회복지 서비스업,Q,활동,82624.0
2023,보건업 및 사회복지 서비스업,Q,신생,4497.0
2023,보건업 및 사회복지 서비스업,Q,소멸,2675.0
2023,보건업 및 사회복지 서비스업,Q,신생률,5.4
2023,보건업 및 사회복지 서비스업,Q,소멸률,3.2
2024,보건업 및 사회복지 서비스업,Q,활동,84916.0
2024,보건업 및 사회복지 서비스업,Q,신생,5371.0
