ref_year,industry,ksic_section,firm_size,survival_horizon_yr,survival_rate,birth_year
2012,전체,전체,계,1,64.6,2011
2012,전체,전체,계,2,,2010
2012,전체,전체,계,3,,2009
2012,전체,전체,계,4,,2008
2012,전체,전체,계,5,,2007
2013,전체,전체,계,1,65.9,2012
2013,전체,전체,계,2,52.5,2011
2013,전체,전체,계,3,,2010
2013,전체,전체,계,4,,2009
2013,전체,전체,계,5,,2008
2014,전체,전체,계,1,66.6,2013
2014,전체,전체,계,2,54.7,2012
2014,전체,전체,계,3,44.5,2011
2014,전체,전체,계,4,,2010
2014,전체,전체,계,5,,2009
2015,전체,전체,계,1,67.1,2014
2015,전체,전체,계,2,54.6,2013
2015,전체,전체,계,3,46.4,2012
2015,전체,전체,계,4,38.6,2011
2015,전체,전체,계,5,,2010
2016,전체,전체,계,1,66.8,2015
2016,전체,전체,계,2,55.1,2014
2016,전체,전체,계,3,46.3,2013
2016,전체,전체,계,4,40.5,2012
2016,전체,전체,계,5,34.1,2011
2017,전체,전체,계,1,66.6,2016
2017,전체,전체,계,2,54.9,2015
2017,전체,전체,계,3,47.0,2014
2017,전체,전체,계,4,40.5,2013
2017,전체,전체,계,5,36.0,2012
2018,전체,전체,계,1,66.4,2017
2018,전체,전체,계,2,54.7,2016
2018,전체,전체,계,3,46.4,2015
2018,전체,전체,계,4,40.9,2014
2018,전체,전체,계,5,35.7,2013
2019,전체,전체,계,1,66.2,2018
2019,전체,전체,계,2,54.6,2017
2019,전체,전체,계,3,46.2,2016
2019,전체,전체,계,4,40.2,2015
2019,전체,전체,계,5,36.1,2014
2020,전체,전체,계,1,66.3,2019
2020,전체,전체,계,2,54.5,2018
2020,전체,전체,계,3,46.3,2017
2020,전체,전체,계,4,40.1,2016
2020,전체,전체,계,5,35.3,2015
2021,전체,전체,계,1,66.2,2020
2021,전체,전체,계,2,55.2,2019
2021,전체,전체,계,3,46.8,2018
2021,전체,전체,계,4,40.5,2017
2021,전체,전체,계,5,35.6,2016
2022,전체,전체,계,1,63.6,2021
2022,전체,전체,계,2,54.0,2020
2022,전체,전체,계,3,46.6,2019
2022,전체,전체,계,4,40.4,2018
2022,전체,전체,계,5,35.8,2017
2023,전체,전체,계,1,62.1,2022
2023,전체,전체,계,2,51.8,2021
2023,전체,전체,계,3,45.5,2020
2023,전체,전체,계,4,40.4,2019
2023,전체,전체,계,5,35.4,2018
2012,전체,전체,1인~4인,1,61.9,2011
2012,전체,전체,1인~4인,2,,2010
2012,전체,전체,1인~4인,3,,2009
2012,전체,전체,1인~4인,4,,2008
2012,전체,전체,1인~4인,5,,2007
2013,전체,전체,1인~4인,1,63.3,2012
2013,전체,전체,1인~4인,2,50.3,2011
2013,전체,전체,1인~4인,3,,2010
2013,전체,전체,1인~4인,4,,2009
2013,전체,전체,1인~4인,5,,2008
2014,전체,전체,1인~4인,1,64.1,2013
2014,전체,전체,1인~4인,2,52.3,2012
2014,전체,전체,1인~4인,3,42.6,2011
2014,전체,전체,1인~4인,4,,2010
2014,전체,전체,1인~4인,5,,2009
2015,전체,전체,1인~4인,1,64.4,2014
2015,전체,전체,1인~4인,2,52.4,2013
2015,전체,전체,1인~4인,3,44.4,2012
2015,전체,전체,1인~4인,4,37.0,2011
2015,전체,전체,1인~4인,5,,2010
2016,전체,전체,1인~4인,1,64.6,2015
2016,전체,전체,1인~4인,2,52.6,2014
2016,전체,전체,1인~4인,3,44.4,2013
2016,전체,전체,1인~4인,4,38.6,2012
2016,전체,전체,1인~4인,5,32.6,2011
2017,전체,전체,1인~4인,1,64.2,2016
2017,전체,전체,1인~4인,2,52.8,2015
2017,전체,전체,1인~4인,3,44.7,2014
2017,전체,전체,1인~4인,4,38.7,2013
2017,전체,전체,1인~4인,5,34.3,2012
2018,전체,전체,1인~4인,1,63.9,2017
2018,전체,전체,1인~4인,2,52.5,2016
2018,전체,전체,1인~4인,3,44.6,2015
2018,전체,전체,1인~4인,4,38.8,2014
2018,전체,전체,1인~4인,5,34.1,2013
2019,전체,전체,1인~4인,1,63.5,2018
2019,전체,전체,1인~4인,2,52.2,2017
2019,전체,전체,1인~4인,3,44.2,2016
2019,전체,전체,1인~4인,4,38.5,2015
2019,전체,전체,1인~4인,5,34.1,2014
2020,전체,전체,1인~4인,1,63.5,2019
2020,전체,전체,1인~4인,2,51.9,2018
2020,전체,전체,1인~4인,3,44.1,2017
2020,전체,전체,1인~4인,4,38.2,2016
2020,전체,전체,1인~4인,5,33.8,2015
2021,전체,전체,1인~4인,1,63.6,2020
2021,전체,전체,1인~4인,2,52.5,2019
2021,전체,전체,1인~4인,3,44.4,2018
2021,전체,전체,1인~4인,4,38.4,2017
2021,전체,전체,1인~4인,5,33.8,2016
2022,전체,전체,1인~4인,1,60.9,2021
2022,전체,전체,1인~4인,2,51.4,2020
2022,전체,전체,1인~4인,3,44.2,2019
2022,전체,전체,1인~4인,4,38.3,2018
2022,전체,전체,1인~4인,5,33.8,2017
2023,전체,전체,1인~4인,1,59.2,2022
2023,전체,전체,1인~4인,2,49.3,2021
2023,전체,전체,1인~4인,3,43.3,2020
2023,전체,전체,1인~4인,4,38.2,2019
2023,전체,전체,1인~4인,5,33.4,2018
2012,전체,전체,5인~9인,1,72.9,2011
2012,전체,전체,5인~9인,2,,2010
2012,전체,전체,5인~9인,3,,2009
2012,전체,전체,5인~9인,4,,2008
2012,전체,전체,5인~9인,5,,2007
2013,전체,전체,5인~9인,1,74.0,2012
2013,전체,전체,5인~9인,2,59.4,2011
2013,전체,전체,5인~9인,3,,2010
2013,전체,전체,5인~9인,4,,2009
2013,전체,전체,5인~9인,5,,2008
2014,전체,전체,5인~9인,1,75.6,2013
2014,전체,전체,5인~9인,2,62.1,2012
2014,전체,전체,5인~9인,3,50.6,2011
2014,전체,전체,5인~9인,4,,2010
2014,전체,전체,5인~9인,5,,2009
2015,전체,전체,5인~9인,1,76.6,2014
2015,전체,전체,5인~9인,2,62.5,2013
2015,전체,전체,5인~9인,3,52.8,2012
2015,전체,전체,5인~9인,4,43.9,2011
2015,전체,전체,5인~9인,5,,2010
2016,전체,전체,5인~9인,1,76.3,2015
2016,전체,전체,5인~9인,2,63.8,2014
2016,전체,전체,5인~9인,3,53.3,2013
2016,전체,전체,5인~9인,4,46.3,2012
2016,전체,전체,5인~9인,5,39.0,2011
2017,전체,전체,5인~9인,1,77.2,2016
2017,전체,전체,5인~9인,2,63.6,2015
2017,전체,전체,5인~9인,3,54.9,2014
2017,전체,전체,5인~9인,4,46.5,2013
2017,전체,전체,5인~9인,5,41.4,2012
2018,전체,전체,5인~9인,1,77.6,2017
2018,전체,전체,5인~9인,2,64.2,2016
2018,전체,전체,5인~9인,3,54.5,2015
2018,전체,전체,5인~9인,4,48.1,2014
2018,전체,전체,5인~9인,5,41.3,2013
2019,전체,전체,5인~9인,1,77.7,2018
2019,전체,전체,5인~9인,2,64.8,2017
2019,전체,전체,5인~9인,3,55.0,2016
2019,전체,전체,5인~9인,4,47.4,2015
2019,전체,전체,5인~9인,5,43.0,2014
2020,전체,전체,5인~9인,1,78.1,2019
2020,전체,전체,5인~9인,2,65.0,2018
2020,전체,전체,5인~9인,3,55.9,2017
2020,전체,전체,5인~9인,4,48.1,2016
2020,전체,전체,5인~9인,5,42.3,2015
2021,전체,전체,5인~9인,1,78.7,2020
2021,전체,전체,5인~9인,2,66.2,2019
2021,전체,전체,5인~9인,3,56.1,2018
2021,전체,전체,5인~9인,4,49.7,2017
2021,전체,전체,5인~9인,5,43.2,2016
2022,전체,전체,5인~9인,1,76.7,2021
2022,전체,전체,5인~9인,2,65.5,2020
2022,전체,전체,5인~9인,3,56.5,2019
2022,전체,전체,5인~9인,4,49.2,2018
2022,전체,전체,5인~9인,5,44.4,2017
2023,전체,전체,5인~9인,1,78.1,2022
2023,전체,전체,5인~9인,2,64.1,2021
2023,전체,전체,5인~9인,3,55.8,2020
2023,전체,전체,5인~9인,4,49.1,2019
2023,전체,전체,5인~9인,5,43.7,2018
2012,전체,전체,10인~19인,1,73.6,2011
2012,전체,전체,10인~19인,2,,2010
2012,전체,전체,10인~19인,3,,2009
2012,전체,전체,10인~19인,4,,2008
2012,전체,전체,10인~19인,5,,2007
2013,전체,전체,10인~19인,1,75.0,2012
2013,전체,전체,10인~19인,2,59.3,2011
2013,전체,전체,10인~19인,3,,2010
2013,전체,전체,10인~19인,4,,2009
2013,전체,전체,10인~19인,5,,2008
2014,전체,전체,10인~19인,1,76.6,2013
2014,전체,전체,10인~19인,2,62.7,2012
2014,전체,전체,10인~19인,3,49.7,2011
2014,전체,전체,10인~19인,4,,2010
2014,전체,전체,10인~19인,5,,2009
2015,전체,전체,10인~19인,1,78.7,2014
2015,전체,전체,10인~19인,2,61.9,2013
2015,전체,전체,10인~19인,3,53.2,2012
2015,전체,전체,10인~19인,4,42.6,2011
2015,전체,전체,10인~19인,5,,2010
2016,전체,전체,10인~19인,1,77.8,2015
2016,전체,전체,10인~19인,2,65.5,2014
2016,전체,전체,10인~19인,3,53.0,2013
2016,전체,전체,10인~19인,4,47.1,2012
2016,전체,전체,10인~19인,5,37.8,2011
2017,전체,전체,10인~19인,1,78.4,2016
2017,전체,전체,10인~19인,2,64.5,2015
2017,전체,전체,10인~19인,3,56.6,2014
2017,전체,전체,10인~19인,4,47.0,2013
2017,전체,전체,10인~19인,5,42.1,2012
2018,전체,전체,10인~19인,1,80.1,2017
2018,전체,전체,10인~19인,2,65.6,2016
2018,전체,전체,10인~19인,3,54.8,2015
2018,전체,전체,10인~19인,4,49.8,2014
2018,전체,전체,10인~19인,5,41.5,2013
2019,전체,전체,10인~19인,1,80.2,2018
2019,전체,전체,10인~19인,2,67.2,2017
2019,전체,전체,10인~19인,3,56.3,2016
2019,전체,전체,10인~19인,4,47.7,2015
2019,전체,전체,10인~19인,5,44.5,2014
2020,전체,전체,10인~19인,1,80.9,2019
2020,전체,전체,10인~19인,2,68.2,2018
2020,전체,전체,10인~19인,3,58.2,2017
2020,전체,전체,10인~19인,4,49.5,2016
2020,전체,전체,10인~19인,5,42.0,2015
2021,전체,전체,10인~19인,1,82.3,2020
2021,전체,전체,10인~19인,2,70.0,2019
2021,전체,전체,10인~19인,3,59.3,2018
2021,전체,전체,10인~19인,4,51.4,2017
2021,전체,전체,10인~19인,5,44.2,2016
2022,전체,전체,10인~19인,1,81.4,2021
2022,전체,전체,10인~19인,2,70.7,2020
2022,전체,전체,10인~19인,3,61.0,2019
2022,전체,전체,10인~19인,4,52.4,2018
2022,전체,전체,10인~19인,5,46.2,2017
2023,전체,전체,10인~19인,1,83.6,2022
2023,전체,전체,10인~19인,2,68.2,2021
2023,전체,전체,10인~19인,3,60.3,2020
2023,전체,전체,10인~19인,4,53.3,2019
2023,전체,전체,10인~19인,5,46.2,2018
2012,전체,전체,20인 이상,1,74.6,2011
2012,전체,전체,20인 이상,2,,2010
2012,전체,전체,20인 이상,3,,2009
2012,전체,전체,20인 이상,4,,2008
2012,전체,전체,20인 이상,5,,2007
2013,전체,전체,20인 이상,1,77.0,2012
2013,전체,전체,20인 이상,2,60.5,2011
2013,전체,전체,20인 이상,3,,2010
2013,전체,전체,20인 이상,4,,2009
2013,전체,전체,20인 이상,5,,2008
2014,전체,전체,20인 이상,1,79.2,2013
2014,전체,전체,20인 이상,2,65.7,2012
2014,전체,전체,20인 이상,3,51.5,2011
2014,전체,전체,20인 이상,4,,2010
2014,전체,전체,20인 이상,5,,2009
2015,전체,전체,20인 이상,1,79.9,2014
2015,전체,전체,20인 이상,2,65.5,2013
2015,전체,전체,20인 이상,3,56.1,2012
2015,전체,전체,20인 이상,4,45.1,2011
2015,전체,전체,20인 이상,5,,2010
2016,전체,전체,20인 이상,1,79.6,2015
2016,전체,전체,20인 이상,2,67.2,2014
2016,전체,전체,20인 이상,3,56.5,2013
2016,전체,전체,20인 이상,4,49.3,2012
2016,전체,전체,20인 이상,5,39.3,2011
2017,전체,전체,20인 이상,1,78.7,2016
2017,전체,전체,20인 이상,2,66.9,2015
2017,전체,전체,20인 이상,3,58.7,2014
2017,전체,전체,20인 이상,4,50.5,2013
2017,전체,전체,20인 이상,5,43.6,2012
2018,전체,전체,20인 이상,1,80.5,2017
2018,전체,전체,20인 이상,2,66.7,2016
2018,전체,전체,20인 이상,3,57.2,2015
2018,전체,전체,20인 이상,4,52.4,2014
2018,전체,전체,20인 이상,5,44.2,2013
2019,전체,전체,20인 이상,1,81.9,2018
2019,전체,전체,20인 이상,2,68.2,2017
2019,전체,전체,20인 이상,3,57.2,2016
2019,전체,전체,20인 이상,4,50.6,2015
2019,전체,전체,20인 이상,5,46.0,2014
2020,전체,전체,20인 이상,1,82.6,2019
2020,전체,전체,20인 이상,2,69.4,2018
2020,전체,전체,20인 이상,3,59.6,2017
2020,전체,전체,20인 이상,4,50.7,2016
2020,전체,전체,20인 이상,5,44.6,2015
2021,전체,전체,20인 이상,1,82.7,2020
2021,전체,전체,20인 이상,2,71.8,2019
2021,전체,전체,20인 이상,3,61.3,2018
2021,전체,전체,20인 이상,4,51.9,2017
2021,전체,전체,20인 이상,5,45.6,2016
2022,전체,전체,20인 이상,1,84.1,2021
2022,전체,전체,20인 이상,2,71.0,2020
2022,전체,전체,20인 이상,3,63.3,2019
2022,전체,전체,20인 이상,4,54.2,2018
2022,전체,전체,20인 이상,5,46.5,2017
2023,전체,전체,20인 이상,1,84.7,2022
2023,전체,전체,20인 이상,2,72.3,2021
2023,전체,전체,20인 이상,3,61.9,2020
2023,전체,전체,20인 이상,4,55.9,2019
2023,전체,전체,20인 이상,5,48.7,2018
2012,"농업, 임업 및 어업",A,계,1,69.0,2011
2012,"농업, 임업 및 어업",A,계,2,,2010
2012,"농업, 임업 및 어업",A,계,3,,2009
2012,"농업, 임업 및 어업",A,계,4,,2008
2012,"농업, 임업 및 어업",A,계,5,,2007
2013,"농업, 임업 및 어업",A,계,1,60.2,2012
2013,"농업, 임업 및 어업",A,계,2,53.5,2011
2013,"농업, 임업 및 어업",A,계,3,,2010
2013,"농업, 임업 및 어업",A,계,4,,2009
2013,"농업, 임업 및 어업",A,계,5,,2008
2014,"농업, 임업 및 어업",A,계,1,58.5,2013
2014,"농업, 임업 및 어업",A,계,2,50.0,2012
2014,"농업, 임업 및 어업",A,계,3,47.3,2011
2014,"농업, 임업 및 어업",A,계,4,,2010
2014,"농업, 임업 및 어업",A,계,5,,2009
2015,"농업, 임업 및 어업",A,계,1,62.3,2014
2015,"농업, 임업 및 어업",A,계,2,49.5,2013
2015,"농업, 임업 및 어업",A,계,3,43.6,2012
2015,"농업, 임업 및 어업",A,계,4,41.9,2011
2015,"농업, 임업 및 어업",A,계,5,,2010
2016,"농업, 임업 및 어업",A,계,1,66.1,2015
2016,"농업, 임업 및 어업",A,계,2,51.2,2014
2016,"농업, 임업 및 어업",A,계,3,45.0,2013
2016,"농업, 임업 및 어업",A,계,4,38.2,2012
2016,"농업, 임업 및 어업",A,계,5,36.8,2011
2017,"농업, 임업 및 어업",A,계,1,62.4,2016
2017,"농업, 임업 및 어업",A,계,2,54.0,2015
2017,"농업, 임업 및 어업",A,계,3,44.4,2014
2017,"농업, 임업 및 어업",A,계,4,39.3,2013
2017,"농업, 임업 및 어업",A,계,5,34.5,2012
2018,"농업, 임업 및 어업",A,계,1,64.2,2017
2018,"농업, 임업 및 어업",A,계,2,52.9,2016
2018,"농업, 임업 및 어업",A,계,3,46.4,2015
2018,"농업, 임업 및 어업",A,계,4,38.7,2014
2018,"농업, 임업 및 어업",A,계,5,35.5,2013
2019,"농업, 임업 및 어업",A,계,1,63.1,2018
2019,"농업, 임업 및 어업",A,계,2,55.9,2017
2019,"농업, 임업 및 어업",A,계,3,45.3,2016
2019,"농업, 임업 및 어업",A,계,4,41.4,2015
2019,"농업, 임업 및 어업",A,계,5,34.5,2014
2020,"농업, 임업 및 어업",A,계,1,65.5,2019
2020,"농업, 임업 및 어업",A,계,2,53.8,2018
2020,"농업, 임업 및 어업",A,계,3,48.8,2017
2020,"농업, 임업 및 어업",A,계,4,40.8,2016
2020,"농업, 임업 및 어업",A,계,5,36.4,2015
2021,"농업, 임업 및 어업",A,계,1,64.7,2020
2021,"농업, 임업 및 어업",A,계,2,55.9,2019
2021,"농업, 임업 및 어업",A,계,3,46.7,2018
2021,"농업, 임업 및 어업",A,계,4,42.7,2017
2021,"농업, 임업 및 어업",A,계,5,36.5,2016
2022,"농업, 임업 및 어업",A,계,1,66.4,2021
2022,"농업, 임업 및 어업",A,계,2,53.9,2020
2022,"농업, 임업 및 어업",A,계,3,49.5,2019
2022,"농업, 임업 및 어업",A,계,4,41.9,2018
2022,"농업, 임업 및 어업",A,계,5,39.0,2017
2023,"농업, 임업 및 어업",A,계,1,61.9,2022
2023,"농업, 임업 및 어업",A,계,2,56.6,2021
2023,"농업, 임업 및 어업",A,계,3,46.3,2020
2023,"농업, 임업 및 어업",A,계,4,42.7,2019
2023,"농업, 임업 및 어업",A,계,5,37.6,2018
2012,"농업, 임업 및 어업",A,1인~4인,1,66.5,2011
2012,"농업, 임업 및 어업",A,1인~4인,2,,2010
2012,"농업, 임업 및 어업",A,1인~4인,3,,2009
2012,"농업, 임업 및 어업",A,1인~4인,4,,2008
2012,"농업, 임업 및 어업",A,1인~4인,5,,2007
2013,"농업, 임업 및 어업",A,1인~4인,1,57.9,2012
2013,"농업, 임업 및 어업",A,1인~4인,2,52.2,2011
2013,"농업, 임업 및 어업",A,1인~4인,3,,2010
2013,"농업, 임업 및 어업",A,1인~4인,4,,2009
2013,"농업, 임업 및 어업",A,1인~4인,5,,2008
2014,"농업, 임업 및 어업",A,1인~4인,1,55.5,2013
2014,"농업, 임업 및 어업",A,1인~4인,2,47.6,2012
2014,"농업, 임업 및 어업",A,1인~4인,3,46.7,2011
2014,"농업, 임업 및 어업",A,1인~4인,4,,2010
2014,"농업, 임업 및 어업",A,1인~4인,5,,2009
2015,"농업, 임업 및 어업",A,1인~4인,1,59.4,2014
2015,"농업, 임업 및 어업",A,1인~4인,2,47.0,2013
2015,"농업, 임업 및 어업",A,1인~4인,3,41.6,2012
2015,"농업, 임업 및 어업",A,1인~4인,4,41.3,2011
2015,"농업, 임업 및 어업",A,1인~4인,5,,2010
2016,"농업, 임업 및 어업",A,1인~4인,1,63.8,2015
2016,"농업, 임업 및 어업",A,1인~4인,2,48.7,2014
2016,"농업, 임업 및 어업",A,1인~4인,3,42.5,2013
2016,"농업, 임업 및 어업",A,1인~4인,4,36.6,2012
2016,"농업, 임업 및 어업",A,1인~4인,5,36.7,2011
2017,"농업, 임업 및 어업",A,1인~4인,1,59.3,2016
2017,"농업, 임업 및 어업",A,1인~4인,2,50.8,2015
2017,"농업, 임업 및 어업",A,1인~4인,3,42.1,2014
2017,"농업, 임업 및 어업",A,1인~4인,4,37.0,2013
2017,"농업, 임업 및 어업",A,1인~4인,5,33.1,2012
2018,"농업, 임업 및 어업",A,1인~4인,1,61.2,2017
2018,"농업, 임업 및 어업",A,1인~4인,2,49.8,2016
2018,"농업, 임업 및 어업",A,1인~4인,3,43.6,2015
2018,"농업, 임업 및 어업",A,1인~4인,4,36.1,2014
2018,"농업, 임업 및 어업",A,1인~4인,5,33.3,2013
2019,"농업, 임업 및 어업",A,1인~4인,1,60.5,2018
2019,"농업, 임업 및 어업",A,1인~4인,2,53.1,2017
2019,"농업, 임업 및 어업",A,1인~4인,3,42.1,2016
2019,"농업, 임업 및 어업",A,1인~4인,4,38.8,2015
2019,"농업, 임업 및 어업",A,1인~4인,5,32.1,2014
2020,"농업, 임업 및 어업",A,1인~4인,1,63.3,2019
2020,"농업, 임업 및 어업",A,1인~4인,2,51.2,2018
2020,"농업, 임업 및 어업",A,1인~4인,3,46.0,2017
2020,"농업, 임업 및 어업",A,1인~4인,4,37.8,2016
2020,"농업, 임업 및 어업",A,1인~4인,5,33.8,2015
2021,"농업, 임업 및 어업",A,1인~4인,1,62.5,2020
2021,"농업, 임업 및 어업",A,1인~4인,2,53.2,2019
2021,"농업, 임업 및 어업",A,1인~4인,3,44.1,2018
2021,"농업, 임업 및 어업",A,1인~4인,4,40.2,2017
2021,"농업, 임업 및 어업",A,1인~4인,5,33.4,2016
2022,"농업, 임업 및 어업",A,1인~4인,1,64.4,2021
2022,"농업, 임업 및 어업",A,1인~4인,2,51.7,2020
2022,"농업, 임업 및 어업",A,1인~4인,3,46.8,2019
2022,"농업, 임업 및 어업",A,1인~4인,4,39.5,2018
2022,"농업, 임업 및 어업",A,1인~4인,5,36.6,2017
2023,"농업, 임업 및 어업",A,1인~4인,1,59.2,2022
2023,"농업, 임업 및 어업",A,1인~4인,2,54.3,2021
2023,"농업, 임업 및 어업",A,1인~4인,3,43.9,2020
2023,"농업, 임업 및 어업",A,1인~4인,4,39.9,2019
2023,"농업, 임업 및 어업",A,1인~4인,5,35.5,2018
2012,"농업, 임업 및 어업",A,5인~9인,1,73.7,2011
2012,"농업, 임업 및 어업",A,5인~9인,2,,2010
2012,"농업, 임업 및 어업",A,5인~9인,3,,2009
2012,"농업, 임업 및 어업",A,5인~9인,4,,2008
2012,"농업, 임업 및 어업",A,5인~9인,5,,2007
2013,"농업, 임업 및 어업",A,5인~9인,1,75.0,2012
2013,"농업, 임업 및 어업",A,5인~9인,2,59.2,2011
2013,"농업, 임업 및 어업",A,5인~9인,3,,2010
2013,"농업, 임업 및 어업",A,5인~9인,4,,2009
2013,"농업, 임업 및 어업",A,5인~9인,5,,2008
2014,"농업, 임업 및 어업",A,5인~9인,1,73.0,2013
2014,"농업, 임업 및 어업",A,5인~9인,2,66.3,2012
2014,"농업, 임업 및 어업",A,5인~9인,3,47.4,2011
2014,"농업, 임업 및 어업",A,5인~9인,4,,2010
2014,"농업, 임업 및 어업",A,5인~9인,5,,2009
2015,"농업, 임업 및 어업",A,5인~9인,1,83.2,2014
2015,"농업, 임업 및 어업",A,5인~9인,2,61.0,2013
2015,"농업, 임업 및 어업",A,5인~9인,3,59.8,2012
2015,"농업, 임업 및 어업",A,5인~9인,4,43.4,2011
2015,"농업, 임업 및 어업",A,5인~9인,5,,2010
2016,"농업, 임업 및 어업",A,5인~9인,1,78.8,2015
2016,"농업, 임업 및 어업",A,5인~9인,2,71.7,2014
2016,"농업, 임업 및 어업",A,5인~9인,3,56.0,2013
2016,"농업, 임업 및 어업",A,5인~9인,4,51.1,2012
2016,"농업, 임업 및 어업",A,5인~9인,5,36.8,2011
2017,"농업, 임업 및 어업",A,5인~9인,1,81.8,2016
2017,"농업, 임업 및 어업",A,5인~9인,2,71.2,2015
2017,"농업, 임업 및 어업",A,5인~9인,3,62.8,2014
2017,"농업, 임업 및 어업",A,5인~9인,4,51.0,2013
2017,"농업, 임업 및 어업",A,5인~9인,5,45.7,2012
2018,"농업, 임업 및 어업",A,5인~9인,1,83.1,2017
2018,"농업, 임업 및 어업",A,5인~9인,2,72.1,2016
2018,"농업, 임업 및 어업",A,5인~9인,3,65.8,2015
2018,"농업, 임업 및 어업",A,5인~9인,4,56.6,2014
2018,"농업, 임업 및 어업",A,5인~9인,5,47.0,2013
2019,"농업, 임업 및 어업",A,5인~9인,1,80.3,2018
2019,"농업, 임업 및 어업",A,5인~9인,2,74.4,2017
2019,"농업, 임업 및 어업",A,5인~9인,3,66.1,2016
2019,"농업, 임업 및 어업",A,5인~9인,4,61.4,2015
2019,"농업, 임업 및 어업",A,5인~9인,5,52.2,2014
2020,"농업, 임업 및 어업",A,5인~9인,1,82.4,2019
2020,"농업, 임업 및 어업",A,5인~9인,2,68.2,2018
2020,"농업, 임업 및 어업",A,5인~9인,3,66.3,2017
2020,"농업, 임업 및 어업",A,5인~9인,4,60.6,2016
2020,"농업, 임업 및 어업",A,5인~9인,5,55.4,2015
2021,"농업, 임업 및 어업",A,5인~9인,1,83.1,2020
2021,"농업, 임업 및 어업",A,5인~9인,2,79.6,2019
2021,"농업, 임업 및 어업",A,5인~9인,3,60.6,2018
2021,"농업, 임업 및 어업",A,5인~9인,4,56.9,2017
2021,"농업, 임업 및 어업",A,5인~9인,5,57.0,2016
2022,"농업, 임업 및 어업",A,5인~9인,1,78.0,2021
2022,"농업, 임업 및 어업",A,5인~9인,2,73.8,2020
2022,"농업, 임업 및 어업",A,5인~9인,3,72.5,2019
2022,"농업, 임업 및 어업",A,5인~9인,4,56.8,2018
2022,"농업, 임업 및 어업",A,5인~9인,5,51.9,2017
2023,"농업, 임업 및 어업",A,5인~9인,1,81.0,2022
2023,"농업, 임업 및 어업",A,5인~9인,2,68.1,2021
2023,"농업, 임업 및 어업",A,5인~9인,3,68.2,2020
2023,"농업, 임업 및 어업",A,5인~9인,4,66.9,2019
2023,"농업, 임업 및 어업",A,5인~9인,5,50.8,2018
2012,"농업, 임업 및 어업",A,10인~19인,1,77.5,2011
2012,"농업, 임업 및 어업",A,10인~19인,2,,2010
2012,"농업, 임업 및 어업",A,10인~19인,3,,2009
2012,"농업, 임업 및 어업",A,10인~19인,4,,2008
2012,"농업, 임업 및 어업",A,10인~19인,5,,2007
2013,"농업, 임업 및 어업",A,10인~19인,1,70.4,2012
2013,"농업, 임업 및 어업",A,10인~19인,2,56.3,2011
2013,"농업, 임업 및 어업",A,10인~19인,3,,2010
2013,"농업, 임업 및 어업",A,10인~19인,4,,2009
2013,"농업, 임업 및 어업",A,10인~19인,5,,2008
2014,"농업, 임업 및 어업",A,10인~19인,1,79.2,2013
2014,"농업, 임업 및 어업",A,10인~19인,2,59.2,2012
2014,"농업, 임업 및 어업",A,10인~19인,3,50.0,2011
2014,"농업, 임업 및 어업",A,10인~19인,4,,2010
2014,"농업, 임업 및 어업",A,10인~19인,5,,2009
2015,"농업, 임업 및 어업",A,10인~19인,1,77.1,2014
2015,"농업, 임업 및 어업",A,10인~19인,2,67.5,2013
2015,"농업, 임업 및 어업",A,10인~19인,3,47.9,2012
2015,"농업, 임업 및 어업",A,10인~19인,4,43.8,2011
2015,"농업, 임업 및 어업",A,10인~19인,5,,2010
2016,"농업, 임업 및 어업",A,10인~19인,1,81.0,2015
2016,"농업, 임업 및 어업",A,10인~19인,2,60.0,2014
2016,"농업, 임업 및 어업",A,10인~19인,3,62.3,2013
2016,"농업, 임업 및 어업",A,10인~19인,4,42.3,2012
2016,"농업, 임업 및 어업",A,10인~19인,5,38.8,2011
2017,"농업, 임업 및 어업",A,10인~19인,1,82.0,2016
2017,"농업, 임업 및 어업",A,10인~19인,2,69.8,2015
2017,"농업, 임업 및 어업",A,10인~19인,3,51.4,2014
2017,"농업, 임업 및 어업",A,10인~19인,4,53.2,2013
2017,"농업, 임업 및 어업",A,10인~19인,5,36.6,2012
2018,"농업, 임업 및 어업",A,10인~19인,1,84.4,2017
2018,"농업, 임업 및 어업",A,10인~19인,2,74.0,2016
2018,"농업, 임업 및 어업",A,10인~19인,3,52.4,2015
2018,"농업, 임업 및 어업",A,10인~19인,4,51.4,2014
2018,"농업, 임업 및 어업",A,10인~19인,5,48.1,2013
2019,"농업, 임업 및 어업",A,10인~19인,1,88.7,2018
2019,"농업, 임업 및 어업",A,10인~19인,2,71.1,2017
2019,"농업, 임업 및 어업",A,10인~19인,3,64.0,2016
2019,"농업, 임업 및 어업",A,10인~19인,4,42.9,2015
2019,"농업, 임업 및 어업",A,10인~19인,5,45.7,2014
2020,"농업, 임업 및 어업",A,10인~19인,1,86.0,2019
2020,"농업, 임업 및 어업",A,10인~19인,2,88.7,2018
2020,"농업, 임업 및 어업",A,10인~19인,3,62.2,2017
2020,"농업, 임업 및 어업",A,10인~19인,4,54.0,2016
2020,"농업, 임업 및 어업",A,10인~19인,5,38.1,2015
2021,"농업, 임업 및 어업",A,10인~19인,1,82.2,2020
2021,"농업, 임업 및 어업",A,10인~19인,2,76.0,2019
