ref_year,industry,ksic_section,firm_size,survival_horizon_yr,survival_rate,birth_year
2021,숙박 및 음식점업,I,5인~9인,3,47.0,2018
2021,숙박 및 음식점업,I,5인~9인,4,39.1,2017
2021,숙박 및 음식점업,I,5인~9인,5,31.9,2016
2022,숙박 및 음식점업,I,5인~9인,1,73.8,2021
2022,숙박 및 음식점업,I,5인~9인,2,60.0,2020
2022,숙박 및 음식점업,I,5인~9인,3,47.4,2019
2022,숙박 및 음식점업,I,5인~9인,4,38.9,2018
2022,숙박 및 음식점업,I,5인~9인,5,32.7,2017
2023,숙박 및 음식점업,I,5인~9인,1,73.4,2022
2023,숙박 및 음식점업,I,5인~9인,2,57.9,2021
2023,숙박 및 음식점업,I,5인~9인,3,47.5,2020
2023,숙박 및 음식점업,I,5인~9인,4,38.7,2019
2023,숙박 및 음식점업,I,5인~9인,5,32.7,2018
2012,숙박 및 음식점업,I,10인~19인,1,79.3,2011
2012,숙박 및 음식점업,I,10인~19인,2,,2010
2012,숙박 및 음식점업,I,10인~19인,3,,2009
2012,숙박 및 음식점업,I,10인~19인,4,,2008
2012,숙박 및 음식점업,I,10인~19인,5,,2007
2013,숙박 및 음식점업,I,10인~19인,1,75.9,2012
2013,숙박 및 음식점업,I,10인~19인,2,63.9,2011
2013,숙박 및 음식점업,I,10인~19인,3,,2010
2013,숙박 및 음식점업,I,10인~19인,4,,2009
2013,숙박 및 음식점업,I,10인~19인,5,,2008
2014,숙박 및 음식점업,I,10인~19인,1,79.5,2013
2014,숙박 및 음식점업,I,10인~19인,2,64.5,2012
2014,숙박 및 음식점업,I,10인~19인,3,52.8,2011
2014,숙박 및 음식점업,I,10인~19인,4,,2010
2014,숙박 및 음식점업,I,10인~19인,5,,2009
2015,숙박 및 음식점업,I,10인~19인,1,78.7,2014
2015,숙박 및 음식점업,I,10인~19인,2,64.2,2013
2015,숙박 및 음식점업,I,10인~19인,3,51.1,2012
2015,숙박 및 음식점업,I,10인~19인,4,41.9,2011
2015,숙박 및 음식점업,I,10인~19인,5,,2010
2016,숙박 및 음식점업,I,10인~19인,1,80.6,2015
2016,숙박 및 음식점업,I,10인~19인,2,63.8,2014
2016,숙박 및 음식점업,I,10인~19인,3,52.7,2013
2016,숙박 및 음식점업,I,10인~19인,4,42.3,2012
2016,숙박 및 음식점업,I,10인~19인,5,35.0,2011
2017,숙박 및 음식점업,I,10인~19인,1,78.4,2016
2017,숙박 및 음식점업,I,10인~19인,2,65.0,2015
2017,숙박 및 음식점업,I,10인~19인,3,50.8,2014
2017,숙박 및 음식점업,I,10인~19인,4,44.9,2013
2017,숙박 및 음식점업,I,10인~19인,5,34.4,2012
2018,숙박 및 음식점업,I,10인~19인,1,81.3,2017
2018,숙박 및 음식점업,I,10인~19인,2,65.3,2016
2018,숙박 및 음식점업,I,10인~19인,3,53.2,2015
2018,숙박 및 음식점업,I,10인~19인,4,41.6,2014
2018,숙박 및 음식점업,I,10인~19인,5,37.4,2013
2019,숙박 및 음식점업,I,10인~19인,1,80.0,2018
2019,숙박 및 음식점업,I,10인~19인,2,65.6,2017
2019,숙박 및 음식점업,I,10인~19인,3,53.6,2016
2019,숙박 및 음식점업,I,10인~19인,4,43.2,2015
2019,숙박 및 음식점업,I,10인~19인,5,34.9,2014
2020,숙박 및 음식점업,I,10인~19인,1,81.0,2019
2020,숙박 및 음식점업,I,10인~19인,2,65.5,2018
2020,숙박 및 음식점업,I,10인~19인,3,53.3,2017
2020,숙박 및 음식점업,I,10인~19인,4,43.4,2016
2020,숙박 및 음식점업,I,10인~19인,5,35.2,2015
2021,숙박 및 음식점업,I,10인~19인,1,84.1,2020
2021,숙박 및 음식점업,I,10인~19인,2,68.5,2019
2021,숙박 및 음식점업,I,10인~19인,3,55.6,2018
2021,숙박 및 음식점업,I,10인~19인,4,45.0,2017
2021,숙박 및 음식점업,I,10인~19인,5,37.4,2016
2022,숙박 및 음식점업,I,10인~19인,1,83.0,2021
2022,숙박 및 음식점업,I,10인~19인,2,69.7,2020
2022,숙박 및 음식점업,I,10인~19인,3,58.5,2019
2022,숙박 및 음식점업,I,10인~19인,4,47.9,2018
2022,숙박 및 음식점업,I,10인~19인,5,38.9,2017
2023,숙박 및 음식점업,I,10인~19인,1,83.4,2022
2023,숙박 및 음식점업,I,10인~19인,2,67.1,2021
2023,숙박 및 음식점업,I,10인~19인,3,57.8,2020
2023,숙박 및 음식점업,I,10인~19인,4,48.6,2019
2023,숙박 및 음식점업,I,10인~19인,5,39.5,2018
2012,숙박 및 음식점업,I,20인 이상,1,79.1,2011
2012,숙박 및 음식점업,I,20인 이상,2,,2010
2012,숙박 및 음식점업,I,20인 이상,3,,2009
2012,숙박 및 음식점업,I,20인 이상,4,,2008
2012,숙박 및 음식점업,I,20인 이상,5,,2007
2013,숙박 및 음식점업,I,20인 이상,1,81.2,2012
2013,숙박 및 음식점업,I,20인 이상,2,68.9,2011
2013,숙박 및 음식점업,I,20인 이상,3,,2010
2013,숙박 및 음식점업,I,20인 이상,4,,2009
2013,숙박 및 음식점업,I,20인 이상,5,,2008
2014,숙박 및 음식점업,I,20인 이상,1,81.8,2013
2014,숙박 및 음식점업,I,20인 이상,2,63.5,2012
2014,숙박 및 음식점업,I,20인 이상,3,58.1,2011
2014,숙박 및 음식점업,I,20인 이상,4,,2010
2014,숙박 및 음식점업,I,20인 이상,5,,2009
2015,숙박 및 음식점업,I,20인 이상,1,85.0,2014
2015,숙박 및 음식점업,I,20인 이상,2,66.5,2013
2015,숙박 및 음식점업,I,20인 이상,3,52.5,2012
2015,숙박 및 음식점업,I,20인 이상,4,50.0,2011
2015,숙박 및 음식점업,I,20인 이상,5,,2010
2016,숙박 및 음식점업,I,20인 이상,1,87.8,2015
2016,숙박 및 음식점업,I,20인 이상,2,72.9,2014
2016,숙박 및 음식점업,I,20인 이상,3,58.6,2013
2016,숙박 및 음식점업,I,20인 이상,4,45.3,2012
2016,숙박 및 음식점업,I,20인 이상,5,43.9,2011
2017,숙박 및 음식점업,I,20인 이상,1,85.6,2016
2017,숙박 및 음식점업,I,20인 이상,2,78.6,2015
2017,숙박 및 음식점업,I,20인 이상,3,63.6,2014
2017,숙박 및 음식점업,I,20인 이상,4,51.2,2013
2017,숙박 및 음식점업,I,20인 이상,5,40.3,2012
2018,숙박 및 음식점업,I,20인 이상,1,86.2,2017
2018,숙박 및 음식점업,I,20인 이상,2,68.7,2016
2018,숙박 및 음식점업,I,20인 이상,3,66.8,2015
2018,숙박 및 음식점업,I,20인 이상,4,57.5,2014
2018,숙박 및 음식점업,I,20인 이상,5,41.4,2013
2019,숙박 및 음식점업,I,20인 이상,1,87.8,2018
2019,숙박 및 음식점업,I,20인 이상,2,72.7,2017
2019,숙박 및 음식점업,I,20인 이상,3,56.9,2016
2019,숙박 및 음식점업,I,20인 이상,4,57.6,2015
2019,숙박 및 음식점업,I,20인 이상,5,51.8,2014
2020,숙박 및 음식점업,I,20인 이상,1,87.9,2019
2020,숙박 및 음식점업,I,20인 이상,2,74.7,2018
2020,숙박 및 음식점업,I,20인 이상,3,59.2,2017
2020,숙박 및 음식점업,I,20인 이상,4,45.7,2016
2020,숙박 및 음식점업,I,20인 이상,5,49.4,2015
2021,숙박 및 음식점업,I,20인 이상,1,87.5,2020
2021,숙박 및 음식점업,I,20인 이상,2,76.1,2019
2021,숙박 및 음식점업,I,20인 이상,3,65.8,2018
2021,숙박 및 음식점업,I,20인 이상,4,48.8,2017
2021,숙박 및 음식점업,I,20인 이상,5,41.5,2016
2022,숙박 및 음식점업,I,20인 이상,1,88.2,2021
2022,숙박 및 음식점업,I,20인 이상,2,75.4,2020
2022,숙박 및 음식점업,I,20인 이상,3,67.6,2019
2022,숙박 및 음식점업,I,20인 이상,4,56.4,2018
2022,숙박 및 음식점업,I,20인 이상,5,44.2,2017
2023,숙박 및 음식점업,I,20인 이상,1,88.1,2022
2023,숙박 및 음식점업,I,20인 이상,2,78.8,2021
2023,숙박 및 음식점업,I,20인 이상,3,66.0,2020
2023,숙박 및 음식점업,I,20인 이상,4,58.8,2019
2023,숙박 및 음식점업,I,20인 이상,5,51.0,2018
2012,정보통신업,J,계,1,64.1,2011
2012,정보통신업,J,계,2,,2010
2012,정보통신업,J,계,3,,2009
2012,정보통신업,J,계,4,,2008
2012,정보통신업,J,계,5,,2007
2013,정보통신업,J,계,1,63.6,2012
2013,정보통신업,J,계,2,50.8,2011
2013,정보통신업,J,계,3,,2010
2013,정보통신업,J,계,4,,2009
2013,정보통신업,J,계,5,,2008
2014,정보통신업,J,계,1,64.0,2013
2014,정보통신업,J,계,2,50.0,2012
2014,정보통신업,J,계,3,42.0,2011
2014,정보통신업,J,계,4,,2010
2014,정보통신업,J,계,5,,2009
2015,정보통신업,J,계,1,66.5,2014
2015,정보통신업,J,계,2,51.0,2013
2015,정보통신업,J,계,3,41.5,2012
2015,정보통신업,J,계,4,36.0,2011
2015,정보통신업,J,계,5,,2010
2016,정보통신업,J,계,1,66.7,2015
2016,정보통신업,J,계,2,54.0,2014
2016,정보통신업,J,계,3,42.8,2013
2016,정보통신업,J,계,4,36.1,2012
2016,정보통신업,J,계,5,31.0,2011
2017,정보통신업,J,계,1,67.4,2016
2017,정보통신업,J,계,2,54.7,2015
2017,정보통신업,J,계,3,45.6,2014
2017,정보통신업,J,계,4,37.6,2013
2017,정보통신업,J,계,5,32.2,2012
2018,정보통신업,J,계,1,67.4,2017
2018,정보통신업,J,계,2,55.2,2016
2018,정보통신업,J,계,3,46.2,2015
2018,정보통신업,J,계,4,39.7,2014
2018,정보통신업,J,계,5,33.1,2013
2019,정보통신업,J,계,1,68.1,2018
2019,정보통신업,J,계,2,55.1,2017
2019,정보통신업,J,계,3,46.3,2016
2019,정보통신업,J,계,4,40.5,2015
2019,정보통신업,J,계,5,34.9,2014
2020,정보통신업,J,계,1,67.3,2019
2020,정보통신업,J,계,2,56.9,2018
2020,정보통신업,J,계,3,47.2,2017
2020,정보통신업,J,계,4,40.6,2016
2020,정보통신업,J,계,5,36.1,2015
2021,정보통신업,J,계,1,67.9,2020
2021,정보통신업,J,계,2,56.3,2019
2021,정보통신업,J,계,3,49.0,2018
2021,정보통신업,J,계,4,41.5,2017
2021,정보통신업,J,계,5,36.6,2016
2022,정보통신업,J,계,1,66.9,2021
2022,정보통신업,J,계,2,56.2,2020
2022,정보통신업,J,계,3,48.0,2019
2022,정보통신업,J,계,4,42.5,2018
2022,정보통신업,J,계,5,36.7,2017
2023,정보통신업,J,계,1,65.2,2022
2023,정보통신업,J,계,2,54.3,2021
2023,정보통신업,J,계,3,47.4,2020
2023,정보통신업,J,계,4,41.1,2019
2023,정보통신업,J,계,5,37.3,2018
2012,정보통신업,J,1인~4인,1,60.5,2011
2012,정보통신업,J,1인~4인,2,,2010
2012,정보통신업,J,1인~4인,3,,2009
2012,정보통신업,J,1인~4인,4,,2008
2012,정보통신업,J,1인~4인,5,,2007
2013,정보통신업,J,1인~4인,1,60.6,2012
2013,정보통신업,J,1인~4인,2,47.1,2011
2013,정보통신업,J,1인~4인,3,,2010
2013,정보통신업,J,1인~4인,4,,2009
2013,정보통신업,J,1인~4인,5,,2008
2014,정보통신업,J,1인~4인,1,61.4,2013
2014,정보통신업,J,1인~4인,2,47.2,2012
2014,정보통신업,J,1인~4인,3,39.5,2011
2014,정보통신업,J,1인~4인,4,,2010
2014,정보통신업,J,1인~4인,5,,2009
2015,정보통신업,J,1인~4인,1,63.1,2014
2015,정보통신업,J,1인~4인,2,48.9,2013
2015,정보통신업,J,1인~4인,3,38.8,2012
2015,정보통신업,J,1인~4인,4,33.7,2011
2015,정보통신업,J,1인~4인,5,,2010
2016,정보통신업,J,1인~4인,1,64.2,2015
2016,정보통신업,J,1인~4인,2,51.5,2014
2016,정보통신업,J,1인~4인,3,41.3,2013
2016,정보통신업,J,1인~4인,4,33.5,2012
2016,정보통신업,J,1인~4인,5,28.9,2011
2017,정보통신업,J,1인~4인,1,65.5,2016
2017,정보통신업,J,1인~4인,2,52.7,2015
2017,정보통신업,J,1인~4인,3,43.5,2014
2017,정보통신업,J,1인~4인,4,36.2,2013
2017,정보통신업,J,1인~4인,5,30.0,2012
2018,정보통신업,J,1인~4인,1,65.1,2017
2018,정보통신업,J,1인~4인,2,53.7,2016
2018,정보통신업,J,1인~4인,3,44.4,2015
2018,정보통신업,J,1인~4인,4,37.9,2014
2018,정보통신업,J,1인~4인,5,32.1,2013
2019,정보통신업,J,1인~4인,1,65.9,2018
2019,정보통신업,J,1인~4인,2,53.1,2017
2019,정보통신업,J,1인~4인,3,44.8,2016
2019,정보통신업,J,1인~4인,4,38.9,2015
2019,정보통신업,J,1인~4인,5,33.4,2014
2020,정보통신업,J,1인~4인,1,65.0,2019
2020,정보통신업,J,1인~4인,2,55.5,2018
2020,정보통신업,J,1인~4인,3,45.5,2017
2020,정보통신업,J,1인~4인,4,39.0,2016
2020,정보통신업,J,1인~4인,5,34.7,2015
2021,정보통신업,J,1인~4인,1,65.5,2020
2021,정보통신업,J,1인~4인,2,54.1,2019
2021,정보통신업,J,1인~4인,3,47.7,2018
2021,정보통신업,J,1인~4인,4,39.9,2017
2021,정보통신업,J,1인~4인,5,35.1,2016
2022,정보통신업,J,1인~4인,1,65.2,2021
2022,정보통신업,J,1인~4인,2,54.0,2020
2022,정보통신업,J,1인~4인,3,45.8,2019
2022,정보통신업,J,1인~4인,4,41.6,2018
2022,정보통신업,J,1인~4인,5,35.2,2017
2023,정보통신업,J,1인~4인,1,62.9,2022
2023,정보통신업,J,1인~4인,2,53.0,2021
2023,정보통신업,J,1인~4인,3,45.5,2020
2023,정보통신업,J,1인~4인,4,39.4,2019
2023,정보통신업,J,1인~4인,5,36.4,2018
2012,정보통신업,J,5인~9인,1,73.3,2011
2012,정보통신업,J,5인~9인,2,,2010
2012,정보통신업,J,5인~9인,3,,2009
2012,정보통신업,J,5인~9인,4,,2008
2012,정보통신업,J,5인~9인,5,,2007
2013,정보통신업,J,5인~9인,1,71.0,2012
2013,정보통신업,J,5인~9인,2,61.4,2011
2013,정보통신업,J,5인~9인,3,,2010
2013,정보통신업,J,5인~9인,4,,2009
2013,정보통신업,J,5인~9인,5,,2008
2014,정보통신업,J,5인~9인,1,70.5,2013
2014,정보통신업,J,5인~9인,2,57.4,2012
2014,정보통신업,J,5인~9인,3,48.1,2011
2014,정보통신업,J,5인~9인,4,,2010
2014,정보통신업,J,5인~9인,5,,2009
2015,정보통신업,J,5인~9인,1,76.2,2014
2015,정보통신업,J,5인~9인,2,56.6,2013
2015,정보통신업,J,5인~9인,3,48.2,2012
2015,정보통신업,J,5인~9인,4,42.0,2011
2015,정보통신업,J,5인~9인,5,,2010
2016,정보통신업,J,5인~9인,1,74.2,2015
2016,정보통신업,J,5인~9인,2,61.8,2014
2016,정보통신업,J,5인~9인,3,47.6,2013
2016,정보통신업,J,5인~9인,4,43.4,2012
2016,정보통신업,J,5인~9인,5,36.6,2011
2017,정보통신업,J,5인~9인,1,73.1,2016
2017,정보통신업,J,5인~9인,2,61.5,2015
2017,정보통신업,J,5인~9인,3,52.3,2014
2017,정보통신업,J,5인~9인,4,42.0,2013
2017,정보통신업,J,5인~9인,5,38.4,2012
2018,정보통신업,J,5인~9인,1,76.9,2017
2018,정보통신업,J,5인~9인,2,59.4,2016
2018,정보통신업,J,5인~9인,3,52.3,2015
2018,정보통신업,J,5인~9인,4,46.1,2014
2018,정보통신업,J,5인~9인,5,37.2,2013
2019,정보통신업,J,5인~9인,1,77.5,2018
2019,정보통신업,J,5인~9인,2,63.3,2017
2019,정보통신업,J,5인~9인,3,50.9,2016
2019,정보통신업,J,5인~9인,4,46.4,2015
2019,정보통신업,J,5인~9인,5,40.3,2014
2020,정보통신업,J,5인~9인,1,78.8,2019
2020,정보통신업,J,5인~9인,2,63.6,2018
2020,정보통신업,J,5인~9인,3,54.3,2017
2020,정보통신업,J,5인~9인,4,45.6,2016
2020,정보통신업,J,5인~9인,5,41.6,2015
2021,정보통신업,J,5인~9인,1,76.7,2020
2021,정보통신업,J,5인~9인,2,66.9,2019
2021,정보통신업,J,5인~9인,3,54.3,2018
2021,정보통신업,J,5인~9인,4,48.7,2017
2021,정보통신업,J,5인~9인,5,42.0,2016
2022,정보통신업,J,5인~9인,1,72.9,2021
2022,정보통신업,J,5인~9인,2,63.7,2020
2022,정보통신업,J,5인~9인,3,58.9,2019
2022,정보통신업,J,5인~9인,4,46.0,2018
2022,정보통신업,J,5인~9인,5,43.6,2017
2023,정보통신업,J,5인~9인,1,75.6,2022
2023,정보통신업,J,5인~9인,2,58.4,2021
2023,정보통신업,J,5인~9인,3,53.3,2020
2023,정보통신업,J,5인~9인,4,49.8,2019
2023,정보통신업,J,5인~9인,5,41.1,2018
2012,정보통신업,J,10인~19인,1,76.0,2011
2012,정보통신업,J,10인~19인,2,,2010
2012,정보통신업,J,10인~19인,3,,2009
2012,정보통신업,J,10인~19인,4,,2008
2012,정보통신업,J,10인~19인,5,,2007
2013,정보통신업,J,10인~19인,1,74.9,2012
2013,정보통신업,J,10인~19인,2,62.0,2011
2013,정보통신업,J,10인~19인,3,,2010
2013,정보통신업,J,10인~19인,4,,2009
2013,정보통신업,J,10인~19인,5,,2008
2014,정보통신업,J,10인~19인,1,74.3,2013
2014,정보통신업,J,10인~19인,2,60.2,2012
2014,정보통신업,J,10인~19인,3,52.3,2011
2014,정보통신업,J,10인~19인,4,,2010
2014,정보통신업,J,10인~19인,5,,2009
2015,정보통신업,J,10인~19인,1,82.5,2014
2015,정보통신업,J,10인~19인,2,59.5,2013
2015,정보통신업,J,10인~19인,3,51.4,2012
2015,정보통신업,J,10인~19인,4,43.9,2011
2015,정보통신업,J,10인~19인,5,,2010
2016,정보통신업,J,10인~19인,1,81.5,2015
2016,정보통신업,J,10인~19인,2,65.0,2014
2016,정보통신업,J,10인~19인,3,45.0,2013
2016,정보통신업,J,10인~19인,4,45.6,2012
2016,정보통신업,J,10인~19인,5,37.7,2011
2017,정보통신업,J,10인~19인,1,82.2,2016
2017,정보통신업,J,10인~19인,2,64.6,2015
2017,정보통신업,J,10인~19인,3,52.9,2014
2017,정보통신업,J,10인~19인,4,39.6,2013
2017,정보통신업,J,10인~19인,5,39.4,2012
2018,정보통신업,J,10인~19인,1,82.2,2017
2018,정보통신업,J,10인~19인,2,65.3,2016
2018,정보통신업,J,10인~19인,3,52.4,2015
2018,정보통신업,J,10인~19인,4,42.8,2014
2018,정보통신업,J,10인~19인,5,33.1,2013
2019,정보통신업,J,10인~19인,1,77.1,2018
2019,정보통신업,J,10인~19인,2,67.8,2017
2019,정보통신업,J,10인~19인,3,56.2,2016
2019,정보통신업,J,10인~19인,4,44.6,2015
2019,정보통신업,J,10인~19인,5,38.4,2014
2020,정보통신업,J,10인~19인,1,82.1,2019
2020,정보통신업,J,10인~19인,2,62.3,2018
2020,정보통신업,J,10인~19인,3,60.4,2017
2020,정보통신업,J,10인~19인,4,49.8,2016
2020,정보통신업,J,10인~19인,5,38.4,2015
2021,정보통신업,J,10인~19인,1,83.5,2020
2021,정보통신업,J,10인~19인,2,72.1,2019
2021,정보통신업,J,10인~19인,3,55.1,2018
2021,정보통신업,J,10인~19인,4,50.5,2017
2021,정보통신업,J,10인~19인,5,42.5,2016
2022,정보통신업,J,10인~19인,1,78.3,2021
2022,정보통신업,J,10인~19인,2,73.1,2020
2022,정보통신업,J,10인~19인,3,60.4,2019
2022,정보통신업,J,10인~19인,4,46.6,2018
2022,정보통신업,J,10인~19인,5,44.1,2017
2023,정보통신업,J,10인~19인,1,82.6,2022
2023,정보통신업,J,10인~19인,2,63.4,2021
2023,정보통신업,J,10인~19인,3,62.3,2020
2023,정보통신업,J,10인~19인,4,53.8,2019
2023,정보통신업,J,10인~19인,5,41.1,2018
2012,정보통신업,J,20인 이상,1,80.4,2011
2012,정보통신업,J,20인 이상,2,,2010
2012,정보통신업,J,20인 이상,3,,2009
2012,정보통신업,J,20인 이상,4,,2008
2012,정보통신업,J,20인 이상,5,,2007
2013,정보통신업,J,20인 이상,1,81.0,2012
2013,정보통신업,J,20인 이상,2,62.8,2011
2013,정보통신업,J,20인 이상,3,,2010
2013,정보통신업,J,20인 이상,4,,2009
2013,정보통신업,J,20인 이상,5,,2008
2014,정보통신업,J,20인 이상,1,85.7,2013
2014,정보통신업,J,20인 이상,2,65.0,2012
2014,정보통신업,J,20인 이상,3,50.7,2011
2014,정보통신업,J,20인 이상,4,,2010
2014,정보통신업,J,20인 이상,5,,2009
2015,정보통신업,J,20인 이상,1,81.7,2014
2015,정보통신업,J,20인 이상,2,70.4,2013
2015,정보통신업,J,20인 이상,3,56.9,2012
2015,정보통신업,J,20인 이상,4,45.9,2011
2015,정보통신업,J,20인 이상,5,,2010
2016,정보통신업,J,20인 이상,1,78.8,2015
2016,정보통신업,J,20인 이상,2,65.8,2014
2016,정보통신업,J,20인 이상,3,59.2,2013
2016,정보통신업,J,20인 이상,4,48.2,2012
2016,정보통신업,J,20인 이상,5,37.2,2011
2017,정보통신업,J,20인 이상,1,85.4,2016
2017,정보통신업,J,20인 이상,2,64.6,2015
2017,정보통신업,J,20인 이상,3,57.5,2014
2017,정보통신업,J,20인 이상,4,51.0,2013
2017,정보통신업,J,20인 이상,5,42.3,2012
2018,정보통신업,J,20인 이상,1,88.8,2017
2018,정보통신업,J,20인 이상,2,78.0,2016
2018,정보통신업,J,20인 이상,3,55.6,2015
2018,정보통신업,J,20인 이상,4,51.7,2014
2018,정보통신업,J,20인 이상,5,39.8,2013
2019,정보통신업,J,20인 이상,1,77.5,2018
2019,정보통신업,J,20인 이상,2,67.5,2017
2019,정보통신업,J,20인 이상,3,67.1,2016
2019,정보통신업,J,20인 이상,4,47.5,2015
2019,정보통신업,J,20인 이상,5,42.5,2014
2020,정보통신업,J,20인 이상,1,80.2,2019
2020,정보통신업,J,20인 이상,2,59.5,2018
2020,정보통신업,J,20인 이상,3,53.8,2017
2020,정보통신업,J,20인 이상,4,59.8,2016
2020,정보통신업,J,20인 이상,5,41.4,2015
2021,정보통신업,J,20인 이상,1,91.9,2020
2021,정보통신업,J,20인 이상,2,73.3,2019
2021,정보통신업,J,20인 이상,3,52.3,2018
2021,정보통신업,J,20인 이상,4,46.3,2017
2021,정보통신업,J,20인 이상,5,57.3,2016
2022,정보통신업,J,20인 이상,1,78.9,2021
2022,정보통신업,J,20인 이상,2,80.8,2020
2022,정보통신업,J,20인 이상,3,67.3,2019
2022,정보통신업,J,20인 이상,4,46.8,2018
2022,정보통신업,J,20인 이상,5,43.8,2017
2023,정보통신업,J,20인 이상,1,86.0,2022
2023,정보통신업,J,20인 이상,2,67.6,2021
2023,정보통신업,J,20인 이상,3,70.7,2020
2023,정보통신업,J,20인 이상,4,50.5,2019
2023,정보통신업,J,20인 이상,5,41.4,2018
2012,금융 및 보험업,K,계,1,53.5,2011
2012,금융 및 보험업,K,계,2,,2010
2012,금융 및 보험업,K,계,3,,2009
2012,금융 및 보험업,K,계,4,,2008
2012,금융 및 보험업,K,계,5,,2007
2013,금융 및 보험업,K,계,1,59.3,2012
2013,금융 및 보험업,K,계,2,37.4,2011
2013,금융 및 보험업,K,계,3,,2010
2013,금융 및 보험업,K,계,4,,2009
2013,금융 및 보험업,K,계,5,,2008
2014,금융 및 보험업,K,계,1,62.3,2013
2014,금융 및 보험업,K,계,2,43.5,2012
2014,금융 및 보험업,K,계,3,29.7,2011
2014,금융 및 보험업,K,계,4,,2010
2014,금융 및 보험업,K,계,5,,2009
2015,금융 및 보험업,K,계,1,66.0,2014
2015,금융 및 보험업,K,계,2,46.7,2013
2015,금융 및 보험업,K,계,3,33.3,2012
2015,금융 및 보험업,K,계,4,23.6,2011
2015,금융 및 보험업,K,계,5,,2010
2016,금융 및 보험업,K,계,1,66.1,2015
2016,금융 및 보험업,K,계,2,46.7,2014
2016,금융 및 보험업,K,계,3,34.2,2013
2016,금융 및 보험업,K,계,4,26.9,2012
2016,금융 및 보험업,K,계,5,20.3,2011
2017,금융 및 보험업,K,계,1,68.5,2016
2017,금융 및 보험업,K,계,2,47.8,2015
2017,금융 및 보험업,K,계,3,34.7,2014
2017,금융 및 보험업,K,계,4,27.0,2013
2017,금융 및 보험업,K,계,5,23.2,2012
2018,금융 및 보험업,K,계,1,63.4,2017
2018,금융 및 보험업,K,계,2,47.3,2016
2018,금융 및 보험업,K,계,3,36.0,2015
2018,금융 및 보험업,K,계,4,26.5,2014
2018,금융 및 보험업,K,계,5,20.3,2013
2019,금융 및 보험업,K,계,1,64.5,2018
2019,금융 및 보험업,K,계,2,44.7,2017
2019,금융 및 보험업,K,계,3,34.7,2016
2019,금융 및 보험업,K,계,4,29.6,2015
2019,금융 및 보험업,K,계,5,22.4,2014
2020,금융 및 보험업,K,계,1,61.6,2019
2020,금융 및 보험업,K,계,2,50.3,2018
2020,금융 및 보험업,K,계,3,36.8,2017
2020,금융 및 보험업,K,계,4,29.2,2016
2020,금융 및 보험업,K,계,5,25.3,2015
2021,금융 및 보험업,K,계,1,61.9,2020
2021,금융 및 보험업,K,계,2,48.7,2019
2021,금융 및 보험업,K,계,3,42.2,2018
2021,금융 및 보험업,K,계,4,30.8,2017
2021,금융 및 보험업,K,계,5,24.7,2016
2022,금융 및 보험업,K,계,1,54.2,2021
2022,금융 및 보험업,K,계,2,48.7,2020
2022,금융 및 보험업,K,계,3,39.1,2019
2022,금융 및 보험업,K,계,4,35.9,2018
2022,금융 및 보험업,K,계,5,25.9,2017
2023,금융 및 보험업,K,계,1,65.8,2022
2023,금융 및 보험업,K,계,2,42.8,2021
2023,금융 및 보험업,K,계,3,39.7,2020
2023,금융 및 보험업,K,계,4,33.8,2019
2023,금융 및 보험업,K,계,5,31.0,2018
2012,금융 및 보험업,K,1인~4인,1,52.1,2011
2012,금융 및 보험업,K,1인~4인,2,,2010
2012,금융 및 보험업,K,1인~4인,3,,2009
2012,금융 및 보험업,K,1인~4인,4,,2008
2012,금융 및 보험업,K,1인~4인,5,,2007
2013,금융 및 보험업,K,1인~4인,1,58.8,2012
2013,금융 및 보험업,K,1인~4인,2,36.5,2011
2013,금융 및 보험업,K,1인~4인,3,,2010
2013,금융 및 보험업,K,1인~4인,4,,2009
2013,금융 및 보험업,K,1인~4인,5,,2008
2014,금융 및 보험업,K,1인~4인,1,62.0,2013
2014,금융 및 보험업,K,1인~4인,2,43.1,2012
2014,금융 및 보험업,K,1인~4인,3,29.2,2011
2014,금융 및 보험업,K,1인~4인,4,,2010
2014,금융 및 보험업,K,1인~4인,5,,2009
2015,금융 및 보험업,K,1인~4인,1,64.4,2014
2015,금융 및 보험업,K,1인~4인,2,45.8,2013
2015,금융 및 보험업,K,1인~4인,3,33.3,2012
2015,금융 및 보험업,K,1인~4인,4,23.4,2011
2015,금융 및 보험업,K,1인~4인,5,,2010
2016,금융 및 보험업,K,1인~4인,1,65.3,2015
2016,금융 및 보험업,K,1인~4인,2,45.0,2014
2016,금융 및 보험업,K,1인~4인,3,33.3,2013
2016,금융 및 보험업,K,1인~4인,4,26.6,2012
2016,금융 및 보험업,K,1인~4인,5,19.8,2011
2017,금융 및 보험업,K,1인~4인,1,66.9,2016
2017,금융 및 보험업,K,1인~4인,2,46.2,2015
2017,금융 및 보험업,K,1인~4인,3,32.9,2014
2017,금융 및 보험업,K,1인~4인,4,25.8,2013
2017,금융 및 보험업,K,1인~4인,5,23.1,2012
2018,금융 및 보험업,K,1인~4인,1,61.8,2017
2018,금융 및 보험업,K,1인~4인,2,44.9,2016
2018,금융 및 보험업,K,1인~4인,3,34.3,2015
2018,금융 및 보험업,K,1인~4인,4,24.8,2014
2018,금융 및 보험업,K,1인~4인,5,19.1,2013
2019,금융 및 보험업,K,1인~4인,1,63.2,2018
