year,emp_type,age_group,시간당임금총액_원,총근로시간_h,월임금총액_만원,월급여액_만원,정액급여_만원,초과급여_만원
2017,전체근로자,60세이상,13722.0,157.7,206.9,197.9,191.6,6.3
2017,전체근로자,전체,17381.0,168.5,289.6,257.8,241.9,15.8
2017,전체근로자(특수형태포함),29세이하,,,197.9,183.4,170.8,12.7
2017,전체근로자(특수형태포함),30~39세,,,310.9,274.7,256.9,17.8
2017,전체근로자(특수형태포함),40~49세,,,338.2,297.8,281.1,16.7
2017,전체근로자(특수형태포함),50~59세,,,311.9,277.7,261.7,16.0
2017,전체근로자(특수형태포함),60세이상,,,207.3,198.7,192.7,6.0
2017,전체근로자(특수형태포함),전체,,,288.2,257.8,242.7,15.1
2017,정규근로자,29세이하,13412.0,182.3,241.1,219.2,203.3,15.8
2017,정규근로자,30~39세,18920.0,182.1,336.6,293.1,273.4,19.8
2017,정규근로자,40~49세,21430.0,183.1,381.6,330.1,309.7,20.4
2017,정규근로자,50~59세,20609.0,185.6,370.7,322.5,301.3,21.2
2017,정규근로자,60세이상,15083.0,182.2,266.3,251.0,243.1,7.9
2017,정규근로자,전체,18835.0,183.1,336.3,294.9,276.1,18.8
2018,비정규근로자,29세이하,11195.0,109.6,125.4,123.4,115.2,8.1
2018,비정규근로자,30~39세,15823.0,127.8,186.1,180.6,168.9,11.7
2018,비정규근로자,40~49세,16771.0,113.4,174.4,170.1,164.6,5.5
2018,비정규근로자,50~59세,16064.0,113.4,168.5,164.8,160.2,4.6
2018,비정규근로자,60세이상,13425.0,121.9,152.0,150.0,145.3,4.7
2018,비정규근로자,전체,14492.0,116.3,158.8,155.4,148.7,6.7
2018,비정규직근로자(특수형태포함),29세이하,,,131.7,129.7,122.3,7.5
2018,비정규직근로자(특수형태포함),30~39세,,,198.8,194.5,185.3,9.1
2018,비정규직근로자(특수형태포함),40~49세,,,200.0,196.7,192.6,4.1
2018,비정규직근로자(특수형태포함),50~59세,,,190.5,187.5,183.7,3.8
2018,비정규직근로자(특수형태포함),60세이상,,,159.2,157.4,153.1,4.3
2018,비정규직근로자(특수형태포함),전체,,,175.5,172.7,167.1,5.6
2018,전체근로자,29세이하,13935.0,149.1,211.6,196.0,182.6,13.4
2018,전체근로자,30~39세,20530.0,162.5,327.2,287.2,268.2,19.1
2018,전체근로자,40~49세,22730.0,159.2,356.0,311.9,294.0,17.9
2018,전체근로자,50~59세,21043.0,157.1,325.5,289.6,272.6,17.0
2018,전체근로자,60세이상,15552.0,146.1,221.9,213.0,206.2,6.7
2018,전체근로자,전체,19522.0,156.4,302.8,270.2,254.2,16.0
2018,전체근로자(특수형태포함),29세이하,,,211.3,196.2,183.1,13.0
2018,전체근로자(특수형태포함),30~39세,,,323.8,285.4,267.2,18.3
2018,전체근로자(특수형태포함),40~49세,,,351.7,310.1,293.2,16.9
2018,전체근로자(특수형태포함),50~59세,,,323.1,289.2,273.3,16.0
2018,전체근로자(특수형태포함),60세이상,,,222.2,213.7,207.3,6.4
2018,전체근로자(특수형태포함),전체,,,300.8,269.7,254.4,15.3
2018,정규근로자,29세이하,15288.0,168.5,254.1,231.8,215.8,16.0
2018,정규근로자,30~39세,21387.0,168.8,352.9,306.6,286.2,20.4
2018,정규근로자,40~49세,24093.0,169.7,397.5,344.4,323.7,20.7
2018,정규근로자,50~59세,22802.0,172.5,381.0,333.6,312.3,21.3
2018,정규근로자,60세이상,17521.0,168.4,286.6,271.3,262.6,8.6
2018,정규근로자,전체,21203.0,169.7,351.0,308.6,289.4,19.1
2019,비정규근로자,29세이하,12064.0,105.6,131.5,129.7,121.4,8.3
2019,비정규근로자,30~39세,16834.0,123.5,193.9,188.3,176.5,11.8
2019,비정규근로자,40~49세,17430.0,110.1,178.8,174.4,169.3,5.1
2019,비정규근로자,50~59세,17213.0,109.4,174.4,170.6,166.4,4.2
2019,비정규근로자,60세이상,14819.0,115.8,157.8,155.9,151.5,4.4
2019,비정규근로자,전체,15472.0,112.1,164.3,161.1,154.6,6.5
2019,비정규직근로자(특수형태포함),29세이하,,,136.9,135.2,127.6,7.6
2019,비정규직근로자(특수형태포함),30~39세,,,204.3,199.8,190.4,9.4
2019,비정규직근로자(특수형태포함),40~49세,,,206.5,203.2,199.3,3.8
2019,비정규직근로자(특수형태포함),50~59세,,,199.2,196.1,192.8,3.4
2019,비정규직근로자(특수형태포함),60세이상,,,164.2,162.5,158.5,4.0
2019,비정규직근로자(특수형태포함),전체,,,181.1,178.3,173.0,5.4
2019,전체근로자,29세이하,14917.0,145.3,222.2,206.6,193.3,13.3
2019,전체근로자,30~39세,21451.0,158.9,337.3,296.5,278.0,18.5
2019,전체근로자,40~49세,23750.0,156.1,368.8,323.6,306.1,17.5
2019,전체근로자,50~59세,22410.0,152.8,340.4,303.5,287.7,15.8
2019,전체근로자,60세이상,16760.0,140.9,231.0,222.1,215.7,6.5
2019,전체근로자,전체,20573.0,152.4,313.8,280.8,265.4,15.4
2019,전체근로자(특수형태포함),29세이하,,,221.5,206.3,193.4,13.0
2019,전체근로자(특수형태포함),30~39세,,,333.8,294.6,276.7,17.8
2019,전체근로자(특수형태포함),40~49세,,,364.5,321.7,305.2,16.5
2019,전체근로자(특수형태포함),50~59세,,,338.0,303.1,288.3,14.9
2019,전체근로자(특수형태포함),60세이상,,,230.6,222.1,216.0,6.1
2019,전체근로자(특수형태포함),전체,,,311.5,280.0,265.4,14.7
2019,정규근로자,29세이하,16277.0,164.1,265.5,243.3,227.5,15.7
2019,정규근로자,30~39세,22250.0,165.1,362.1,315.2,295.5,19.7
2019,정규근로자,40~49세,25057.0,165.6,408.1,354.4,334.4,20.0
2019,정규근로자,50~59세,24069.0,166.7,393.4,345.9,326.4,19.5
2019,정규근로자,60세이상,18421.0,162.4,293.6,278.8,270.5,8.2
2019,정규근로자,전체,22193.0,165.2,361.2,318.8,300.6,18.2
2020,비정규근로자,29세이하,11537.0,106.5,125.7,124.0,117.7,6.3
2020,비정규근로자,30~39세,16029.0,131.2,195.7,190.2,180.0,10.2
2020,비정규근로자,40~49세,17079.0,111.7,177.0,172.5,167.0,5.5
2020,비정규근로자,50~59세,16777.0,109.4,171.3,167.9,163.8,4.0
2020,비정규근로자,60세이상,14647.0,118.0,158.6,156.5,151.2,5.2
2020,비정규근로자,전체,15015.0,114.0,162.0,158.8,152.9,5.9
2020,비정규직근로자(특수형태포함),29세이하,,,131.7,130.2,124.4,5.7
2020,비정규직근로자(특수형태포함),30~39세,,,211.9,207.7,199.9,7.8
2020,비정규직근로자(특수형태포함),40~49세,,,210.6,207.2,203.2,4.0
2020,비정규직근로자(특수형태포함),50~59세,,,200.3,197.6,194.3,3.2
2020,비정규직근로자(특수형태포함),60세이상,,,169.1,167.2,162.5,4.6
2020,비정규직근로자(특수형태포함),전체,,,182.8,180.1,175.2,4.9
2020,전체근로자,29세이하,13899.0,155.7,222.1,207.6,195.3,12.3
2020,전체근로자,30~39세,19708.0,173.4,338.7,301.8,284.8,17.1
2020,전체근로자,40~49세,22278.0,168.8,376.7,333.6,317.1,16.5
2020,전체근로자,50~59세,21312.0,162.0,346.6,308.9,294.2,14.7
2020,전체근로자,60세이상,16419.0,148.4,240.6,231.3,224.7,6.6
2020,전체근로자,전체,19316.0,163.6,318.0,286.6,272.3,14.3
2020,전체근로자(특수형태포함),29세이하,,,221.0,207.0,195.1,11.9
2020,전체근로자(특수형태포함),30~39세,,,335.6,300.3,283.9,16.4
2020,전체근로자(특수형태포함),40~49세,,,372.7,332.0,316.4,15.6
2020,전체근로자(특수형태포함),50~59세,,,344.7,309.2,295.4,13.8
2020,전체근로자(특수형태포함),60세이상,,,241.2,232.4,226.2,6.2
2020,전체근로자(특수형태포함),전체,,,316.1,286.2,272.7,13.6
2020,정규근로자,29세이하,15110.0,180.9,271.4,250.4,235.0,15.4
2020,정규근로자,30~39세,20343.0,180.6,363.4,321.1,302.8,18.3
2020,정규근로자,40~49세,23337.0,180.4,417.4,366.4,347.7,18.7
2020,정규근로자,50~59세,22845.0,179.7,405.9,356.5,338.2,18.3
2020,정규근로자,60세이상,17920.0,174.2,309.9,294.6,287.0,7.7
2020,정규근로자,전체,20731.0,179.8,369.3,328.6,311.6,17.0
2021,비정규근로자,29세이하,11764.0,107.9,129.8,128.5,120.8,7.7
2021,비정규근로자,30~39세,16593.0,133.2,204.2,199.0,186.1,12.9
2021,비정규근로자,40~49세,17765.0,113.3,183.9,179.4,173.3,6.0
2021,비정규근로자,50~59세,17425.0,109.4,177.3,173.8,169.7,4.0
2021,비정규근로자,60세이상,15105.0,120.0,165.9,163.6,158.3,5.2
2021,비정규근로자,전체,15482.0,115.4,168.1,164.9,158.3,6.7
2021,비정규직근로자(특수형태포함),29세이하,,,137.1,135.9,128.9,7.0
2021,비정규직근로자(특수형태포함),30~39세,,,218.7,214.6,204.5,10.1
2021,비정규직근로자(특수형태포함),40~49세,,,213.9,210.5,206.0,4.5
2021,비정규직근로자(특수형태포함),50~59세,,,205.8,203.0,199.8,3.2
2021,비정규직근로자(특수형태포함),60세이상,,,177.1,175.0,170.4,4.6
2021,비정규직근로자(특수형태포함),전체,,,187.9,185.3,179.8,5.5
2021,전체근로자,29세이하,14230.0,155.0,226.5,213.2,199.9,13.4
2021,전체근로자,30~39세,20185.0,174.3,348.7,313.6,294.3,19.3
2021,전체근로자,40~49세,22699.0,169.9,385.3,344.6,326.3,18.3
2021,전체근로자,50~59세,21952.0,163.7,361.0,324.0,307.6,16.5
2021,전체근로자,60세이상,17073.0,149.1,251.1,242.0,234.9,7.1
2021,전체근로자,전체,19806.0,164.2,327.1,297.4,281.6,15.8
2021,전체근로자(특수형태포함),29세이하,,,226.1,213.3,200.3,12.9
2021,전체근로자(특수형태포함),30~39세,,,345.5,311.9,293.3,18.6
2021,전체근로자(특수형태포함),40~49세,,,380.9,342.4,325.0,17.3
2021,전체근로자(특수형태포함),50~59세,,,358.3,323.6,308.1,15.5
2021,전체근로자(특수형태포함),60세이상,,,251.6,243.0,236.3,6.7
2021,전체근로자(특수형태포함),전체,,,325.0,296.7,281.7,15.0
2021,정규근로자,29세이하,15543.0,180.1,277.9,258.3,241.9,16.4
2021,정규근로자,30~39세,20803.0,181.3,373.5,333.4,312.9,20.4
2021,정규근로자,40~49세,23674.0,181.0,425.1,377.3,356.5,20.7
2021,정규근로자,50~59세,23395.0,181.0,419.5,371.9,351.5,20.4
2021,정규근로자,60세이상,18703.0,173.2,321.7,307.0,298.4,8.6
2021,정규근로자,전체,21230.0,180.2,379.5,341.0,322.2,18.8
2022,비정규근로자,29세이하,13176.0,105.6,144.6,142.1,132.2,9.9
2022,비정규근로자,30~39세,18427.0,127.3,218.6,211.9,197.3,14.5
2022,비정규근로자,40~49세,19625.0,109.9,201.0,194.0,185.8,8.3
2022,비정규근로자,50~59세,19358.0,105.8,192.6,187.1,181.4,5.7
2022,비정규근로자,60세이상,16575.0,114.6,175.1,172.7,166.4,6.3
2022,비정규근로자,전체,17233.0,111.7,182.6,178.2,169.9,8.3
2022,비정규직근로자(특수형태포함),29세이하,,,150.5,148.2,139.0,9.2
2022,비정규직근로자(특수형태포함),30~39세,,,226.7,221.2,209.1,12.0
2022,비정규직근로자(특수형태포함),40~49세,,,229.4,223.9,217.5,6.4
2022,비정규직근로자(특수형태포함),50~59세,,,219.0,214.4,209.8,4.6
2022,비정규직근로자(특수형태포함),60세이상,,,185.5,183.3,177.6,5.7
2022,비정규직근로자(특수형태포함),전체,,,200.0,196.2,189.1,7.1
2022,전체근로자,29세이하,16248.0,147.8,247.1,230.2,214.4,15.8
2022,전체근로자,30~39세,22986.0,163.2,371.0,329.6,308.6,20.9
2022,전체근로자,40~49세,26272.0,160.0,419.5,369.6,348.5,21.1
2022,전체근로자,50~59세,25135.0,155.1,390.9,347.6,328.1,19.5
2022,전체근로자,60세이상,18901.0,141.6,264.5,254.7,246.3,8.4
2022,전체근로자,전체,22651.0,154.9,352.6,317.2,299.2,18.0
2022,전체근로자(특수형태포함),29세이하,,,246.6,230.1,214.7,15.4
2022,전체근로자(특수형태포함),30~39세,,,367.9,327.7,307.4,20.3
2022,전체근로자(특수형태포함),40~49세,,,415.7,367.9,347.7,20.2
2022,전체근로자(특수형태포함),50~59세,,,387.9,346.8,328.3,18.5
2022,전체근로자(특수형태포함),60세이상,,,265.4,256.1,248.1,8.0
2022,전체근로자(특수형태포함),전체,,,350.6,316.6,299.4,17.2
2022,정규근로자,29세이하,17727.0,168.2,296.5,272.6,254.0,18.6
2022,정규근로자,30~39세,23770.0,169.4,397.2,349.8,327.8,22.0
2022,정규근로자,40~49세,27523.0,169.4,460.6,402.6,379.1,23.5
2022,정규근로자,50~59세,26923.0,170.4,452.2,397.2,373.5,23.7
2022,정규근로자,60세이상,20905.0,164.8,341.4,325.3,315.1,10.2
2022,정규근로자,전체,24409.0,169.0,407.8,362.3,341.2,21.1
2023,비정규근로자,29세이하,13472.0,105.8,148.0,145.4,136.2,9.2
2023,비정규근로자,30~39세,18725.0,131.4,233.2,225.5,210.9,14.6
2023,비정규근로자,40~49세,20326.0,111.6,215.0,207.8,199.9,7.9
2023,비정규근로자,50~59세,19878.0,107.8,202.4,197.6,191.7,5.9
2023,비정규근로자,60세이상,17054.0,108.0,172.6,170.1,164.6,5.5
2023,비정규근로자,전체,17586.0,111.0,187.6,183.2,175.3,7.9
2023,비정규직근로자(특수형태포함),29세이하,,,154.2,151.8,143.3,8.5
2023,비정규직근로자(특수형태포함),30~39세,,,244.3,238.0,225.9,12.0
2023,비정규직근로자(특수형태포함),40~49세,,,242.7,237.1,230.9,6.2
2023,비정규직근로자(특수형태포함),50~59세,,,230.8,226.9,222.0,4.9
2023,비정규직근로자(특수형태포함),60세이상,,,183.9,181.6,176.5,5.1
2023,비정규직근로자(특수형태포함),전체,,,206.1,202.3,195.5,6.8
2023,전체근로자,29세이하,16625.0,150.3,258.0,239.7,224.2,15.5
2023,전체근로자,30~39세,23580.0,168.2,392.9,347.1,325.6,21.5
2023,전체근로자,40~49세,26818.0,164.3,440.6,385.7,363.5,22.2
2023,전체근로자,50~59세,25374.0,158.7,404.3,360.2,340.4,19.8
2023,전체근로자,60세이상,18876.0,139.0,261.2,251.8,243.6,8.2
2023,전체근로자,전체,22878.0,157.6,364.0,326.7,308.5,18.2
2023,전체근로자(특수형태포함),29세이하,,,257.1,239.3,224.3,15.0
2023,전체근로자(특수형태포함),30~39세,,,389.8,345.5,324.6,20.8
2023,전체근로자(특수형태포함),40~49세,,,436.1,383.7,362.5,21.2
2023,전체근로자(특수형태포함),50~59세,,,402.4,360.4,341.6,18.8
2023,전체근로자(특수형태포함),60세이상,,,263.6,254.6,246.7,7.9
2023,전체근로자(특수형태포함),전체,,,362.4,326.6,309.1,17.5
2023,정규근로자,29세이하,18302.0,174.0,316.6,289.9,271.1,18.8
2023,정규근로자,30~39세,24481.0,175.1,422.5,369.7,346.8,22.8
2023,정규근로자,40~49세,28132.0,174.9,486.2,421.7,396.6,25.1
2023,정규근로자,50~59세,27182.0,175.4,470.8,413.7,389.3,24.4
2023,정규근로자,60세이상,20744.0,170.9,351.9,335.6,324.6,11.0
2023,정규근로자,전체,24799.0,174.5,428.0,378.7,356.8,22.0
2024,비정규근로자,29세이하,14215.0,100.3,149.8,147.6,137.4,10.2
2024,비정규근로자,30~39세,19628.0,124.3,235.8,229.5,214.0,15.5
2024,비정규근로자,40~49세,21355.0,105.5,218.7,211.8,204.3,7.5
2024,비정규근로자,50~59세,20763.0,103.1,205.3,200.9,195.1,5.8
2024,비정규근로자,60세이상,17781.0,104.1,177.9,175.1,169.3,5.8
2024,비정규근로자,전체,18404.0,105.8,190.9,186.8,178.7,8.2
2024,비정규직근로자(특수형태포함),29세이하,,,157.3,155.3,145.8,9.5
2024,비정규직근로자(특수형태포함),30~39세,,,244.7,239.5,226.6,12.9
2024,비정규직근로자(특수형태포함),40~49세,,,243.8,238.3,232.5,5.9
2024,비정규직근로자(특수형태포함),50~59세,,,234.6,231.0,226.3,4.7
2024,비정규직근로자(특수형태포함),60세이상,,,189.4,186.9,181.5,5.4
2024,비정규직근로자(특수형태포함),전체,,,208.9,205.5,198.4,7.1
2024,전체근로자,29세이하,17997.0,139.3,260.1,243.8,227.5,16.3
2024,전체근로자,30~39세,25928.0,155.9,400.6,356.7,334.5,22.2
2024,전체근로자,40~49세,29664.0,152.9,454.4,399.8,376.5,23.3
2024,전체근로자,50~59세,27947.0,148.6,417.3,373.4,353.1,20.3
2024,전체근로자,60세이상,20661.0,131.0,272.0,262.7,254.3,8.4
2024,전체근로자,전체,25156.0,146.8,373.7,337.4,318.6,18.8
2024,전체근로자(특수형태포함),29세이하,,,259.7,243.9,228.1,15.8
2024,전체근로자(특수형태포함),30~39세,,,397.0,354.6,333.0,21.5
2024,전체근로자(특수형태포함),40~49세,,,449.2,397.0,374.7,22.3
2024,전체근로자(특수형태포함),50~59세,,,414.6,373.0,353.8,19.2
2024,전체근로자(특수형태포함),60세이상,,,274.2,265.3,257.2,8.1
2024,전체근로자(특수형태포함),전체,,,371.7,336.9,318.9,18.0
2024,정규근로자,29세이하,20213.0,162.2,324.7,300.2,280.3,19.9
2024,정규근로자,30~39세,27132.0,161.9,432.0,381.0,357.5,23.5
2024,정규근로자,40~49세,31367.0,162.6,502.7,438.3,411.7,26.5
2024,정규근로자,50~59세,30285.0,163.4,486.3,429.6,404.6,25.0
2024,정규근로자,60세이상,23712.0,159.5,371.8,355.5,344.3,11.2
2024,정규근로자,전체,27703.0,162.2,442.7,394.2,371.4,22.8
2025,비정규근로자,29세이하,14558.0,100.1,153.2,151.4,140.4,11.0
2025,비정규근로자,30~39세,20089.0,123.0,238.7,232.0,215.6,16.4
2025,비정규근로자,40~49세,21822.0,105.7,224.2,216.8,208.7,8.2
2025,비정규근로자,50~59세,21101.0,102.8,207.7,203.1,197.0,6.2
2025,비정규근로자,60세이상,17696.0,101.5,174.7,172.0,165.6,6.4
2025,비정규근로자,전체,18635.0,104.8,192.1,188.0,179.2,8.8
2025,비정규직근로자(특수형태포함),29세이하,,,159.7,158.0,147.8,10.3
2025,비정규직근로자(특수형태포함),30~39세,,,245.2,239.5,225.6,13.9
2025,비정규직근로자(특수형태포함),40~49세,,,248.5,242.6,236.1,6.5
2025,비정규직근로자(특수형태포함),50~59세,,,237.8,234.1,229.0,5.1
2025,비정규직근로자(특수형태포함),60세이상,,,187.3,184.8,179.0,5.9
2025,비정규직근로자(특수형태포함),전체,,,209.9,206.4,198.7,7.7
2025,전체근로자,29세이하,18637.0,138.9,269.1,252.1,233.8,18.3
2025,전체근로자,30~39세,26548.0,155.8,409.3,367.6,342.3,25.3
2025,전체근로자,40~49세,30682.0,153.0,470.6,415.1,388.7,26.4
2025,전체근로자,50~59세,28808.0,148.8,431.1,384.9,362.9,22.1
2025,전체근로자,60세이상,20871.0,129.0,273.4,263.8,254.7,9.0
2025,전체근로자,전체,25839.0,146.3,383.4,346.9,326.1,20.8
2025,전체근로자(특수형태포함),29세이하,,,268.7,252.1,234.3,17.8
2025,전체근로자(특수형태포함),30~39세,,,405.8,365.2,340.6,24.6
2025,전체근로자(특수형태포함),40~49세,,,465.1,412.0,386.7,25.3
2025,전체근로자(특수형태포함),50~59세,,,428.1,384.2,363.3,20.9
2025,전체근로자(특수형태포함),60세이상,,,276.1,266.8,258.2,8.6
2025,전체근로자(특수형태포함),전체,,,381.4,346.3,326.3,20.0
2025,정규근로자,29세이하,21101.0,162.4,339.1,313.0,290.3,22.7
2025,정규근로자,30~39세,27809.0,162.2,442.7,394.1,367.0,27.0
2025,정규근로자,40~49세,32482.0,162.6,520.6,455.4,425.3,30.1
2025,정규근로자,50~59세,31218.0,163.1,501.0,441.8,414.8,27.0
2025,정규근로자,60세이상,24291.0,158.7,379.8,362.7,350.8,11.9
2025,정규근로자,전체,28599.0,162.1,456.7,407.8,382.4,25.5
